HA_vRNA	78	458	0	0	1	1	0	41
HA_vRNA	79	175	0	0	1	1	0	24
HA_vRNA	79	816	0	0	1	1	0	42
HA_vRNA	90	678	0	0	1	1	0	80
HA_vRNA	94	158	0	0	1	9	1	88
HA_vRNA	96	454	0	0	1	7	0	49
HA_vRNA	129	1542	0	0	1	1	0	4
HA_vRNA	130	1217	0	0	1	1	0	66
HA_vRNA	164	859	0	0	1	1	0	52
HA_vRNA	165	1157	0	0	1	2	0	120
HA_vRNA	176	255	0	0	1	1	0	57
HA_vRNA	186	667	0	0	1	1	0	85
HA_vRNA	189	665	0	0	1	1	0	123
HA_vRNA	190	561	0	0	1	1	0	75
HA_vRNA	192	792	0	0	1	1	0	30
HA_vRNA	192	1437	0	0	1	1	0	120
HA_vRNA	193	773	0	0	1	1	0	32
HA_vRNA	194	706	0	0	1	1	0	71
HA_vRNA	200	664	0	0	1	3	0	92
HA_vRNA	213	631	0	0	1	2	0	41
HA_vRNA	218	468	0	0	1	2	0	83
HA_vRNA	218	1680	0	0	1	2	0	40
HA_vRNA	229	1637	0	0	1	4	0	45
HA_vRNA	231	529	0	0	1	1	0	127
HA_vRNA	241	1642	0	0	1	1	0	78
HA_vRNA	247	1620	0	0	1	36	0	125
HA_vRNA	248	1680	2	6	1	2	0	45
HA_vRNA	253	1634	0	0	1	1	0	23
HA_vRNA	255	1168	0	0	1	1	0	143
HA_vRNA	262	515	0	0	1	2	0	110
HA_vRNA	264	519	0	0	1	2	0	132
HA_vRNA	269	315	0	0	1	1	0	121
HA_vRNA	270	520	0	0	1	1	0	16
HA_vRNA	271	486	0	0	1	1	0	8
HA_vRNA	275	614	0	0	1	1	0	67
HA_vRNA	280	541	0	0	1	1	0	67
HA_vRNA	282	503	0	0	1	1	0	85
HA_vRNA	301	1612	0	0	1	5	0	59
HA_vRNA	303	1509	0	0	1	3	0	140
HA_vRNA	304	972	0	0	1	1	0	32
HA_vRNA	310	1165	0	0	1	3	0	125
HA_vRNA	321	1647	2	2	1	1	0	37
HA_vRNA	329	1607	0	0	1	5	0	73
HA_vRNA	331	588	0	0	1	1	0	67
HA_vRNA	333	1524	0	0	1	7	0	111
HA_vRNA	343	531	0	0	1	1	0	38
HA_vRNA	350	1484	0	0	1	1	0	123
HA_vRNA	351	1523	0	0	1	1	0	84
HA_vRNA	357	1662	0	0	1	1	0	53
HA_vRNA	368	1533	0	0	1	2	0	94
HA_vRNA	369	1583	0	0	1	8	0	128
HA_vRNA	370	1184	0	0	1	1	0	114
HA_vRNA	378	1464	0	0	1	2	0	72
HA_vRNA	393	1595	0	0	1	25	0	130
HA_vRNA	395	443	0	0	1	2	0	81
HA_vRNA	398	1531	0	0	1	1	0	104
HA_vRNA	399	674	0	0	1	1	0	118
HA_vRNA	402	1443	0	0	1	1	0	66
HA_vRNA	411	1513	0	0	1	1	0	59
HA_vRNA	411	1559	0	0	1	0	1	5
HA_vRNA	416	1473	0	0	1	2	0	78
HA_vRNA	434	1301	0	0	1	1	0	66
HA_vRNA	437	663	2	6	1	1	0	126
HA_vRNA	442	1545	0	0	1	1	0	143
HA_vRNA	445	709	2	6	1	1	0	43
HA_vRNA	445	973	2	6	1	1	0	45
HA_vRNA	447	1420	0	0	1	1	0	57
HA_vRNA	448	1487	0	0	1	2	0	6
HA_vRNA	451	1006	0	0	1	2	0	96
HA_vRNA	464	1610	0	0	1	2	0	137
HA_vRNA	467	1349	0	0	1	1	0	125
HA_vRNA	489	678	0	0	1	3	0	61
HA_vRNA	509	1312	0	0	1	1	0	57
HA_vRNA	518	918	0	0	1	1	0	4
HA_vRNA	530	1069	0	0	1	1	0	71
HA_vRNA	535	1479	0	0	1	5	0	107
HA_vRNA	542	981	0	0	1	1	0	33
HA_vRNA	593	1459	0	0	1	3	0	119
HA_vRNA	599	1219	0	0	1	2	0	120
HA_vRNA	601	1269	0	0	1	1	0	5
HA_vRNA	606	1664	0	0	1	2	0	46
HA_vRNA	618	1252	2	4	1	1	0	34
HA_vRNA	635	1304	0	0	1	1	0	103
HA_vRNA	636	994	0	0	1	1	0	20
HA_vRNA	644	1159	0	0	1	1	0	127
HA_vRNA	656	943	0	0	1	1	0	71
HA_vRNA	676	1005	0	0	1	1	0	26
HA_vRNA	679	758	0	0	1	1	0	12
HA_vRNA	688	1381	0	0	1	2	0	106
HA_vRNA	695	1080	0	0	1	1	0	81
HA_vRNA	711	974	0	0	1	4	0	66
HA_vRNA	751	1076	0	0	1	1	0	129
HA_vRNA	762	1399	0	0	1	1	0	44
HA_vRNA	763	971	0	0	1	1	0	51
HA_vRNA	767	1085	0	0	1	1	0	52
HA_vRNA	776	1075	0	0	1	2	0	75
HA_vRNA	783	938	0	0	1	1	0	65
HA_vRNA	800	1116	0	0	1	2	0	55
HA_vRNA	809	851	0	0	1	3	0	105
HA_vRNA	812	855	0	0	1	1	0	94
HA_vRNA	820	1075	0	0	1	1	0	3
HA_vRNA	825	1251	0	0	1	1	0	80
HA_vRNA	902	911	0	0	1	1	0	24
HA_vRNA	942	1048	0	0	1	1	0	25
HA_vRNA	953	1057	0	0	1	1	0	108
HA_vRNA	1042	1058	0	0	1	1	0	64
HA_vRNA	1077	1589	0	0	1	1	0	40
HA_vRNA	1079	1147	0	0	1	1	0	7
HA_vRNA	1189	1279	0	0	1	1	0	86
HA_vRNA	1206	1242	0	0	1	1	0	112
HA_vRNA	1330	1470	0	0	1	1	0	39
HA_vRNA	1388	1399	0	0	1	1	0	23
HA_vRNA	1421	1453	0	0	1	1	0	53
HA_vRNA	1440	1482	0	0	1	2	0	60
HA_vRNA	1617	1645	0	0	1	1	0	11
M_vRNA	98	269	0	0	1	2	0	51
M_vRNA	99	904	0	0	1	1	0	25
M_vRNA	100	133	0	0	1	14	0	94
M_vRNA	110	264	0	0	1	1	0	13
M_vRNA	123	894	0	0	1	1	0	29
M_vRNA	125	905	0	0	1	2	0	93
M_vRNA	161	184	0	0	1	1	0	124
M_vRNA	189	389	0	0	1	2	0	68
M_vRNA	190	211	0	0	1	3	0	128
M_vRNA	193	393	0	0	1	33	1	139
M_vRNA	199	390	0	0	1	10	0	134
M_vRNA	209	637	0	0	1	3	0	76
M_vRNA	210	389	0	0	1	1	0	68
