""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"DDX23"	39.0138051057364	-1.13150001615231	0.308084328185292	-3.67269579344453	0.000240005132760844	0.00242751726030293
"DDX24"	46.7304119269041	-0.3544717983338	0.26682934353031	-1.32845883306509	0.184026574673808	0.330715331984011
"DDX27"	27.4691067911286	-0.719943013422821	0.359692218730228	-2.00155292756773	0.0453328359811053	0.121385767762747
"DDX28"	14.1709428875557	-0.0217210286290985	0.39783663292884	-0.054597859601792	0.956458844007383	0.975491931513712
"DDX31"	6.71705150393766	-0.00684645807354481	0.607233218931947	-0.0112748411320233	0.991004168930394	0.994650055970557
"DDX39A"	101.114300768715	0.00536371732797153	0.264284539453081	0.0202952368650522	0.983807855436823	0.991657531018017
"DDX3X"	94.2437362411546	-1.1405324113668	0.2999447260854	-3.80247529687209	0.000143257554817436	0.00166568490572112
"DDX3Y"	14.8256013515941	-0.568099411568745	0.414748318616134	-1.36974494185845	0.170766534349443	0.313666156865243
"DDX41"	36.3964333751452	0.375088312874277	0.293273485481633	1.27897110186515	0.200907232417454	0.351829251926269
"DDX42"	17.6122883324051	-0.00564215042099657	0.371405576743119	-0.0151913454570957	0.987879526191471	0.993426984680348
"DDX46"	32.4850022544716	0.262007570157331	0.312448723102822	0.838561820817903	0.401715242779495	0.559888912952003
"DDX47"	43.5708063327977	0.0662133793314874	0.273568057811467	0.242036222580924	0.808752095935961	0.882928821103493
"DDX49"	24.1717655601061	-0.00701922931704243	0.367090588349889	-0.019121245653817	0.984744382946791	0.991884296427421
"DDX5"	222.188323403651	-0.435453330871992	0.197732879514509	-2.20223026105297	0.0276490475143753	0.08424780480715
"DDX50"	13.8869662853006	0.189718746896138	0.396828854759911	0.478087076129887	0.632588230190533	0.759479933403644
"DDX51"	14.8291201402857	-1.0536150926106	0.443375865994526	-2.37634741405525	0.017484991416337	0.0601520167395523
"DDX52"	36.1385063847109	-0.225777490997327	0.307022881976117	-0.735376756104094	0.462110073817687	0.617667826227008
"DDX54"	26.6707074065317	-0.40492563327537	0.347981040541409	-1.16364280262328	0.24456879780642	0.404346596811804
"DDX55"	14.385141947521	-0.0899093487415173	0.402709091297986	-0.223261283850651	0.823332157776811	0.892203727990102
"DDX56"	77.007606053067	0.161876685887338	0.245955446621436	0.658154507700297	0.510438853576451	0.659477370349575
"DDX58"	100.48747858372	2.96587974897962	0.354243248970163	8.37243831068584	5.64380708437041e-17	2.26850476048431e-14
"DDX59"	10.1133110602835	0.0356966883268404	0.466886967331548	0.0764568103728869	0.93905567368236	0.965295472956709
"DDX6"	7.10953947971182	0.130250196357967	0.54008769066551	0.241164904531464	0.809427310333205	0.883574601168112
"DDX60"	6.15937957402643	0.46955765695277	1.1955497763428	0.392754585584174	0.694500750118015	0.804697137643693
"DDX60L"	9.59511545877293	0.514617857722418	0.530829545079226	0.969459711677525	0.332315872276669	0.492987351341445
"DEAF1"	15.1875621136842	0.26194421962839	0.450903544264928	0.580931826684612	0.561286401127833	0.700397331652011
"DECR1"	46.1917956510919	1.24931731292918	0.279841338975008	4.46437727000996	8.03019619587508e-06	0.000178115150075733
"DECR2"	14.1826623352473	0.350680776522138	0.39247077019014	0.893520748952195	0.37157836570018	0.532093365666961
"DEDD"	15.8419802468017	0.907803033922948	0.391715838279045	2.31750403024618	0.0204762913629903	0.0677426595459954
"DEDD2"	36.8821416964822	0.528233624214595	0.334086244573507	1.58112952207576	0.113848425812137	0.235550005824916
"DEF8"	48.1680161208792	0.736190483567904	0.332179659369581	2.21624191247912	0.0266749388564939	0.0820611901068946
"DEGS1"	66.4162145470835	0.33677986567445	0.256084854283157	1.31511044109648	0.188472788046049	0.336585875539611
"DEGS2"	8.34567292156219	1.45008938491684	0.540429995224601	2.68321410308506	0.00729182914819516	0.031308309128363
"DEK"	39.9973721698671	0.111301710127605	0.323876880057641	0.343654385295414	0.73110621928729	0.830365155798665
"DENND1A"	12.1755247333863	-0.650818432896571	0.433133780767503	-1.50258063858085	0.132947219222783	0.262671913842799
"DENND1B"	2.02808353214972	-1.36296752212221	1.0574463800453	-1.28892353110502	0.19742467249179	NA
"DENND2D"	1.20287489463394	-0.867859254193207	1.31087912210115	-0.662043692329279	0.507943220563762	NA
"DENND3"	7.27596451360645	-0.143804882893741	0.548247107660349	-0.26229939179694	0.79309063089082	0.873964187552999
"DENND4A"	1.20274890179601	-2.68571181778494	1.41993650971653	-1.89143091920433	0.058566844437083	NA
"DENND4B"	9.71631170850809	-1.34402516415693	0.5274729813583	-2.54804551447531	0.0108328336631765	0.0421108460293878
"DENND4C"	12.6523819257434	-2.1811542635776	0.503674496901415	-4.3304838283375	1.48782073029558e-05	0.000294716909389507
"DENND5A"	24.9954816695419	-0.323260195941847	0.353960999342539	-0.913265010953984	0.361103179616059	0.521692305745258
"DENND5B"	10.4856986711027	-0.775085025877373	0.46302321040108	-1.6739658152471	0.0941373179470493	0.205691598279169
"DENR"	48.8066135417293	0.735708692250497	0.281926511208719	2.60957612356586	0.00906544738242104	0.0368694119659481
"DEPDC1"	11.9204059266347	-1.19047180588569	0.515951107882996	-2.30733452782053	0.021036178085059	0.0692669425491008
"DEPDC1B"	12.1135024670599	0.141935935448195	0.455749428093598	0.311434149334895	0.755470596379733	0.847456285229199
"DEPDC5"	2.15686357720528	-1.13059635856294	0.967397552144055	-1.16869880025764	0.242525005510617	0.401980853911178
"DEPDC7"	4.78516174634082	0.183729384234974	0.636704586563267	0.288562997836545	0.772915814852889	0.859808784450195
"DEPTOR"	1.6908961797559	1.22136746545699	1.08118474812376	1.12965658050255	0.258620959611219	NA
"DERA"	47.3226627680916	0.452018015100885	0.277956542087238	1.62621829911461	0.10390322473039	0.221349928713369
"DERL1"	74.3113234603378	0.368336527857021	0.266641198188454	1.38139391196664	0.167157876771632	0.308712891469258
"DERL2"	80.6661803598003	1.02479148187148	0.236725889912728	4.32902156265747	1.49773270467828e-05	0.000295571250392399
"DET1"	3.60232042710637	0.488089751351787	0.729896530897008	0.668710879817373	0.503679925911811	0.653699542767974
"DEXI"	19.449004189311	0.980204232016485	0.36635382689255	2.6755670613043	0.00746029463686105	0.0317603995064431
"DFFA"	21.4217166372338	0.509159489448581	0.362876411288895	1.40312093486624	0.16058077940633	0.299754573722071
"DFNA5"	20.6864629259978	-0.242601296737831	0.388868242138076	-0.623865027917839	0.532716229278121	0.678545561573572
"DGAT1"	33.0708920576907	0.103855361610662	0.320773504963732	0.323765398337385	0.746115654449421	0.841162742090442
"DGCR14"	2.69399865508096	-0.719793494845625	0.915939315651338	-0.785852820755673	0.43195371727022	0.589449056086207
"DGCR2"	16.7070438806519	-1.93413493428829	0.44546854372592	-4.34179912707436	1.41320709237243e-05	0.000283124107803948
"DGCR5"	6.94776738450427	0.182108413631934	0.610061707933298	0.298508185751997	0.765315329426797	0.854233983305648
"DGCR6"	20.5088321058503	0.897369077012226	0.428566361376332	2.09388593666181	0.036270142338467	0.103665447430843
"DGCR6L"	50.0776663957278	0.964326551718318	0.348643428752089	2.76593927259712	0.00567591034834858	0.0257858267890982
"DGCR8"	4.92028854523616	-2.01482587972613	0.738560992827879	-2.728042638715	0.00637113720957384	0.0282079838318593
"DGKA"	9.37760178121226	-0.30896749336932	0.472246746376165	-0.654250126105081	0.512950671978422	0.661800974393115
"DGKD"	38.413141900621	-1.91817879142722	0.355257201759353	-5.39940860291573	6.68609357987596e-08	3.77496128429574e-06
"DGKE"	1.8275586118974	-2.35810081096096	1.26604822446899	-1.86256792228432	0.0625230809632977	NA
"DGKG"	6.96735696537584	-0.357005945724713	0.567053076985919	-0.629581180693562	0.528968639590445	0.675559561726856
"DGKQ"	5.92188734617283	-2.8911270941356	0.793944018243876	-3.64147474847216	0.000271080718126532	0.00264987901710118
"DGKZ"	10.7163487292346	-0.686690688320891	0.502694867309357	-1.36601889730118	0.171933032128906	0.31512441029616
"DGUOK"	101.325488673544	0.979940554303495	0.264970383946833	3.69830220157783	0.000217046388724569	0.00226621228478173
"DHCR24"	87.0904675604017	-1.76874002144134	0.300737339615512	-5.88134490949028	4.06946151477141e-09	3.330649199454e-07
"DHCR7"	113.069238707974	-0.753919143616076	0.282750302491789	-2.66637784989804	0.00766734637438328	0.0324066625383261
"DHDDS"	10.6424651360922	0.133703841202002	0.472515096446232	0.282962051810797	0.777205926910836	0.863043162945549
"DHFR"	22.6945124737938	-0.852294030988663	0.364015485676253	-2.34136750914678	0.0192132439591528	0.0648923319644066
"DHFRL1"	2.91527158116878	-0.982054337388115	0.865037948139016	-1.13527312819147	0.256260897633588	0.416246547263911
"DHODH"	11.2546992747137	0.0970798913822938	0.434280035937312	0.223542146423482	0.823113584796205	0.892203727990102
"DHPS"	27.3181683266748	0.555111675825668	0.355776588319953	1.5602816319281	0.118693342074723	0.242673180794913
"DHRS1"	11.7650449632459	0.773138081139387	0.451578087167749	1.71208059715304	0.086881816513311	0.194326501332522
"DHRS11"	13.1474554732847	0.199144071682375	0.431215185515211	0.461820637054885	0.644209950369937	0.768625681546592
"DHRS12"	5.96041600892922	1.30667318690683	0.637926105057783	2.0483143369536	0.040529209079479	0.111988324904774
"DHRS13"	7.05291243729611	0.245437167800547	0.653973832037486	0.375301205915037	0.70743646940105	0.813806302455469
"DHRS2"	7.24936514146641	2.2587971977485	0.718061827467684	3.145686222751	0.00165697670324551	0.0103333491038784
"DHRS3"	44.5612015500851	0.145166192878288	0.298899272717601	0.485669274329217	0.627201671722609	0.755332024102538
"DHRS4"	22.0356549456892	0.507771749156428	0.370835462440217	1.36926427104659	0.170916682109339	0.313778182874353
"DHRS4L2"	15.7366070901569	0.640695376641731	0.416108068415756	1.53973312529374	0.123625418856252	0.249281354523359
"DHRS7"	66.7243375487462	0.848580327526324	0.256565945866203	3.30745502744488	0.00094147827463876	0.0067850700502635
"DHRS7B"	22.7135858868692	0.74520854312271	0.34634916023587	2.15161065387082	0.0314280323196037	0.0929720272430304
"DHTKD1"	15.6352099880292	-0.855501680858267	0.418936824827076	-2.0420780178763	0.0411437930073865	0.113124001711455
"DHX15"	56.6918033755167	-1.14000622660101	0.29815817679154	-3.82349475995777	0.000131573389252429	0.00156436018437742
"DHX16"	18.3435926201303	-0.88906633224457	0.381462655863254	-2.33067724606647	0.0197703848810413	0.0661602927334498
"DHX29"	18.1740023409963	0.183403413727988	0.426564053857177	0.429955154611774	0.667228263260661	0.784039621981754
"DHX30"	42.0273634108828	-0.958927690934926	0.298676883864894	-3.21058556164894	0.00132464826824584	0.00874102276008723
"DHX32"	33.9367871958514	-0.808974609365755	0.309651755574656	-2.61253034998768	0.00898747120443351	0.0366369579059494
"DHX33"	7.81149296962351	0.155274611668949	0.533331750966792	0.291140760675652	0.770943666971486	0.858247916057038
"DHX34"	15.3606133904985	-2.35866610122982	0.4890706960753	-4.82275082142045	1.41591809971854e-06	4.59977332210103e-05
"DHX35"	2.68681273309499	-1.23541284010114	0.92360832035375	-1.33759388355008	0.181028859381643	0.326662570048092
"DHX36"	19.6487889877335	0.329788817433567	0.385867343891007	0.854668897626953	0.392734473621057	0.552202766345868
"DHX37"	6.23380386787896	-1.24116309957995	0.61164036441112	-2.02923674073558	0.0424341830408636	0.115707671628471
"DHX38"	13.0046308539477	-1.48247747786079	0.483586462608528	-3.06558928441486	0.00217241505040359	0.0126650238001994
"DHX40"	29.3729285576469	-0.959544937063962	0.351081042171178	-2.73311521217404	0.00627383823129381	0.027901930937658
"DHX57"	7.08554871634825	-1.76780579676285	0.641675636762913	-2.75498350799319	0.00586950939616124	0.026426558722674
"DHX58"	9.58431025429454	3.62146146095859	0.698942416400464	5.18134452278491	2.20292169337673e-07	1.03832353744069e-05
"DHX8"	15.5502036095723	-0.972180792551152	0.439559282637573	-2.21171712429228	0.0269862165339458	0.0828498034793252
"DHX9"	78.2170986576397	-2.08256362547133	0.278574823177064	-7.47577832669981	7.67482356029847e-14	1.9293044559436e-11
"DIABLO"	70.6851981331451	0.687364682139883	0.231612632456448	2.96773399123268	0.00300003839472269	0.0161274976433209
"DIAPH1"	26.1538820863965	-1.51999053445596	0.350592765533476	-4.33548744835929	1.45437473563908e-05	0.000290819857175708
"DIAPH2"	3.83778622150763	-0.192760802016268	0.714889829005693	-0.269637074406794	0.787439475127086	0.870103548060372
"DIAPH3"	4.58982324638897	-0.857649497127057	0.683415511378757	-1.25494590457391	0.209498398226324	0.362366331663422
"DICER1"	9.61994860138523	0.045696075643431	0.461390285337812	0.0990399605184019	0.921106542151978	0.95380961867797
"DICER1-AS"	1.30366603533803	1.2394046535582	1.2448161801686	0.995652750424837	0.319418895010055	NA
"DIDO1"	9.30825299246659	-0.870055406330166	0.488313774239611	-1.78175479011419	0.0747892277416524	0.174156300506477
"DIEXF"	10.6198929819823	-0.373629102386448	0.454666848542473	-0.82176455922439	0.41121090802822	0.570208138555549
"DIMT1"	24.8374081373076	0.158487906241925	0.334266524199581	0.474136339621302	0.6354026861685	0.761650995366981
"DIO2"	3.38943858457313	0.39050495925535	0.764252347841358	0.510963375327975	0.609376702567981	0.740965015053869
"DIO3OS"	2.05375815233296	0.382131006363741	1.05552719244275	0.362028575956811	0.717330676268344	0.821162016701851
"DIP2A"	4.50299577760843	-1.69373751513824	0.770569352148492	-2.19803384395679	0.0279466942430399	0.0850075476283537
"DIP2B"	11.7195526695991	-2.13096015452858	0.529606575325308	-4.02366634745735	5.72990788918873e-05	0.000830905090061794
"DIP2C"	5.38423998000542	-1.0081708161377	0.63008630044202	-1.60005195388386	0.109587058341821	0.230069628549005
"DIRC2"	12.5058562922211	0.862072791083411	0.43394106803643	1.98661259461858	0.0469653444419212	0.124650604981851
"DIS3"	14.467303012949	-1.87633680625778	0.487470976909486	-3.84912516875068	0.000118540426201224	0.00143856301130175
"DIS3L"	33.2544634623278	-1.52276771588278	0.330598000653427	-4.60610080179863	4.10289559665289e-06	0.000103180085185789
"DIS3L2"	9.39591499078922	-1.21825040147103	0.51838369911621	-2.35009396234491	0.018768672466717	0.0636350815361587
"DISP1"	2.71211166422168	-1.18712708304742	0.874660842150344	-1.35724274580406	0.174704092705353	0.319122112592234
"DISP2"	1.21073960887591	0.237595493890691	1.20322818738034	0.197465033135553	0.843463642198744	NA
"DIXDC1"	2.22352656315202	-2.81755719397131	1.21486310974796	-2.31923841572229	0.0203821125661992	0.0675866141075496
"DKC1"	86.6460348172575	-0.49677864262681	0.234453449572249	-2.11887964767915	0.0341006393600109	0.0989377714655112
"DKFZP434I0714"	1.35527667200174	0.160929190391537	1.16766138911631	0.137821796534121	0.89038125760493	NA
"DKFZP686I15217"	1.39304173153403	0.426497243042567	1.258397285678	0.338920981391643	0.734669258051505	NA
"DKFZp434J0226"	1.75663297141695	-1.03997164313372	1.14376334194195	-0.909254218069269	0.363215950792989	NA
"DKFZp761E198"	8.60807052141746	-0.494709421008446	0.559588455033291	-0.884059377134602	0.376664160706855	0.537454962053365
"DKK1"	15.2901766948441	0.539128451375626	0.398844498541258	1.35172593165368	0.176463006296763	0.321002139986427
"DKK3"	14.5193489812308	0.0464387924421909	0.451998128439493	0.102741116655768	0.91816843992351	0.951980986812572
"DLAT"	20.2543409985356	-1.45382713347548	0.385582357706274	-3.77047109241178	0.000162939676582197	0.00181468049088063
"DLC1"	21.0177027786379	-1.59332896317756	0.401173400928919	-3.97167150037415	7.13700922786295e-05	0.000971696075675222
"DLD"	32.7105707192995	-0.228881255301316	0.376769778584936	-0.607483052809976	0.543530386110215	0.686793892969733
"DLEU1"	5.62839120229607	0.553138182625749	0.638342391766137	0.866522715333618	0.386203575034753	0.546220675849554
"DLEU2"	2.603749231093	0.790247447321328	0.860841745196814	0.917993872544661	0.358622073799684	0.519010257889721
"DLG1"	6.13866737615614	-2.21450577276618	0.730632076934775	-3.03094518113235	0.00243789504997041	0.0137900183106757
"DLG3"	2.29332717330547	1.01284953491737	0.984033152800165	1.02928395454483	0.303346260979214	0.46445055641738
"DLG4"	5.31120824982737	-0.408752237646464	0.621032382814793	-0.658181841973872	0.510421291227766	0.659477370349575
"DLG5"	5.44188494816012	-2.12607380224125	0.724415208483668	-2.934882892218	0.00333673593624742	0.0174575114048069
"DLGAP4"	11.4958499414562	-0.116316547293908	0.428329035722624	-0.271558866182567	0.785961231209087	0.869101244145952
"DLGAP5"	29.4332397029881	-0.982690315397757	0.389715507315255	-2.52155815447914	0.0116836361242066	0.0443753983890824
"DLK2"	1.36568045372132	0.793071334322078	1.14711987317997	0.691358726201455	0.489340134958138	NA
"DLL3"	12.1191604955189	0.991672008186295	0.502130859517029	1.97492743055093	0.0482763839850881	0.127107746163232
"DLST"	8.57624109642119	-0.824156172722005	0.516076765904966	-1.59696430293041	0.11027366461557	0.23100582361333
"DLX4"	1.25740718591919	-0.842022236109713	1.26864777849678	-0.663716320937736	0.506871891453868	NA
"DMAP1"	12.9935526814059	0.469642579959021	0.414435886410718	1.13320924987078	0.257126390673137	0.417588129938007
"DMKN"	8.0511219540655	1.36881736044393	0.541214151524981	2.52916032699258	0.0114335785241737	0.0438010602533475
"DMPK"	5.42025984505836	-0.668928400331526	0.620747260764225	-1.0776179656564	0.281204281328669	0.441854907474719
"DMRTA1"	1.36742085972504	-0.984942890003909	1.2684228999741	-0.776509861201668	0.437448000598328	NA
"DMTF1"	7.46618796216452	-0.00682967424905212	0.521931923385809	-0.0130853736723892	0.989559680319425	0.994162477893384
"DMWD"	5.98160541170999	-0.342155625334236	0.657771385571516	-0.520174079991255	0.602942249438777	0.735682915702601
"DMXL1"	5.09265207073045	-0.353528474816219	0.625935415675283	-0.564800242904963	0.572209641806551	0.710045179924551
"DMXL2"	4.96544350635523	-2.35025357418346	0.78651922841652	-2.98817052307185	0.00280652918708536	0.0153133515024533
"DNA2"	4.65984572106707	-1.50578160406063	0.758514614871518	-1.98517151092163	0.0471253927917983	0.124918377377807
"DNAAF2"	11.7829593404693	0.183167354023367	0.451300861540338	0.405865287733326	0.684841584504102	0.797810597947071
"DNAH11"	2.07428782859484	-1.02583969753032	0.98066373431321	-1.04606672158499	0.295530228398953	0.455904171746952
"DNAH14"	6.14607700954863	0.572055098815048	0.621892113938734	0.919862281565134	0.357644731668828	0.518184860293603
"DNAH17"	1.56282949876459	0.921250201875845	1.10806776799555	0.831402400182029	0.405746343616245	NA
"DNAH5"	1.59732124136969	-0.0737865007184293	1.08608346310518	-0.0679381495299349	0.945834869960273	NA
"DNAJA1"	248.460047372296	0.673458658985392	0.224538828907281	2.9992971027006	0.00270603290478468	0.0148881164193416
"DNAJA2"	41.4025152350553	0.0723641095990751	0.282492926440294	0.256162554266184	0.797825321504728	0.876802305032468
"DNAJA3"	52.3837206299968	-0.923697148710989	0.285321429306286	-3.23739142537178	0.00120627831545542	0.00813794661634396
"DNAJB1"	111.332152339468	-0.455525908302561	0.312657587306704	-1.45694819763228	0.145130680193464	0.279258196005575
"DNAJB11"	33.6427318074085	0.277092441293867	0.312762052201017	0.885952881252279	0.375642918400493	0.536603698075011
"DNAJB12"	24.6674598537743	-0.269070607014698	0.374661405901238	-0.718170067096866	0.47265243179575	0.62707405920243
"DNAJB14"	3.81857186245611	-0.694735509496786	0.782215434400359	-0.888163898260798	0.374452595155064	0.535390471479181
"DNAJB2"	2.41812777733648	0.639148385783474	0.875060114965669	0.730405117148494	0.465142591411716	0.620554695816367
"DNAJB4"	14.3661170365033	0.350204445310773	0.429536708813076	0.815307372164956	0.41489638994012	0.573227585335749
"DNAJB5"	1.43225637464409	1.22285805611776	1.16462725092068	1.04999952143577	0.293718332778588	NA
"DNAJB6"	37.8822207552035	0.524143326215022	0.310634232918537	1.68733278779508	0.0915393797669162	0.201558450798561
"DNAJB9"	17.7378230031132	0.747106811707486	0.37918017810397	1.97032137978118	0.0488015496600128	0.12813896078349
"DNAJC1"	12.1744704782997	1.07321536151774	0.436077039726343	2.4610682603038	0.0138524007923401	0.0503108522757231
"DNAJC10"	47.1519866981666	-0.709334051660359	0.292515680612911	-2.42494368224665	0.0153107616996843	0.0543364779916862
"DNAJC11"	24.9746456984763	-0.699585942868132	0.361023583560238	-1.93778460667073	0.0526495065625869	0.134804454365489
"DNAJC12"	11.9696801587047	1.10998461971479	0.436322636100922	2.54395378070196	0.0109605586527473	0.0424822240292605
"DNAJC13"	5.10368537438713	-1.41386005921271	0.684006608539604	-2.0670268993912	0.038731619346942	0.108411568681075
"DNAJC14"	15.5149732429513	-0.642649422926367	0.422812638505696	-1.51993900938633	0.128526305075044	0.256130752922294
"DNAJC16"	3.43243332254987	-1.79469816331415	0.883210622397873	-2.0320160534773	0.0421520307873673	0.115146478927044
"DNAJC17"	4.15077124573968	-0.0748270063075273	0.692878296924118	-0.1079944438146	0.914000099627291	0.949617501659609
"DNAJC18"	3.02132567647943	1.5472600849594	0.839758325087724	1.84250639587022	0.0654011118388741	0.158263795277294
"DNAJC19"	19.9330049336261	1.49871110885191	0.380569721441095	3.93807238047412	8.21388195324311e-05	0.00107917276865604
"DNAJC2"	12.7197915589473	0.787862923944709	0.422409816679712	1.86516243902092	0.0621586386832903	0.152337722195492
"DNAJC21"	12.9186477025051	-0.195573689323731	0.461653344208056	-0.42363754487521	0.671830169675174	0.787956335417739
"DNAJC22"	14.2871518604779	-0.212523292727102	0.410097719418411	-0.518225980452896	0.604300609993074	0.736659258781535
"DNAJC24"	14.3627199790334	1.58748081855149	0.476769410469282	3.32966164290812	0.00086951577284683	0.00636639911908241
"DNAJC25"	5.05826984445204	0.701950017007633	0.6676784286952	1.05132948263644	0.293107290742613	0.454001065445105
"DNAJC27-AS1"	1.43879102333748	0.43757824227002	1.10321352608599	0.396639663966476	0.691633199089001	NA
"DNAJC3"	9.19988722220204	0.148045161787436	0.49481896614303	0.299190556379448	0.764794654394562	0.854133992147147
"DNAJC30"	4.14011077403248	1.00750880207632	0.697132500903837	1.44521852125683	0.148396515610347	0.283965615586269
"DNAJC4"	7.53064802762306	1.65220620273432	0.609299080956781	2.71165057419726	0.00669491262585644	0.0293055089153368
"DNAJC5"	5.1026825468513	0.123398683014017	0.612541806117031	0.2014534873893	0.84034399548257	0.904074104690889
"DNAJC6"	3.35337742473524	-1.70180728314872	0.94661908553574	-1.79777410909224	0.0722128118533384	0.169842573223385
"DNAJC7"	47.8842365288534	-0.253321509758986	0.264759508247421	-0.956798535530794	0.338668951576563	0.499813641423728
"DNAJC8"	67.3502374782407	0.666758989751338	0.252607362871028	2.63950734520656	0.00830266240252285	0.0344032612424789
"DNAJC9"	45.6982830539588	0.291969914673714	0.282921529024803	1.03198196220733	0.302080567576268	0.463234078790158
"DNAL1"	4.80983253589727	0.318229789415696	0.647834519734926	0.491220797474494	0.623270290879532	0.752830080208912
"DNAL4"	3.64970057098271	0.734854259436923	0.755006532223873	0.973308478898069	0.330400009654181	0.491180400161331
"DNAPTP3"	4.61686826278781	-0.123703772153008	0.637357175613601	-0.194088616063537	0.846106495203926	0.907475861068981
"DNASE1"	3.49042015713909	-0.148368362065304	0.743335564028361	-0.199598094380486	0.841794918258906	0.904873828851306
"DNASE1L1"	12.9775880429121	-0.0400823778842034	0.457544125511008	-0.087603305669016	0.930191974739311	0.959204769441147
"DNASE2"	28.8988698056025	0.655075103836047	0.314607859589611	2.08219560913245	0.0373246061876563	0.105717817224905
"DND1"	4.57921336820644	-0.230393646205084	0.644273311014936	-0.357602344014748	0.720640923896769	0.823344537874915
"DNER"	1.9082683692229	-0.0648276185371635	0.987729994319718	-0.0656329350227057	0.947670067279098	NA
"DNHD1"	1.16355839460249	-3.47305229133379	1.39900429234098	-2.48251725198232	0.013045775052687	NA
"DNLZ"	10.0464391945791	2.08405819304606	0.566466487991853	3.67904940049346	0.000234104922498973	0.00240071410832513
"DNM1"	34.7218036000697	-1.62134488952714	0.356464226966238	-4.54840841485254	5.4053157503602e-06	0.000129116116950912
"DNM1L"	40.9620338198663	-0.96962066644237	0.310491528547255	-3.12285707432691	0.00179104700453163	0.0109495508244615
"DNM2"	38.8594789378702	-1.7638301098647	0.347928254760346	-5.06952248267284	3.98815027520591e-07	1.64480041428219e-05
"DNMBP"	5.25770390699632	-1.46579842510539	0.684389267352223	-2.1417612680811	0.0322126976534001	0.0948679670361501
"DNMBP-AS1"	1.37247563531747	-1.93653233782025	1.37120244305987	-1.4122876950969	0.157865268029776	NA
"DNMT1"	18.1032425690551	-1.24221949911521	0.434381417150407	-2.85974364940453	0.00423983583367122	0.0207555457906335
"DNMT3A"	1.56078570272725	-0.344866804518911	1.11505310924457	-0.309282850888198	0.757106374919851	NA
"DNMT3B"	3.01222227871621	-2.16540908417918	0.966017041741827	-2.24158476570426	0.0249882214798446	0.0781396099966608
"DNPEP"	52.4160569062595	0.547528625991219	0.263656270405912	2.07667591272634	0.0378314812075152	0.106655481599184
"DNTTIP1"	25.4102309875978	1.24321292971121	0.328306863714162	3.78674059886121	0.000152636297790535	0.00173656684490568
"DNTTIP2"	33.0072315380844	-0.276546118436798	0.341232456580724	-0.81043321965294	0.417691231724116	0.576076047914899
"DOCK1"	14.2128666262793	-0.772923430370711	0.444972578552989	-1.73701362201731	0.0823847664715253	0.187259066610627
"DOCK10"	7.97995673942454	-2.84426762575878	0.685685148218293	-4.14806654796216	3.35294945043205e-05	0.000555736896352616
"DOCK11"	2.96829074705786	-0.848421633695541	0.874890217805845	-0.969746393808488	0.33217291902698	0.4929830867426
"DOCK4"	1.90153834651163	-1.89316475091041	1.19826909650414	-1.57991619447883	0.114126060015117	NA
"DOCK5"	20.0449334775262	-1.49012397002295	0.37428214461537	-3.98128521881341	6.85436409481428e-05	0.000946634352646625
"DOCK6"	2.59359762380528	-2.28427723590458	1.07750827873806	-2.11996258495558	0.0340092007139367	0.0988221586186575
"DOCK7"	6.60141318719369	-1.27733713113361	0.606014268658159	-2.10776741934129	0.0350511123406127	0.101056702373618
"DOCK9"	5.27596689672351	-3.11050106478625	0.889818784376659	-3.49565677798681	0.000472896553122195	0.00399108058182585
"DOHH"	5.38289148992892	-0.324785675837139	0.609942509475149	-0.532485719214118	0.594389630087716	0.728023864787251
"DOK1"	1.29847108772121	-1.00914010981824	1.2478470845912	-0.808704946527035	0.418684882239019	NA
"DOK4"	60.9397965020047	-0.379769031062477	0.289872580976306	-1.31012401995178	0.190153883852283	0.338557285954875
"DOLK"	33.2846081132553	0.34708711996613	0.317403160213114	1.09352131129723	0.274164977250954	0.435262784383716
"DOLPP1"	9.68221320828239	0.549613719611554	0.476304620225832	1.15391221557113	0.248536160521449	0.408666061794963
"DOM3Z"	4.99255791074545	0.420797866252473	0.63434910981723	0.663353758585259	0.507104014066814	0.656691301424926
"DONSON"	8.10401088208535	0.24246241405151	0.506564344405079	0.478640900666358	0.63219411607519	0.759179421920138
"DOPEY1"	1.88472316412767	0.138984649703927	1.02411529862721	0.135711916314727	0.892049027024396	NA
"DOPEY2"	1.71552364027024	-2.30143381147375	1.25081806930178	-1.83994288854368	0.0657766224988344	NA
"DOT1L"	2.25255394338154	-0.283182421540411	0.910310383782371	-0.311083369568716	0.755737243520665	0.847665336990458
"DPAGT1"	33.784294278685	0.232587396705508	0.307819148932635	0.755597556266421	0.44989052154231	0.606479076410075
"DPCD"	21.441769456775	1.05294411062093	0.416825685423727	2.52610179132927	0.0115336057994157	0.0440086049982764
"DPF2"	25.302321809689	-0.25330203551661	0.316248255756918	-0.800959470623322	0.42315510947636	0.580982033811079
"DPH1"	12.5858301461048	0.270455424680789	0.439681489013356	0.615116695696446	0.538477656912946	0.682424702090161
"DPH2"	24.0582070831201	0.262342107193797	0.354222663464846	0.740613558228275	0.458927784874197	0.614535043568868
"DPH3"	22.320353495806	0.0280216608341803	0.378074927571862	0.0741166863778719	0.940917537969231	0.966585251711204
