	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
9	22645200.0	0.0	4294902800.0	67012.0	132671.0	164244.0	262122.0	262143.0	156728.0	35723.0	46567.0	98736.0	895.0	1209.0	103832.0	52.0	47.0	55876.0	6888.0	10685.0	119024.0	45290.0
12	30136016.0	0.0	4294902800.0	101040.0	105662.0	76660.0	262122.0	262143.0	84876.0	35029.0	35288.0	75984.0	9.0	6.0	16508.0	1.0	2.0	9056.0	1.0	2.0	5712.0	60272.0
29	97453560.0	0.0	4294902800.0	79120.0	148579.0	146416.0	262122.0	262143.0	161428.0	38680.0	54404.0	107776.0	86.0	98.0	74544.0	36.0	39.0	72624.0	219.0	265.0	85596.0	194907.0
30	97461464.0	0.0	4294902800.0	68619.0	108196.0	122552.0	262122.0	262143.0	120840.0	35633.0	48340.0	104364.0	68.0	80.0	57200.0	24.0	17.0	29024.0	3226.0	4521.0	120044.0	194923.0
51	169025860.0	0.0	4294902800.0	72345.0	119939.0	130216.0	257627.0	262143.0	139732.0	32636.0	41802.0	96972.0	40.0	39.0	66352.0	22.0	27.0	47440.0	195.0	275.0	87308.0	338052.0
52	169042060.0	0.0	4294902800.0	91646.0	157983.0	130780.0	262122.0	262143.0	153052.0	47512.0	64022.0	102100.0	132.0	158.0	90752.0	66.0	78.0	83788.0	94.0	112.0	92228.0	338084.0
53	169042980.0	0.0	4294902800.0	68497.0	114220.0	133240.0	252818.0	262143.0	121560.0	33000.0	39652.0	90936.0	28.0	25.0	38232.0	33.0	25.0	23828.0	104.0	114.0	72612.0	338086.0
54	169056770.0	0.0	4294902800.0	62727.0	90501.0	110764.0	243264.0	262143.0	123736.0	25833.0	32522.0	95664.0	54.0	67.0	88656.0	23.0	23.0	18972.0	55.0	73.0	92228.0	338114.0
55	169077340.0	0.0	4294902800.0	74546.0	125794.0	135544.0	262122.0	262143.0	132972.0	34190.0	44119.0	99160.0	78.0	85.0	63172.0	25.0	26.0	61500.0	16.0	24.0	58836.0	338155.0
57	169085580.0	0.0	4294902800.0	72179.0	143982.0	164008.0	262122.0	262143.0	154080.0	50621.0	70562.0	105756.0	95.0	116.0	92864.0	42.0	43.0	32120.0	63.0	93.0	101132.0	338171.0
60	169104140.0	0.0	4294902800.0	74159.0	165302.0	168196.0	262122.0	262143.0	170892.0	62179.0	103758.0	114896.0	144.0	252.0	117804.0	54.0	97.0	102272.0	74.0	149.0	150052.0	338208.0
81	222826100.0	0.0	4294902800.0	84233.0	141756.0	137996.0	262122.0	262143.0	156652.0	37296.0	52075.0	107704.0	84.0	108.0	85876.0	31.0	31.0	39588.0	142.0	160.0	68552.0	445652.0
82	222833860.0	0.0	4294902800.0	84479.0	156358.0	149916.0	262122.0	262143.0	154508.0	58526.0	78144.0	102444.0	128.0	151.0	91936.0	62.0	75.0	81832.0	717.0	1043.0	112912.0	445668.0
83	222846160.0	0.0	4294902800.0	76119.0	131342.0	135992.0	262122.0	262143.0	146424.0	45811.0	63363.0	104976.0	78.0	98.0	87324.0	76.0	104.0	82568.0	23945.0	39966.0	132136.0	445692.0
85	222865140.0	0.0	4294902800.0	73539.0	120875.0	128608.0	262122.0	262143.0	128776.0	52398.0	70579.0	103120.0	112.0	157.0	94728.0	52.0	65.0	88396.0	78.0	100.0	87808.0	445730.0
87	231018180.0	0.0	4294902800.0	93478.0	166812.0	140672.0	262122.0	262143.0	153632.0	49565.0	63847.0	98232.0	109.0	137.0	93344.0	105.0	128.0	84300.0	23153.0	34583.0	113056.0	462036.0
88	234816690.0	0.0	4294902800.0	83745.0	134373.0	125600.0	262122.0	262143.0	139248.0	31933.0	39723.0	93964.0	94.0	102.0	79000.0	36.0	43.0	71444.0	56.0	62.0	70312.0	469633.0
92	241504240.0	0.0	4294902800.0	51193.0	84446.0	129352.0	174265.0	262143.0	133220.0	15898.0	21543.0	103656.0	890.0	1077.0	89640.0	3.0	2.0	7080.0	7.0	4.0	10276.0	483008.0
96	262599260.0	0.0	4294902800.0	81590.0	143006.0	133608.0	262122.0	262143.0	141040.0	51001.0	66419.0	99280.0	151.0	180.0	85656.0	60.0	78.0	80480.0	188.0	250.0	102952.0	525199.0
103	293291070.0	0.0	4294901800.0	83070.0	153522.0	146488.0	262122.0	262143.0	151984.0	43749.0	57119.0	99312.0	91.0	104.0	74288.0	38.0	39.0	43132.0	48.0	60.0	77172.0	586582.0
108	308884220.0	0.0	4294901800.0	89964.0	168109.0	147168.0	262122.0	262143.0	155140.0	54911.0	72464.0	99644.0	129.0	143.0	79840.0	50.0	55.0	77960.0	62.0	90.0	84744.0	617768.0
111	326552400.0	0.0	4294901800.0	81514.0	118633.0	108004.0	262122.0	262143.0	114024.0	28045.0	35604.0	96608.0	97.0	111.0	88604.0	61.0	47.0	37900.0	140.0	195.0	102396.0	653105.0
116	346649300.0	0.0	4294901800.0	85552.0	130125.0	113792.0	262122.0	262143.0	114496.0	57588.0	64582.0	83864.0	49.0	49.0	62852.0	28.0	34.0	49308.0	34.0	36.0	39524.0	693299.0
120	361327550.0	0.0	4294901800.0	73445.0	112733.0	116816.0	262122.0	262143.0	118220.0	23548.0	30364.0	97864.0	56.0	59.0	61568.0	20.0	20.0	51204.0	75.0	106.0	86936.0	722655.0
127	428277020.0	0.0	4294901800.0	66993.0	115207.0	137360.0	262122.0	262143.0	123764.0	37200.0	45831.0	92876.0	50.0	53.0	77360.0	35.0	40.0	60636.0	67.0	65.0	55728.0	856554.0
