HA_vRNA_100.0:150.0	0.0
HA_vRNA_100.0:200.0	0.0
HA_vRNA_100.0:225.0	0.0
HA_vRNA_125.0:100.0	10072.0
HA_vRNA_125.0:1087.0	9.0
HA_vRNA_125.0:125.0	29499.0
HA_vRNA_125.0:1487.0	0.0
HA_vRNA_125.0:150.0	155866.0
HA_vRNA_125.0:175.0	91410.0
HA_vRNA_125.0:200.0	38038.0
HA_vRNA_125.0:225.0	14010.0
HA_vRNA_125.0:250.0	15732.0
HA_vRNA_125.0:275.0	16390.0
HA_vRNA_125.0:300.0	16678.0
HA_vRNA_125.0:325.0	36629.0
HA_vRNA_125.0:350.0	18478.0
HA_vRNA_125.0:375.0	20919.0
HA_vRNA_125.0:400.0	44215.0
HA_vRNA_125.0:425.0	12824.0
HA_vRNA_125.0:450.0	7180.0
HA_vRNA_125.0:475.0	8889.0
HA_vRNA_125.0:481.0	10872.0
HA_vRNA_125.0:531.0	5977.0
HA_vRNA_125.0:581.0	2929.0
HA_vRNA_125.0:631.0	1375.0
HA_vRNA_125.0:681.0	355.0
HA_vRNA_125.0:731.0	168.0
HA_vRNA_125.0:75.0	6519.0
HA_vRNA_125.0:781.0	175.0
HA_vRNA_125.0:831.0	215.0
HA_vRNA_125.0:881.0	81.0
HA_vRNA_125.0:887.0	81.0
HA_vRNA_1287.0:125.0	0.0
HA_vRNA_1287.0:1487.0	0.0
HA_vRNA_150.0:100.0	6126.0
HA_vRNA_150.0:125.0	11925.0
HA_vRNA_150.0:150.0	18313.0
HA_vRNA_150.0:175.0	6500.0
HA_vRNA_150.0:200.0	5523.0
HA_vRNA_150.0:225.0	3420.0
HA_vRNA_150.0:250.0	1519.0
HA_vRNA_150.0:275.0	7464.0
HA_vRNA_150.0:300.0	2307.0
HA_vRNA_150.0:325.0	7389.0
HA_vRNA_150.0:350.0	4091.0
HA_vRNA_150.0:375.0	2606.0
HA_vRNA_150.0:400.0	1029.0
HA_vRNA_150.0:425.0	2496.0
HA_vRNA_150.0:450.0	850.0
HA_vRNA_150.0:475.0	965.0
HA_vRNA_150.0:481.0	657.0
HA_vRNA_150.0:531.0	681.0
HA_vRNA_150.0:581.0	127.0
HA_vRNA_150.0:631.0	28.0
HA_vRNA_150.0:731.0	86.0
HA_vRNA_150.0:75.0	5097.0
HA_vRNA_150.0:781.0	0.0
HA_vRNA_150.0:881.0	676.0
HA_vRNA_1587.0:481.0	0.0
HA_vRNA_175.0:100.0	6674.0
HA_vRNA_175.0:1087.0	90.0
HA_vRNA_175.0:125.0	9595.0
HA_vRNA_175.0:150.0	6972.0
HA_vRNA_175.0:175.0	4504.0
HA_vRNA_175.0:200.0	3174.0
HA_vRNA_175.0:225.0	2757.0
HA_vRNA_175.0:250.0	4871.0
HA_vRNA_175.0:275.0	11248.0
HA_vRNA_175.0:300.0	10867.0
HA_vRNA_175.0:325.0	22375.0
HA_vRNA_175.0:350.0	18918.0
HA_vRNA_175.0:375.0	8416.0
HA_vRNA_175.0:400.0	9684.0
HA_vRNA_175.0:425.0	4623.0
HA_vRNA_175.0:450.0	7239.0
HA_vRNA_175.0:475.0	2987.0
HA_vRNA_175.0:481.0	4180.0
HA_vRNA_175.0:531.0	1809.0
HA_vRNA_175.0:581.0	959.0
HA_vRNA_175.0:631.0	609.0
HA_vRNA_175.0:681.0	1263.0
HA_vRNA_175.0:731.0	138.0
HA_vRNA_175.0:75.0	35261.0
HA_vRNA_175.0:781.0	273.0
HA_vRNA_175.0:831.0	218.0
HA_vRNA_175.0:881.0	302.0
HA_vRNA_175.0:887.0	87.0
HA_vRNA_200.0:100.0	7180.0
HA_vRNA_200.0:1087.0	75.0
HA_vRNA_200.0:125.0	3054.0
HA_vRNA_200.0:150.0	13986.0
HA_vRNA_200.0:175.0	6764.0
HA_vRNA_200.0:200.0	6833.0
HA_vRNA_200.0:225.0	2908.0
HA_vRNA_200.0:250.0	8298.0
HA_vRNA_200.0:275.0	48991.0
HA_vRNA_200.0:300.0	7718.0
HA_vRNA_200.0:325.0	19862.0
HA_vRNA_200.0:350.0	12144.0
HA_vRNA_200.0:375.0	10885.0
HA_vRNA_200.0:400.0	5088.0
HA_vRNA_200.0:425.0	3339.0
HA_vRNA_200.0:450.0	6662.0
HA_vRNA_200.0:475.0	12114.0
HA_vRNA_200.0:481.0	2191.0
HA_vRNA_200.0:531.0	1765.0
HA_vRNA_200.0:581.0	7258.0
HA_vRNA_200.0:631.0	1461.0
HA_vRNA_200.0:681.0	365.0
HA_vRNA_200.0:731.0	144.0
HA_vRNA_200.0:75.0	237348.0
HA_vRNA_200.0:781.0	154.0
HA_vRNA_200.0:831.0	51.0
HA_vRNA_200.0:881.0	21.0
HA_vRNA_200.0:887.0	1.0
HA_vRNA_200.0:987.0	0.0
HA_vRNA_225.0:100.0	16705.0
HA_vRNA_225.0:1087.0	43.0
HA_vRNA_225.0:125.0	20499.0
HA_vRNA_225.0:150.0	15905.0
HA_vRNA_225.0:175.0	54287.0
HA_vRNA_225.0:200.0	6988.0
HA_vRNA_225.0:225.0	6958.0
HA_vRNA_225.0:250.0	19936.0
HA_vRNA_225.0:275.0	14135.0
HA_vRNA_225.0:300.0	12896.0
HA_vRNA_225.0:325.0	30873.0
HA_vRNA_225.0:350.0	10215.0
HA_vRNA_225.0:375.0	4253.0
HA_vRNA_225.0:400.0	74955.0
HA_vRNA_225.0:425.0	4004.0
HA_vRNA_225.0:450.0	19422.0
HA_vRNA_225.0:475.0	5620.0
HA_vRNA_225.0:481.0	4498.0
HA_vRNA_225.0:531.0	1909.0
HA_vRNA_225.0:581.0	904.0
HA_vRNA_225.0:631.0	415.0
HA_vRNA_225.0:681.0	420.0
HA_vRNA_225.0:731.0	258.0
HA_vRNA_225.0:75.0	108845.0
HA_vRNA_225.0:781.0	567.0
HA_vRNA_225.0:831.0	579.0
HA_vRNA_225.0:881.0	53.0
HA_vRNA_225.0:887.0	261.0
HA_vRNA_250.0:100.0	4868.0
HA_vRNA_250.0:125.0	3012.0
HA_vRNA_250.0:150.0	7231.0
HA_vRNA_250.0:175.0	2450.0
HA_vRNA_250.0:200.0	1250.0
HA_vRNA_250.0:225.0	2627.0
HA_vRNA_250.0:250.0	4902.0
HA_vRNA_250.0:275.0	2257.0
HA_vRNA_250.0:300.0	2225.0
HA_vRNA_250.0:325.0	2621.0
HA_vRNA_250.0:350.0	1569.0
HA_vRNA_250.0:375.0	51.0
HA_vRNA_250.0:400.0	649.0
HA_vRNA_250.0:425.0	493.0
HA_vRNA_250.0:450.0	301.0
HA_vRNA_250.0:475.0	123.0
HA_vRNA_250.0:481.0	249.0
HA_vRNA_250.0:531.0	181.0
HA_vRNA_250.0:581.0	48.0
HA_vRNA_250.0:631.0	0.0
HA_vRNA_250.0:681.0	287.0
HA_vRNA_250.0:731.0	52.0
HA_vRNA_250.0:75.0	27015.0
HA_vRNA_250.0:781.0	81.0
HA_vRNA_275.0:100.0	23208.0
HA_vRNA_275.0:125.0	11158.0
HA_vRNA_275.0:150.0	10435.0
HA_vRNA_275.0:175.0	10181.0
HA_vRNA_275.0:200.0	11911.0
HA_vRNA_275.0:225.0	2552.0
HA_vRNA_275.0:250.0	4547.0
HA_vRNA_275.0:275.0	57110.0
HA_vRNA_275.0:300.0	3426.0
HA_vRNA_275.0:325.0	15357.0
HA_vRNA_275.0:350.0	5007.0
HA_vRNA_275.0:375.0	2554.0
HA_vRNA_275.0:400.0	2472.0
HA_vRNA_275.0:425.0	698.0
HA_vRNA_275.0:450.0	3804.0
HA_vRNA_275.0:475.0	1804.0
HA_vRNA_275.0:481.0	910.0
HA_vRNA_275.0:531.0	940.0
HA_vRNA_275.0:581.0	136.0
HA_vRNA_275.0:631.0	429.0
HA_vRNA_275.0:681.0	233.0
HA_vRNA_275.0:731.0	86.0
HA_vRNA_275.0:75.0	43057.0
HA_vRNA_275.0:781.0	60.0
HA_vRNA_275.0:831.0	28.0
HA_vRNA_275.0:881.0	253.0
HA_vRNA_275.0:887.0	59.0
HA_vRNA_300.0:100.0	5282.0
HA_vRNA_300.0:1087.0	264.0
HA_vRNA_300.0:125.0	4368.0
HA_vRNA_300.0:150.0	10684.0
HA_vRNA_300.0:175.0	8570.0
HA_vRNA_300.0:200.0	4112.0
HA_vRNA_300.0:225.0	6940.0
HA_vRNA_300.0:250.0	3222.0
HA_vRNA_300.0:275.0	7211.0
HA_vRNA_300.0:300.0	1483.0
HA_vRNA_300.0:325.0	4618.0
HA_vRNA_300.0:350.0	2215.0
HA_vRNA_300.0:375.0	801.0
HA_vRNA_300.0:400.0	1017.0
HA_vRNA_300.0:425.0	855.0
HA_vRNA_300.0:450.0	3565.0
HA_vRNA_300.0:475.0	1084.0
HA_vRNA_300.0:481.0	878.0
HA_vRNA_300.0:531.0	326.0
HA_vRNA_300.0:581.0	1837.0
HA_vRNA_300.0:631.0	667.0
HA_vRNA_300.0:681.0	64.0
HA_vRNA_300.0:731.0	30.0
HA_vRNA_300.0:75.0	17971.0
HA_vRNA_300.0:781.0	143.0
HA_vRNA_300.0:831.0	52.0
HA_vRNA_300.0:881.0	1.0
HA_vRNA_300.0:987.0	0.0
HA_vRNA_325.0:100.0	17265.0
HA_vRNA_325.0:1087.0	128.0
HA_vRNA_325.0:125.0	11315.0
HA_vRNA_325.0:150.0	30688.0
HA_vRNA_325.0:175.0	23224.0
HA_vRNA_325.0:200.0	26138.0
HA_vRNA_325.0:225.0	20470.0
HA_vRNA_325.0:250.0	10573.0
HA_vRNA_325.0:275.0	10884.0
HA_vRNA_325.0:300.0	6474.0
HA_vRNA_325.0:325.0	6566.0
HA_vRNA_325.0:350.0	1946.0
HA_vRNA_325.0:375.0	1144.0
HA_vRNA_325.0:400.0	2045.0
HA_vRNA_325.0:425.0	2509.0
HA_vRNA_325.0:450.0	1768.0
HA_vRNA_325.0:475.0	1904.0
HA_vRNA_325.0:481.0	1039.0
HA_vRNA_325.0:531.0	655.0
HA_vRNA_325.0:581.0	1003.0
HA_vRNA_325.0:631.0	253.0
HA_vRNA_325.0:681.0	945.0
HA_vRNA_325.0:731.0	115.0
HA_vRNA_325.0:75.0	16733.0
HA_vRNA_325.0:831.0	311.0
HA_vRNA_325.0:881.0	32.0
HA_vRNA_325.0:887.0	183.0
HA_vRNA_350.0:100.0	6532.0
HA_vRNA_350.0:1087.0	0.0
HA_vRNA_350.0:125.0	5497.0
HA_vRNA_350.0:150.0	7510.0
