HA_vRNA_100.0:150.0	0.0
HA_vRNA_100.0:200.0	14.0
HA_vRNA_100.0:225.0	0.0
HA_vRNA_125.0:100.0	8195.0
HA_vRNA_125.0:1087.0	4.0
HA_vRNA_125.0:125.0	26679.0
HA_vRNA_125.0:1487.0	0.0
HA_vRNA_125.0:150.0	61946.0
HA_vRNA_125.0:175.0	56908.0
HA_vRNA_125.0:200.0	35569.0
HA_vRNA_125.0:225.0	14494.0
HA_vRNA_125.0:250.0	19984.0
HA_vRNA_125.0:275.0	86696.0
HA_vRNA_125.0:300.0	7581.0
HA_vRNA_125.0:325.0	65407.0
HA_vRNA_125.0:350.0	32737.0
HA_vRNA_125.0:375.0	18632.0
HA_vRNA_125.0:400.0	30326.0
HA_vRNA_125.0:425.0	16079.0
HA_vRNA_125.0:450.0	18022.0
HA_vRNA_125.0:475.0	6720.0
HA_vRNA_125.0:481.0	8294.0
HA_vRNA_125.0:531.0	4379.0
HA_vRNA_125.0:581.0	713.0
HA_vRNA_125.0:631.0	4178.0
HA_vRNA_125.0:681.0	1.0
HA_vRNA_125.0:731.0	0.0
HA_vRNA_125.0:75.0	3035.0
HA_vRNA_125.0:781.0	10.0
HA_vRNA_125.0:831.0	164.0
HA_vRNA_125.0:881.0	0.0
HA_vRNA_125.0:887.0	1.0
HA_vRNA_1287.0:125.0	1.0
HA_vRNA_1287.0:1487.0	46.0
HA_vRNA_150.0:100.0	20018.0
HA_vRNA_150.0:125.0	4031.0
HA_vRNA_150.0:150.0	13894.0
HA_vRNA_150.0:175.0	4207.0
HA_vRNA_150.0:200.0	2530.0
HA_vRNA_150.0:225.0	1178.0
HA_vRNA_150.0:250.0	1274.0
HA_vRNA_150.0:275.0	7174.0
HA_vRNA_150.0:300.0	476.0
HA_vRNA_150.0:325.0	435.0
HA_vRNA_150.0:350.0	2151.0
HA_vRNA_150.0:375.0	19.0
HA_vRNA_150.0:400.0	121.0
HA_vRNA_150.0:425.0	4704.0
HA_vRNA_150.0:450.0	4269.0
HA_vRNA_150.0:475.0	2156.0
HA_vRNA_150.0:481.0	53.0
HA_vRNA_150.0:531.0	7.0
HA_vRNA_150.0:581.0	0.0
HA_vRNA_150.0:631.0	0.0
HA_vRNA_150.0:731.0	0.0
HA_vRNA_150.0:75.0	2489.0
HA_vRNA_150.0:781.0	29.0
HA_vRNA_150.0:881.0	0.0
HA_vRNA_1587.0:481.0	1.0
HA_vRNA_175.0:100.0	7907.0
HA_vRNA_175.0:1087.0	6.0
HA_vRNA_175.0:125.0	5716.0
HA_vRNA_175.0:150.0	10913.0
HA_vRNA_175.0:175.0	10522.0
HA_vRNA_175.0:200.0	1489.0
HA_vRNA_175.0:225.0	5252.0
HA_vRNA_175.0:250.0	5618.0
HA_vRNA_175.0:275.0	15893.0
HA_vRNA_175.0:300.0	16436.0
HA_vRNA_175.0:325.0	25649.0
HA_vRNA_175.0:350.0	7339.0
HA_vRNA_175.0:375.0	8221.0
HA_vRNA_175.0:400.0	6011.0
HA_vRNA_175.0:425.0	9753.0
HA_vRNA_175.0:450.0	4132.0
HA_vRNA_175.0:475.0	8253.0
HA_vRNA_175.0:481.0	4831.0
HA_vRNA_175.0:531.0	313.0
HA_vRNA_175.0:581.0	5247.0
HA_vRNA_175.0:631.0	378.0
HA_vRNA_175.0:681.0	108.0
HA_vRNA_175.0:731.0	80.0
HA_vRNA_175.0:75.0	30021.0
HA_vRNA_175.0:781.0	73.0
HA_vRNA_175.0:831.0	33.0
HA_vRNA_175.0:881.0	1359.0
HA_vRNA_175.0:887.0	27.0
HA_vRNA_200.0:100.0	3874.0
HA_vRNA_200.0:1087.0	0.0
HA_vRNA_200.0:125.0	1944.0
HA_vRNA_200.0:150.0	4863.0
HA_vRNA_200.0:175.0	6834.0
HA_vRNA_200.0:200.0	6279.0
HA_vRNA_200.0:225.0	8297.0
HA_vRNA_200.0:250.0	10484.0
HA_vRNA_200.0:275.0	13963.0
HA_vRNA_200.0:300.0	1512.0
HA_vRNA_200.0:325.0	12544.0
HA_vRNA_200.0:350.0	29749.0
HA_vRNA_200.0:375.0	4152.0
HA_vRNA_200.0:400.0	4903.0
HA_vRNA_200.0:425.0	3540.0
HA_vRNA_200.0:450.0	2337.0
HA_vRNA_200.0:475.0	1347.0
HA_vRNA_200.0:481.0	1266.0
HA_vRNA_200.0:531.0	1745.0
HA_vRNA_200.0:581.0	280.0
HA_vRNA_200.0:631.0	50.0
HA_vRNA_200.0:681.0	275.0
HA_vRNA_200.0:731.0	62.0
HA_vRNA_200.0:75.0	247186.0
HA_vRNA_200.0:781.0	0.0
HA_vRNA_200.0:831.0	1.0
HA_vRNA_200.0:881.0	0.0
HA_vRNA_200.0:887.0	0.0
HA_vRNA_200.0:987.0	0.0
HA_vRNA_225.0:100.0	37803.0
HA_vRNA_225.0:1087.0	849.0
HA_vRNA_225.0:125.0	20563.0
HA_vRNA_225.0:150.0	25153.0
HA_vRNA_225.0:175.0	9822.0
HA_vRNA_225.0:200.0	10748.0
HA_vRNA_225.0:225.0	11889.0
HA_vRNA_225.0:250.0	11649.0
HA_vRNA_225.0:275.0	9524.0
HA_vRNA_225.0:300.0	5643.0
HA_vRNA_225.0:325.0	21333.0
HA_vRNA_225.0:350.0	6835.0
HA_vRNA_225.0:375.0	6492.0
HA_vRNA_225.0:400.0	4863.0
HA_vRNA_225.0:425.0	2091.0
HA_vRNA_225.0:450.0	9649.0
HA_vRNA_225.0:475.0	4169.0
HA_vRNA_225.0:481.0	895.0
HA_vRNA_225.0:531.0	1771.0
HA_vRNA_225.0:581.0	363.0
