6957	100
60	785	0	5	0	1
64	829	0	3	0	1
69	109	0	5	0	1
71	304	0	7	0	1
72	168	0	6	0	1
75	142	0	1	0	1
77	144	0	4	0	1
78	821	0	2	0	1
79	818	0	3	0	1
81	147	0	1	0	1
83	869	0	3	0	1
84	651	0	6	0	1
86	444	0	7	2	1
86	1000	0	5	0	1
87	112	0	3	0	1
87	151	0	6	0	1
91	1636	0	0	0	1
92	1454	0	2	0	1
93	1560	0	1	0	1
94	158	0	5	0	1
94	616	0	5	0	1
94	771	0	4	0	1
97	1378	0	5	0	1
101	843	0	3	0	1
102	166	0	4	0	1
104	770	0	2	0	1
106	821	0	7	0	1
110	1561	0	1	0	1
113	216	0	0	0	1
124	1552	0	0	0	1
128	1569	0	1	0	1
129	1389	0	1	0	1
129	1551	0	1	0	1
129	1577	0	0	0	1
160	1152	0	4	0	1
160	1155	0	3	0	1
160	1223	0	3	0	1
162	654	0	0	0	1
163	868	0	5	0	1
164	1158	0	7	0	1
165	672	0	2	0	1
167	1532	0	4	0	1
168	1161	0	6	0	1
169	248	0	6	0	1
172	1205	0	4	0	1
174	639	0	4	0	1
178	701	0	5	0	1
182	553	0	1	0	1
183	397	0	5	0	1
183	539	0	4	0	1
183	1458	0	1	0	1
184	555	0	5	0	1
184	648	0	1	0	1
185	648	0	1	0	1
186	1159	0	3	0	1
188	652	0	0	0	1
188	700	0	5	0	1
188	1133	0	3	0	1
189	653	0	10	0	1
189	665	0	4	0	1
189	670	0	6	0	1
189	1067	0	2	0	1
190	453	0	5	0	1
191	1595	0	2	0	1
197	1179	0	5	0	1
199	538	0	5	0	1
200	1181	0	7	0	1
202	620	0	10	0	1
205	244	0	0	0	1
206	532	0	6	0	1
207	246	0	2	0	1
209	757	0	4	0	1
217	1645	0	0	0	1
218	336	0	1	0	1
220	1652	0	0	0	1
225	1621	0	0	0	1
229	1631	0	0	0	1
239	1593	0	1	0	1
240	1517	0	0	0	1
243	292	0	1	0	1
245	1541	0	0	0	1
248	1616	0	1	0	1
249	305	0	8	0	1
250	1110	0	5	0	1
253	490	0	5	0	1
253	1530	0	2	0	1
254	506	0	5	0	1
256	520	0	2	0	1
257	510	0	4	0	1
257	867	0	7	0	1
258	515	0	0	0	1
259	516	0	3	0	1
260	438	0	2	0	1
260	786	0	4	0	1
260	1619	0	3	0	1
261	1328	0	7	0	1
262	508	0	4	0	1
263	478	0	7	0	1
263	880	0	2	0	1
263	1107	0	7	0	1
263	1650	0	1	0	1
264	534	0	3	0	1
264	1500	0	2	0	1
266	514	0	3	0	1
266	1043	0	2	0	1
266	1598	0	0	0	1
267	517	0	2	0	1
267	874	0	8	0	1
267	991	0	1	0	1
269	523	0	2	0	1
269	608	0	5	0	1
270	520	3	0	0	1
271	662	0	5	0	1
273	534	0	6	0	1
273	1558	0	2	0	1
273	1599	0	2	0	1
274	291	0	1	0	1
276	1721	0	0	0	1
278	1616	0	2	0	1
280	556	0	4	0	1
281	515	0	4	0	1
282	1601	0	1	0	1
283	786	0	4	0	1
284	1635	0	1	0	1
286	1637	0	1	0	1
288	1639	0	0	0	1
289	1538	0	1	0	1
292	1423	0	0	0	1
292	1508	0	0	0	1
293	1632	0	2	0	1
295	1517	0	0	0	1
295	1561	0	1	0	1
295	1572	0	0	0	1
295	1652	0	0	0	1
296	907	0	7	0	1
298	459	0	4	0	1
300	1583	0	0	0	1
300	1617	0	0	0	1
301	449	0	4	0	1
301	1156	0	0	0	1
301	1418	0	1	0	1
302	1157	0	7	0	1
303	1638	0	0	0	1
305	451	0	6	0	1
307	1244	0	4	0	1
308	325	0	4	0	1
310	1609	0	0	0	1
318	1471	0	1	0	1
322	338	0	5	0	1
322	1581	0	1	0	1
322	1594	0	0	0	1
325	1514	0	0	0	1
326	1515	0	1	0	1
326	1559	0	0	0	1
326	1621	0	4	0	1
329	1541	0	2	0	1
329	1544	0	1	0	1
332	1521	0	0	0	1
334	1530	0	2	0	1
334	1557	0	7	0	1
335	1521	0	0	0	1
336	1260	0	3	0	1
340	1538	0	1	0	1
341	1327	0	0	0	1
342	1570	0	1	0	1
344	1663	0	1	0	1
345	1543	0	0	0	1
345	1585	0	1	0	1
346	1636	0	2	0	1
347	1113	0	5	0	1
347	1484	0	1	0	1
349	1593	0	1	0	1
352	1493	0	4	0	1
353	1067	0	4	0	1
360	446	0	4	0	1
361	825	0	5	0	1
361	1543	0	0	0	1
362	1499	0	0	0	1
362	1518	0	1	0	1
362	1620	0	0	0	1
363	1430	0	5	0	1
367	1194	0	7	0	1
369	1508	0	0	0	1
370	1526	0	6	0	1
371	1495	0	1	0	1
372	560	5	5	0	1
372	1448	0	0	0	1
378	1637	6	0	0	1
379	399	0	4	0	1
380	1287	0	4	0	1
382	1509	0	0	0	1
383	1555	0	0	0	1
385	1448	0	0	0	1
388	436	0	6	0	1
393	668	0	5	0	1
394	1433	0	0	0	1
398	1509	0	0	0	1
401	1512	0	3	0	1
403	1423	0	0	0	1
405	1516	0	0	0	1
406	1414	0	0	0	1
407	432	0	0	0	1
409	1491	0	0	0	1
410	1555	0	0	0	1
