"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
66778.6,25105.2,57.9837,405.55,157.768,0.0126747
50565.9,25664.6,56.5853,386.11,153.6,0.0560822
76987.5,31288,45.7114,366.974,177.636,0.0740589
49430.1,23831.6,33.1298,379.553,177.78,0.0986638
83303.3,52314.7,115.278,448.075,277.43,0.156301
76499.5,55288.4,101.107,913.033,359.081,0.160847
54483.4,27807.6,136.101,351.07,178.138,0.204405
60774.8,39134.6,76811.3,11162.8,279.546,0.225956
49915.4,40083.3,97.609,276.545,158.127,0.228978
90391,35759.6,50.3198,352.127,273.973,0.26129
61303.1,37401.9,62.2268,461.506,230.992,0.279396
68441.6,60162.4,72.6396,374.227,356.017,0.28618
98075.7,59174.6,99.6881,681.659,368.058,0.295831
47210.2,18277.9,61.818,343.1,111.781,0.310532
73006.5,27963.3,53.2713,377.138,222.532,0.319123
56190.8,50463.4,103.084,562.662,286.945,0.342948
90922.3,58127.2,67.8954,610.645,325.286,0.361812
73108.8,46574.1,87.4031,627.09,339.273,0.376132
61455.8,29733.5,71.2117,434.305,218.904,0.420933
77814.1,48943.8,77.2772,442.938,323.326,0.425225
62180.9,29507.5,69.4263,268.849,239.937,0.430909
103483,52461.2,67.3849,475.146,343.742,0.441529
71231.9,49498.4,72.9965,295.173,267.547,0.448527
52037.7,44336.3,83.2332,461.628,310.777,0.473024
45365,22536.6,53.0641,414.475,187.584,0.479094
62832.1,33912.9,49.6984,312.238,198.945,0.504124
52208.5,33053.3,55.7568,196.119,196.66,0.507641
34917.1,18450.4,53.9444,408.383,141.154,0.524041
81222.9,58580.7,89.944,789.212,382.783,0.525073
78683.7,50114.5,2252.15,270.427,275.313,0.532782
57045.8,39527.6,67.2829,447.28,220.469,0.535609
85134.9,65959.1,123.053,535.857,375.633,0.536971
107166,68831.6,90.198,673.415,370.631,0.55659
55938.4,27179.1,58.1372,345.343,205.723,0.558317
82031.8,50624.2,116.389,531.947,320.244,0.562516
96161.7,76214.9,115.884,653.539,418.133,0.575396
72876.5,45423.5,70.2425,395.869,258.286,0.593255
81802.7,31373.1,69.6303,332.686,189.943,0.614679
45330.1,30063.1,60.7447,363.25,206.722,0.657477
57716.4,42963.4,80.4852,571.745,311.69,0.659709
122854,64209.7,142.937,844.257,445.938,0.666005
46638.9,29310.8,47.9379,330.189,123.705,0.697161
132116,52567.3,101.665,636.295,356.365,0.704834
107362,56574.3,104.249,748.207,371.395,0.746385
118141,53333.1,90.7568,425.043,400.448,0.758712
113278,71529.6,123.709,588.971,410.816,0.766069
94281.7,39835.3,51.8732,364.367,316.459,0.772131
92619.9,43254,61.1025,504.561,329.766,0.775167
72992,31717.8,55.1354,381.1,180.357,0.777903
93824.5,37702.9,48.1968,316.622,240.292,0.810251
67363.5,30682.9,81.2487,420.438,210.785,0.828869
71460.5,33514.8,94.2603,390.25,251.703,0.848289
78320.7,32910,68.6098,502.625,236.034,0.870142
62927,45792.7,80.1289,303.21,264.226,0.883587
119586,54864.8,81.2487,651.012,340.111,0.907853
56441.5,34146.8,44.0545,289.767,200.372,0.913296
60870.7,49619.1,110.07,791.946,283.986,0.922606
94143.7,54390.3,59.211,525.385,300.735,0.929374
94592.6,76375.5,344.136,697.325,516.597,0.94014
53918.7,24414.7,45.349,348.394,193.16,0.942702
84245.5,57768.1,85.5221,491.602,320.664,0.947116
45866.1,29668,65.8534,625.259,222.248,0.949246
61274.8,36646,89.0802,807.415,256.871,0.959201
52881.8,35895.6,87.8098,355.858,170.327,0.962459
82798.4,50561.4,153.124,770.698,341.019,0.965213
56305.1,27997.2,70.1915,228.626,208.718,0.970236
74121.4,47860.4,55.705,525.566,219.971,0.982513
89243.1,51765.6,291623,8119.07,301.789,0.991585
74587.7,68070.4,134.088,663.516,299.751,1.00193
76303.4,35002.5,73.5573,434.366,274.396,1.00517
91051.5,41029.4,57.7792,474.659,260.691,1.00691
48212.2,36138.8,58.9042,422.403,175.917,1.01383
57648.7,36213.9,3184.73,344.16,242.987,1.02348
66912.3,70405.9,68.916,408.937,350.998,1.06395
70649.6,36297.7,83.8946,410.106,237.525,1.10665
94813.4,65630.6,63.6062,574.67,413.647,1.11694
46869.8,29790.4,42.6047,389.2,184.866,1.1226
61222.5,28648.7,81.096,432.282,249.72,1.14893
74918.4,35926.1,71.0587,423.815,283.846,1.15165
78039.5,34337.9,79.2125,569.356,320.944,1.17234
75414.4,40958,65.4449,407.644,286.664,1.17694
45762.9,26235.3,78.4486,309.043,193.374,1.21473
38000.3,25260.6,75.6469,527.433,197.303,1.21856
109739,52206.4,107.844,515.858,294.759,1.22355
77775,51823.4,91.1631,475.511,321.154,1.22553
103144,58541,102.476,411.337,375.911,1.23267
26696.9,21930.5,57.8303,296.995,178.352,1.24952
54036.1,45054.1,73.3024,443.428,314.145,1.25062
117054,59238.2,68.865,664.747,439.411,1.26235
89295.6,46214.1,90.8583,488.084,367.293,1.28081
39294.5,17634.6,40.6372,259.309,122.622,1.30258
75512.8,44055,41.5692,622.718,265.145,1.30386
51887.5,27709,23.3968,337.678,128.54,1.32213
90458.1,41860.5,71.5177,595.691,224.808,1.3275
46575.1,30241.7,48.9217,264.239,192.088,1.33088
51334.1,25030.7,95.7827,240.5,214.204,1.33525
77623.1,36288.8,47.0059,469.243,256.942,1.36024
62181.5,29366.5,64.3724,694.435,216.626,1.36345
115654,58646.5,154.126,645.307,381.465,1.39441
71383.7,36930.5,189.27,511.39,248.303,1.41059
122352,60657.1,68.5588,586.65,396.989,1.41246
48559.9,28603.9,56.1192,339.735,252.058,1.42496
74361.4,55771.9,138.213,609.341,396.573,1.42666
52914.4,29760.6,76.8187,391.548,136.183,1.46613
55768.3,33117.8,95.0723,385.43,247.099,1.47236
41944.3,23383.6,25.7264,340.732,83.0074,1.48374
49905,45544.3,51.0447,580.872,204.653,1.49165
70961.9,40797.9,67.487,409.491,229.997,1.49201
78723.7,74031.1,148.008,707.327,509.738,1.49796
38043.4,24166.1,25.9852,401.852,155.9,1.52215
107911,64377.5,304.199,414.413,365.972,1.52388
60343.4,38605.1,50.9929,308.416,208.219,1.55943
62644.7,43683.1,44.7794,348.58,281.59,1.56885
39012.6,21929,51.6143,341.792,125.437,1.58686
89278.4,30678.5,56.5335,459.92,235.111,1.593
132857,55849.7,120.984,465.406,416.477,1.60447
74375.3,40085.7,84.861,370.695,312.04,1.60516
33285.9,20902.4,55.1872,371.562,132.868,1.61402
65756.9,31239.6,57.4656,402.777,256.517,1.64587
80342.7,35328.1,37.7895,383.451,160.425,1.64712
100178,58438.2,86.5898,619.584,395.881,1.64989
69037,36933.8,75.4431,389.385,303.827,1.69501
60251.2,32855.5,58.3417,372.988,169.467,1.69856
97183,64080.1,71.6707,587.424,366.041,1.73241
110851,67048.5,113.862,667.619,498.788,1.76494
96185.6,41657,71.4157,545.347,299.048,1.82256
60739.3,32831.9,109.26,633.347,300.313,1.83114
69237.9,43662.6,44.8312,366.167,255.173,1.84035
94087.6,45818.7,90.198,177.426,282.647,1.84751
49678.5,27593.3,64.9853,414.721,227.297,1.89092
29158,29670.7,43.6403,551.944,212.922,1.90779
57501.8,34732.5,88.318,412.568,210.072,1.91063
87279.4,38896.7,93.6004,919.991,259.701,1.91437
43940.3,38709.8,48.8182,611.889,238.163,1.93073
107434,72797.8,136.201,736.341,396.712,1.97419
88123.7,35369.2,303.133,564.814,258.286,1.97957
90485.4,43097.9,21.5331,289.642,278.558,2.01348
49205.9,29755.9,26.5547,457.846,154.679,2.01493
51535.9,36019,95.4783,480.191,249.154,2.01918
46465.8,20317.3,69.8854,261.711,149.502,2.02481
77306.5,37743.7,75.7488,405.426,205.081,2.03803
85372,63321.7,94.6155,494.693,289.621,2.04929
81523.1,54218.9,146.201,709.129,350.371,2.11183
64250.8,55870.9,53.9444,322.065,311.479,2.11593
45757.3,32924.9,66.415,619.761,210.286,2.12039
50341.3,25884.1,56.171,446.73,190.158,2.13272
50947.9,34481.6,50.8376,634.88,153.672,2.15204
42870.7,33036.9,41.2067,273.139,207.934,2.16035
72297.6,42062.7,44.9865,293.477,248.445,2.16823
38744.4,38877,68.2016,547.987,217.338,2.17836
45670.9,18593.6,35.8738,311.173,122.549,2.18869
45661.6,30637.9,73.5063,532.85,276.583,2.20113
82183.1,48916.6,55.8603,398.769,237.454,2.21967
100339,75483.8,490.028,481.649,403.008,2.22157
29979.8,32837.7,64.9342,369.641,216.626,2.22486
77218.3,57850.3,116.894,547.807,309.163,2.23119
74301.5,34384.6,11.2835,321.127,198.088,2.25084
