"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
78345.9,46961.6,79.467,334.746,332.703,0.00257114
105098,46963.9,57.3102,585.28,335.849,0.00715044
130876,84164.5,72.2826,674,441.06,0.0100371
49451.2,24450.1,57.9316,363.374,184.794,0.0142071
59320.1,32059.9,38.9286,236.566,190.944,0.0154153
89206.5,51895.7,71.2117,332.624,329.905,0.0156758
54952.2,38009.6,57.1031,379.615,249.437,0.0176929
98794,51265.9,66.9766,402.715,316.459,0.0325506
69486.5,39549.9,46.3328,261.143,241.214,0.0386587
90825.6,39098.3,53.0641,323.128,268.395,0.0434013
79530.6,31548.9,52.8052,461.14,229.926,0.0491829
47883.8,40756.6,68.814,294.482,233.833,0.0601605
111201,60436.5,85.1152,456.931,374.244,0.0604301
74310.3,30427.4,47.3683,323.503,224.524,0.0667325
59251.8,36845.4,46.7988,314.744,147.56,0.0717677
73778.4,32403.5,28.4185,324.066,240.788,0.0730558
29065.3,18706.6,86.7931,321.065,171.331,0.0774015
49864.9,29695.2,46.0739,442.143,193.874,0.0823759
66987.1,32916.1,72.1297,386.852,188.371,0.0845947
54465.1,34292.8,45.0901,389.077,211.284,0.0899451
92098,61868.2,417.048,597.711,398.719,0.0920319
106618,61715.3,63.7595,395.129,305.372,0.10862
86262,48769.9,49.802,295.362,231.844,0.115633
57154.4,33942.5,20.6013,186.588,217.266,0.13002
100180,37760.6,70.3956,345.405,273.761,0.151647
44061,24193.2,32.8709,312.489,98.7504,0.153087
107100,43307.6,35.0972,279.065,233.478,0.170362
64124.2,35434,48.5075,323.316,232.555,0.171411
112601,42982.3,67.487,342.54,287.79,0.190889
100017,44433.3,528.523,249.881,326.686,0.202835
55734.4,45044.9,102.222,297.435,217.694,0.206503
108389,49863,91.5186,582.421,348.209,0.207409
81075.3,41801.8,60.2335,270.994,252.058,0.23113
76435.1,44078.5,63.5041,375.652,260.408,0.233963
90044.8,49857.2,80.7397,281.774,251.279,0.236109
90692.2,35352.4,54.1515,435.898,279.334,0.255401
48415.6,38674.2,40.3783,265.502,224.666,0.257173
124523,67287.6,43.0707,91.9915,317.23,0.257388
