"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
87634.7,85452.9,23503.8,3241.9,356.435,0.000668132
116157,69413.3,334.716,764.485,346.115,0.00278433
66989.6,31204.6,397.518,482.56,214.204,0.00775183
58422.3,37810.1,5877.05,4499.25,865.957,0.00869607
54398.1,32148,85.2169,514.168,191.087,0.047954
72767.8,48103.1,3985.24,931.858,805.348,0.0542278
83300.5,101951,710.835,534.835,456.23,0.0582296
100915,47606.7,539.701,599.077,392.003,0.0754851
44646.2,25225.7,375.608,757.837,175.344,0.091981
94659.3,48983.2,222.566,565.711,317.861,0.101592
103509,47305.3,556.119,711.366,329.416,0.133671
94364.4,46401.2,783.613,397.782,360.335,0.136946
61994.6,44331.9,163.938,718.697,312.111,0.138885
81572.6,53602.9,7985.25,4388.04,282.718,0.142493
83192.6,42423.6,21247.8,5169.98,300.735,0.144078
95086,67481.8,29240.4,3876.97,368.684,0.147226
84086.9,32706.1,5824,4954.21,69968.2,0.149621
111129,61031.4,1748.05,626.854,465.066,0.166857
61806.9,51839.9,23449,3195.74,231.134,0.172589
75975,43896.9,401.924,1108.92,288.706,0.208388
81586.5,38656.7,65.3428,560.209,194.231,0.210907
63617.5,33415.5,215.254,330.127,220.398,0.211002
81236.1,39646.4,15443.5,4057.95,264.862,0.215194
52442.7,25984,492.622,430.013,199.302,0.228133
47237.8,24558.1,306.718,540.304,213.706,0.232891
67035.8,50331.8,14946.9,3990.29,266.064,0.233649
77173.5,57091.2,24311.1,7103.53,350.998,0.237006
68842.9,57469.3,147.105,354.552,332.703,0.247077
90940.6,42708.4,1153.99,2558.43,301.578,0.255675
84797.6,43939.5,190.265,898.557,255.88,0.25755
129293,52219.1,124.465,760.26,357.897,0.266719
64641.7,59320.9,145.147,572.82,399.757,0.267437
82267.5,32875.7,258.702,491.48,264.579,0.281463
62812.5,33000.1,12177.1,3724.39,201.728,0.284593
89176.9,60510,26604,3596.96,329.346,0.287981
67536.1,35668,6852.01,6111.1,260.691,0.294626
81432,44619,194.042,605.784,539.358,0.306186
56907.6,29379.3,132.326,530.985,252.624,0.309648
47276.2,30872,15693.1,5989.2,210.215,0.314949
94353.8,53646,25607.8,4516.15,315.407,0.317721
69388.1,33213.2,6177.62,5581.02,242.703,0.318171
80845,52453.3,151.369,1012,363.328,0.322121
94080.3,45898.7,177.369,467.721,271.784,0.327812
68052.4,27202.1,297.313,467.295,210.5,0.352671
64926.4,35982.2,507.271,312.99,131.065,0.364365
62069.1,37136.7,62.0224,414.598,220.256,0.380722
79076.2,40501.3,86.3356,314.118,237.667,0.383567
97430.3,42686.7,92.1788,472.652,235.111,0.392368
48455.9,31047.5,6470.19,4377.23,181.717,0.392741
79177.6,58374.7,17072.3,3398.59,331.374,0.396307
58261.4,45411.7,16738.6,6496.79,280.11,0.400514
96450.4,57754.3,29310.6,5565.99,287.579,0.40196
85947.5,65963,22254.2,4466.57,390.964,0.410842
107803,50604.8,290.658,461.384,322.625,0.423906
48241.7,33063.4,11617.4,4509.62,174.699,0.430341
33900.4,18998.9,94.3618,328.94,111.564,0.433334
51043.7,35809,10547.9,4087.03,207.934,0.434615
95243.6,37897,148.61,536.758,365.972,0.435803
43299.8,39898,7000.2,1323.89,255.102,0.437778
63314.7,45691,2789.17,7564.08,2458.11,0.44004
113315,58860.6,499.283,971.495,433.909,0.440761
79479.2,33860.6,210.307,525.144,293.211,0.443929
82431.2,40056.5,140.827,356.666,298.837,0.448221
41011.1,23349.2,55.0836,487.72,129.767,0.456966
104686,65766,428.966,794.058,368.406,0.462337
63399.5,29980.5,3809.34,6191.37,211.64,0.484561
89888.6,67610.2,16573.1,4336.29,366.111,0.490852
57789.2,33480.8,92.7881,1192.67,522.16,0.492957
121652,59681.9,250.763,691.988,561.964,0.496406
69612,58354.2,17307.9,8326.21,2059.8,0.50152
67347.7,33246.1,43.4332,229.389,180.5,0.524647
62423.3,38690.3,12457.2,2584.84,203.869,0.538341
91775.3,60416.6,14762.3,6158.5,326.406,0.546978
107377,45681.6,147.607,482.439,282.718,0.551661
77611,48553.9,19526,4590.02,268.466,0.554331
137887,84998.4,412.469,2870.75,598.356,0.55673
62851.4,26549.5,345,250.071,162.723,0.561591
73148.9,47613.9,17901.9,9574.86,255.102,0.572145
81852.4,35637,598.11,251.78,189.372,0.580347
83715.4,30843,403.297,402.838,148.711,0.591105
89243.4,44889.3,308.171,582.54,303.265,0.60771
67584.1,31477.7,99.4346,586.59,289.551,0.609046
51079.2,19369.8,709.666,329.127,166.096,0.612409
26167.4,36597.9,11482,3490.16,162.364,0.616749
63010,28121.9,7253.08,5643.33,213.065,0.622163
43965.1,25862.9,821.269,620.767,221.038,0.622552
61556.9,28758.3,137.861,174.027,163.297,0.623304
60184.9,34611.2,2133.14,1077.36,200.301,0.626914
48315.4,17316,166.637,346.277,142.306,0.631875
76990.9,46214.8,58.2394,668.732,242.633,0.632859
101297,66504,2272.22,793.747,16681.5,0.638388
46577.5,30482.9,2808.02,1480.51,1125.83,0.643072
52944.5,25169.3,18188.3,4145.99,125.365,0.644145
65573.8,24420.2,137.509,479.887,199.516,0.646263
80511.1,45138.2,161.186,487.053,317.09,0.65199
75974.5,44375.7,174.377,666.857,304.248,0.666101
37220.5,24746.5,220.69,352.189,175.917,0.668205
114099,63042.9,176.771,549.906,393.388,0.669085
57614.9,70536.7,33476,5786.73,317.721,0.669729
75255.4,81478,401.071,992.433,446.693,0.673551
71812.3,40976.3,616.524,1243.8,205.367,0.681408
58551.8,30934.6,121.842,270.49,267.759,0.694076
98586.5,55575,7168.07,3564.22,394.289,0.700364
77579.4,33106.3,67.5381,331.188,248.162,0.714865
52592.9,26327.1,145.9,350.136,185.224,0.718257
133208,76824.6,8231.98,3706.56,397.127,0.727309
45310.5,25789.5,830.233,945.837,173.696,0.728864
58115.2,25728,245.069,462.969,211.64,0.735436
77645.4,72991.4,11225.7,4510.43,297.29,0.741352
120502,50467.8,116.137,676.574,367.989,0.74462
87468.3,41053.7,72.2826,492.693,293,0.764635
77432.8,55569.9,26677.6,4152.82,301.719,0.766537
