"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
125440,79941,51.0965,446.424,469.788,0.00240473
53961.9,37705.2,48.7146,355.361,192.016,0.0130577
73258.3,51829.3,41.2585,249.564,255.526,0.0147972
84025.7,50448.3,94.6663,525.927,345.208,0.020135
59629.2,34819.4,19.9283,298.126,187.083,0.0268852
51954.8,62123.2,49.6466,476.18,225.093,0.0270312
27775.3,31127.1,67.6402,246.713,187.799,0.0298905
82083.5,67079.7,85.9797,617.928,268.889,0.0314498
93992.9,44070.3,33.7511,340.982,264.509,0.0425733
58732.7,37173.4,42.8636,429.768,248.445,0.0528136
77593.6,48303.3,60.9491,324.879,265.922,0.070961
122859,65821,103.286,639.831,401.97,0.0730425
34418.8,40746.8,71.6197,382.09,257.791,0.0769687
37953.1,48342.6,52.9088,511.753,237.95,0.0772294
75650.8,37093.5,91.9249,494.511,260.479,0.0827675
51805.2,30021.4,34.6312,218.193,186.583,0.0864406
74813.4,37838.4,58.5974,450.153,249.012,0.0928022
99272.6,71694.3,124804,12254.9,362.005,0.0938991
89679.1,50654.7,82.9789,363.436,281.52,0.0983593
68720.1,57496,94.3618,343.1,388.954,0.100008
109705,60662.9,77.9903,573.834,428.058,0.103242
70635.7,42650.2,32.9745,388.335,236.176,0.106472
52627.9,33546.6,55.8603,391.177,216.198,0.118061
99643.8,57043.8,91.5694,443.672,330.395,0.122278
48407.9,22486.3,55.1872,262.217,159.348,0.135066
62665.3,25743.5,22.672,355.174,218.832,0.135497
58347.4,25604.1,76.0545,427.069,208.361,0.136096
85471.6,43565.4,95.732,313.303,276.019,0.138874
93016.5,65064.7,322.864,410.537,350.65,0.14025
108290,49143.7,40.3783,679.029,334.521,0.144406
66324.1,45359,88.5213,464.919,287.157,0.14823
116386,67383.6,66.0576,510.303,368.893,0.153659
95507.9,41194.6,39.9123,294.419,249.862,0.162364
87434.6,40245.3,21.4813,372.864,276.231,0.163267
70702.3,45686.4,85.9288,504.319,216.27,0.167228
104974,46946.6,271544,8336.71,280.18,0.188032
92761.3,65580.8,68.865,482.257,333.682,0.192418
108012,50202.1,45.5561,368.276,247.311,0.201133
83355.5,46864.5,64.0149,244.939,242.278,0.201221
78357.5,44954.4,45.1418,369.082,287.931,0.20787
70735.2,33620.1,112.649,370.137,271.431,0.215193
47824.8,22653.6,42.1905,334.871,155.182,0.219152
52252.3,30020.5,52.1321,306.284,175.416,0.230134
35313.4,30297.5,34.0617,202.188,141.514,0.238083
33090.6,23689,42.6047,249.691,96.3586,0.245647
19068.5,20382.2,28.7291,373.422,144.682,0.246738
52363.6,31965.7,25.7264,359.897,167.459,0.265197
34778.8,42221,23.8109,281.711,232.2,0.27299
49889.9,31024.2,36.3398,321.315,237.808,0.289242
44865.3,34652.7,89.8424,286.999,210.428,0.302545
92594.4,64345.2,84.3015,534.293,344.231,0.304992
62027.1,36826.3,39.9641,352.998,225.164,0.307466
58378.3,32754.9,35.7185,170.24,183.22,0.308716
56773.1,49993.9,36.288,363.126,258.215,0.309745
86626.9,32807.5,53.9444,237.264,168.391,0.312088
96624.4,47012.1,74.3219,487.538,304.599,0.313533
120146,67971,67.436,514.832,366.459,0.315168
53902,28997,39.6535,424.368,153.457,0.315465
59700.1,56225.2,49.2324,385.368,357.688,0.317881
85080.4,55559.7,74.1689,428.173,311.62,0.321039
86922.7,43763.3,52.7017,643.953,299.962,0.321375
94476.3,50621.4,54.8247,226.592,278.911,0.325411
50549.5,45048.7,958.204,255.072,267.9,0.32588
100984,59846.2,51.6661,445.446,302.141,0.330308
57244.7,34103.6,59.3644,236.122,197.517,0.332494
69548.8,42928,101.564,242.339,210.856,0.359688
47680.4,36541.1,46.9541,358.841,171.402,0.361753
93659.1,46555.8,75.9526,349.95,331.794,0.369266
85201.6,41925.7,81.096,477.396,259.913,0.374596
66315.5,27171,11.6459,277.931,154.391,0.377845
60572.8,32573.8,39.9123,255.578,154.75,0.378848
99663.6,61019.3,53.8926,243.925,277.712,0.381661
61909.4,31348.7,29.8163,223.221,171.116,0.382541
52652,23816.4,22.3096,238.026,160.354,0.383948
91020.3,44203.4,43.8992,351.816,277.853,0.384956
89605.7,53923.2,64.781,390.25,296.025,0.388279
89551.7,68310.8,60.7958,359.152,358.176,0.389275
55138.2,24270.7,61.4602,330.689,157.481,0.390269
93421.6,38919.2,46.9023,363.747,268.395,0.392418
90468.9,49453.2,33.2851,320.564,290.959,0.396537
88205.3,78553.8,110.019,512.115,460.478,0.398323
35315.8,40246.3,29.4539,186.076,223.884,0.412115
55229.2,40279.2,53.4784,418.84,280.251,0.414394
84672.3,26995.5,34.6312,301.077,196.16,0.416105
53979.5,40293,32.7674,235.106,222.177,0.417744
81297.9,46944.3,79.2125,500.628,335.22,0.4185
86271.2,52835.3,110.323,679.497,385.627,0.420704
103755,60281.1,148.46,407.213,265.004,0.422281
64523.4,39111.3,50.1127,318.875,253.474,0.422977
68820.3,41488.1,82.2665,564.276,253.261,0.424834
117576,51422.2,103.59,684.929,366.598,0.42798
51970.3,25145.7,69241,9384.93,120.383,0.430748
85314.2,35581.4,436.814,513.987,264.509,0.434783
52494.8,26371.3,46.9541,290.773,173.624,0.446363
81864.5,34885.4,55.5496,354.925,267.547,0.454807
72129.4,38019.5,62.6866,461.018,222.319,0.456482
43798.1,22819.8,36.288,333.123,201.728,0.460787
51311.2,30575.3,30.9553,499.296,170.829,0.461986
92082.6,39176.8,52.857,355.112,287.79,0.468099
128039,53776.4,84.3015,596.404,537.735,0.46991
78459.4,50120.9,18.9447,248.107,264.085,0.470402
78123.3,55001.4,53.5302,447.769,309.865,0.472443
81244.4,35402.1,37.3753,359.835,219.188,0.473361
97760.5,67803.9,43.8992,398.214,398.027,0.474591
131119,83632.2,77.8375,667.912,469.72,0.477152
29975.6,27979.2,25.7782,416.812,177.708,0.477968
111353,68789.7,259.045,475.693,356.853,0.482255
77859.2,55020.4,108.046,360.518,322.765,0.48733
97103.2,55300.6,45.1936,347.522,300.103,0.49
71163.5,47664,46.747,336.181,319.052,0.495672
81424.9,61905.4,231.295,857.491,401.901,0.498052
25653.1,29505.8,75.0863,274.275,194.731,0.514791
80899.2,39347.7,57.7763,375.714,251.137,0.518448
56593.7,25819.5,18.3235,144.571,163.728,0.521229
39703.6,24321.3,24.9498,177.298,120.961,0.521269
132267,61453.5,104.046,614.968,376.119,0.531108
99038.2,62178.2,71.5177,370.261,335.5,0.539003
112538,77822.2,49.4913,464.797,391.726,0.541932
33010.9,21715.3,22.9308,306.221,117.42,0.544973
85681.6,52786.8,91.0107,513.444,289.48,0.546729
80837.3,45238.8,51.5625,367.532,284.762,0.548289
74273.7,44504.6,44.5205,347.958,266.134,0.554068
32640.1,26802.2,77.0734,256.59,125.87,0.574984
89564.6,36977,67.5381,428.848,285.184,0.585512
97328.4,57062.8,69.3242,475.572,349.813,0.589105
61311.2,46879.4,22.5167,327.628,263.661,0.59037
47288.5,51170,67.9974,694.028,355.32,0.591429
82345.5,27689.5,55.2389,393.215,252.978,0.593008
35608.8,41930.2,126.785,245.509,224.097,0.595204
110024,73397,72.1806,476.848,393.735,0.597309
55077.7,24170.1,85.1152,360.394,124.643,0.597512
30901.6,26763.3,49.5949,446.608,156.906,0.599645
120163,56169.7,74.3728,435.652,358.455,0.601562
71331.2,37473.5,67.7933,439.633,261.186,0.60216
68831.6,47034.8,52.0285,486.203,226.017,0.603435
73344.4,44743.2,36.4951,345.467,247.382,0.608978
104969,91318.8,166.737,1083.39,1036.51,0.612694
54110.2,32320,56.6888,477.396,192.302,0.623007
75970.4,34512.4,49.0771,426.455,213.991,0.624739
34821.8,21108.3,74.1689,337.241,219.117,0.627483
36929.6,20085.3,33.1816,236.756,157.122,0.628985
75361.3,45607,65.2406,360.145,239.228,0.636746
67270.1,40423.1,96277.4,233.01,294.688,0.659573
100183,57758.3,37.4789,319.563,304.74,0.661097
75640.9,44485.5,55.4461,331.188,235.892,0.662744
61679.2,29840.8,167.736,247.474,181.574,0.666202
71548.5,37790,73.8121,241.642,203.797,0.669537
73664.9,44265.8,59.9779,225.066,304.038,0.670126
55609.2,48440.3,32.5085,497.48,315.056,0.674549
99870.4,52692.7,51.8732,495.723,339.832,0.674977
77698.8,32914.7,81.096,456.32,239.157,0.677038
112143,69082.5,59.7734,264.618,352.532,0.678053
61324.3,35153.9,43.1225,392.597,222.675,0.68101
132641,61334.6,66.5171,587.186,387.221,0.683884
72460.9,34110.9,45.1418,474.842,286.03,0.684036
97249.5,67926.8,89.3851,310.672,396.989,0.687075
86221.5,40493.5,54.8247,462.603,244.901,0.689464
76015,43507.8,44.2616,423.14,290.044,0.692581
77298.2,47973.8,42.3458,445.813,275.384,0.694818
124072,67612.4,93.245,434.979,425.509,0.695659
65460.4,33758.9,67.436,413.675,237.241,0.708151
103185,61921.5,94.8693,555.24,326.406,0.719187
47698.3,24390.2,45.4007,327.316,137.048,0.719359
57665,29819.8,42.3976,172.808,177.493,0.725524
89520,46619.9,83.6911,563.499,240.15,0.72769
79457.8,34635.2,17.1847,297.937,237.808,0.743968
59812.8,24405.9,14.5964,418.778,165.091,0.750971
27313.4,33452.1,31.9908,226.655,143.026,0.75155
72779.1,43214.7,27.7455,210.546,270.584,0.751567
86129.9,47514,42.6565,329.377,200.729,0.758777
84905.8,53388.5,67.2318,449.053,266.629,0.759136
93121.1,50392.4,54.8765,394.388,293.985,0.76234
90368.2,46053.9,24.2251,242.593,224.595,0.76239
32266.6,53867.3,23.3968,245.446,174.341,0.763135
71104.4,49447.8,103.945,512.236,243.058,0.764514
119222,70865.6,63.9127,412.26,486.864,0.765527
55735.3,29254.6,51.7178,247.41,187.584,0.788872
94922.6,36281.8,50.5787,598.246,175.272,0.795007
106045,70748,40.9996,304.904,327.596,0.802869
43186.3,20443.4,2078.72,776.414,174.054,0.808598
66286.7,33807.7,8.95423,501.717,187.226,0.812315
44366.1,45141.6,38.2555,263.102,230.566,0.812494
79555.2,39307.1,55.8603,407.089,315.477,0.813211
63610.7,33723.4,96.9496,433.569,269.031,0.834699
89251.8,61895.6,72.6396,302.52,356.783,0.839846
77907.6,37979.9,477.918,475.997,258.286,0.842221
102516,63242.2,92.7373,425.227,363.328,0.850238
39631.9,22969.4,23.8109,232.502,109.25,0.852596
70355.1,36742,62.6866,312.928,230.637,0.856573
87716.1,47575.4,77.5319,457.175,294.336,0.861502
46748.1,29152.8,39.4981,242.086,150.437,0.865798
59631.9,31492.9,47.213,363.002,181.073,0.869997
58384.4,41143,83.335,488.994,262.883,0.874284
113193,50371.3,42.9154,443.733,312.602,0.882363
102180,55775.5,84.4032,632.344,406.464,0.894188
