"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
39683.2,22411.6,86276.7,3209.1,148.495,0.00765786
72295.1,51081.9,2432.05,698.132,349.046,0.0104842
56499.1,38957.7,738.163,459.005,296.095,0.0264483
68712.3,31078.8,59.5178,657.297,213.777,0.028813
68805.6,66524.6,151653,3308.44,345.418,0.0289215
90358.5,72464.9,55485.6,8600.38,324.936,0.0290372
58604,39606.1,48217.1,5165.2,192.945,0.0493246
88569,69005,1276.4,827.545,358.037,0.054503
40874.8,23720.7,28233.4,3308.5,225.59,0.0569361
98212.4,68391.5,3079.31,746.903,487.955,0.060786
76288.5,40888.5,8771.05,912.722,327.456,0.0728552
115208,64206.7,45464.6,5379.04,406.948,0.0942318
49192.9,59414.7,120215,8396.97,367.711,0.118324
89660.6,56292.6,52871.9,2212.69,279.687,0.120129
52781,32775.4,71727.7,3945.87,183.006,0.218287
72917.7,53178.2,912.023,466.99,273.337,0.222097
71198.5,44662,69089.9,5948.94,296.939,0.224405
79308.9,42715.7,114.014,464.98,343.114,0.259527
84644.6,43586.1,98215.9,8971.47,283.352,0.291041
70812,32119.4,1423.28,541.445,236.531,0.32229
82653.4,44963,7346.8,2803.34,552.055,0.329808
133752,70596.6,300.903,738.516,485.704,0.339999
67867.1,38559.1,186.485,500.083,305.091,0.358821
67043.6,43700.7,13872,5678.31,234.685,0.361975
92183.1,62377.5,748.588,7380.31,456.298,0.416633
31012.6,20980.2,80.5361,365.733,198.445,0.419974
79466.5,58859.1,257.086,814.312,406.879,0.432566
54759.4,28958.5,86503.4,2511.9,228.221,0.464926
51876.9,40032.5,426.613,363.312,314.215,0.507159
57394,59257.6,44009,10113.4,353.299,0.514083
69849,46533.1,52987.1,679.731,278.488,0.557845
39431.5,33102.9,55085,4671.65,178.782,0.566667
69354.3,37349.2,10295.4,952.422,3412.01,0.579124
62689.5,50853.8,645.217,397.227,252.907,0.587045
92035.2,37709.2,150.968,312.865,270.231,0.589266
65399.2,34988.1,55646.5,3355.28,194.874,0.590446
105677,55785.1,653.742,700.555,394.012,0.612261
38168.8,37836.3,711.078,686.038,232.342,0.615162
108985,65516.4,1864.82,935.337,382.783,0.618455
40797.2,34155.3,76289.8,2791.04,210.856,0.629269
110728,56284.9,208.475,444.345,338.924,0.642453
79224.3,33216.2,108.046,375.776,267.759,0.643614
87754.3,48926.1,192.104,455.283,366.737,0.683946
59920.2,64503.9,152325,3303.9,322.906,0.688168
53407.3,22902.8,970.042,396.733,169.897,0.706911
92012.4,42466.6,151.219,563.32,229.429,0.70813
53483.2,31983.3,1155.5,572.402,261.115,0.721502
59617.1,23312.2,177.968,468.086,184.651,0.744021
39507.1,22507.7,289.491,386.295,148.207,0.757366
67947.5,44722.5,942.324,595.037,204.368,0.768765
94428.2,41636.5,208.326,534.654,267.689,0.774721
106815,46960.9,489.472,572.879,288.847,0.782118
36533.8,21611.2,4796.53,2200.64,793.102,0.7969
68206.7,52729.6,76711.4,4854.81,381.742,0.821376
99968.7,77106.4,126317,4770.56,408.606,0.825467
80602,39040.4,94423.7,5382.65,199.444,0.826972
49112.9,40772.8,1230.17,466.076,272.561,0.828926
66361.1,31034.9,1061.23,257.792,221.323,0.841953
54202.8,41796.8,38625.3,1602.65,292.014,0.895793
57620,64887.7,13830.8,1776.61,389.578,0.904929
56049.2,33192.4,1481.68,497.237,226.088,0.934815
115064,47535.9,508.009,355.734,348.139,0.979401
103637,74384.8,177390,4903.83,402.385,0.984408
64037.4,26398.9,1239.67,555.06,218.69,0.995422
66200.5,38247.4,534.94,555.24,326.546,1.00532
47202.4,24721.2,204.611,489.601,174.628,1.01408
59796.3,34737.5,809.919,737.708,206.793,1.03002
49410.5,57465.7,22710.7,8884.37,347.65,1.03657
90286.5,48929.3,36423.5,6087.18,298.837,1.0417
30508.7,24553.8,37358.2,3152.25,153.888,1.04532
89742.3,61263.9,5365.7,546.787,415.097,1.04608
104019,61438.1,111067,4122.13,329.206,1.05034
48706.4,28738.1,2449.73,276.671,225.093,1.0854
52885.4,27057.7,951.433,4129.9,174.843,1.11051
121841,70150.5,1636.16,1480.51,531.984,1.12938
85839.9,40402.9,746.98,1547.55,340.53,1.17775
88482.6,66696,135443,6635.71,419.374,1.19976
50354.4,41821.7,5971.9,2275.44,352.671,1.20536
70929.7,71780.4,77316.8,6732.75,402.316,1.21165
100377,55542.8,233.709,490.207,332.843,1.26801
105272,70065.9,123355,4354.8,796.146,1.27235
27340.6,50086.3,126090,4678.8,217.622,1.28247
85831.7,64878.6,138568,4750.06,312.882,1.2886
67231.5,31664.3,11829.4,1400.8,191.73,1.29624
92498,45502.9,499.145,318.687,325.146,1.30518
35019.2,43028.5,12883,3723.89,245.894,1.3196
71886.3,52206.1,4227.89,1823.46,358.733,1.32582
74265.2,53257.7,36705.1,6426.15,330.815,1.34191
52201.2,53448.4,87437.8,7043.08,248.445,1.40291
81988.4,42695.1,69489.9,5635.32,303.265,1.41275
49030.3,34905.2,46126.4,4975.09,181.717,1.42087
72822.8,44048.1,160766,2689.83,254.394,1.43983
61014.9,28109,85.4204,501.354,124.427,1.45881
80502,40641.3,58483.5,4019.25,232.484,1.47831
55512.4,31190.1,57670.8,6722,172.836,1.48156
60209.1,63954.6,89214.8,4140.52,352.532,1.48686
48207.2,61757.3,88088.2,5940.31,376.814,1.49331
68236.4,77979.6,109250,4193.33,340.111,1.50799
116104,42098.5,709.763,703.227,352.253,1.51617
91840.3,49027.4,1639.13,645.778,379.66,1.52864
71122.2,43287.4,2308.75,535.075,255.314,1.57171
71407.5,54294.8,57813.2,3944.51,294.336,1.60285
92558,62220.8,188222,5018.39,411.99,1.60383
83288.7,52754.8,41367.3,5168.37,309.023,1.60893
51259.3,45526.4,60632.3,7125.46,397.888,1.60981
136636,80088.8,35698.8,4143.81,419.512,1.6124
81460.1,59782.2,971.649,443.428,321.715,1.62635
60871.2,48211.2,1005.8,372.182,295.603,1.63974
109066,56533.2,578.43,712.794,450.674,1.65432
56531.6,52266.9,112531,3936.93,356.504,1.66122
43493.2,26448.4,2087.05,676.925,220.612,1.6691
84545.2,58778,437.753,386.913,292.014,1.74177
90576.6,55555.5,47435.2,4750.62,297.431,1.75399
43759,26652.4,15565,1879.93,185.295,1.75689
48706.9,26299.8,30478.8,3880.89,22289.8,1.76211
127145,87080.1,166241,4780.13,446.419,1.8126
77594.3,48590.3,658.175,532.368,293.703,1.81594
104197,94715.4,3286.15,1603.52,587.368,1.82591
19303.6,35830.3,423.93,376.705,277.289,1.83238
71579.9,37430.1,688.134,454.184,208.005,1.85836
69831.6,38367.3,38366.7,5088.47,243.413,1.86237
97731.6,74893.7,97149.2,3691.96,379.244,1.88581
78308.6,70199.2,1068.74,827.359,444.977,1.88809
62470.4,38416.9,6520.9,388.273,265.428,1.89112
42082.5,22588.1,147.306,396.054,124.282,1.89542
51201.6,29690.3,168.935,748.083,288.213,1.90733
32633.3,40062.1,12958.7,3972.77,252.27,1.90913
51128.6,27750,11486.7,1073.7,230.921,1.95403
59852.3,46905.6,68823.2,7238.6,329.975,1.96959
66395.1,51008.1,105836,5338.6,260.337,1.97393
