"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
38667.6,20320.9,28.9362,387.717,118.071,0.00732809
105229,50455,75.545,488.448,280.815,0.0217308
98580.5,64201,46.0739,376.519,328.226,0.0269383
50482.5,32147.6,57.828,485.717,258.852,0.0315191
44428.5,43270,234.004,481.467,240.15,0.0378137
53486.3,42858.7,67.2318,229.389,207.363,0.0502871
42170.7,34201.4,22.8273,286.118,149.718,0.0584574
27198.7,18545.6,21.0672,241.832,118.36,0.0602228
60879.5,27167.7,23.2415,292.157,177.207,0.0608532
71476.5,29159.6,24.8463,238.66,156.116,0.0678899
40238.5,17578.6,22.4132,247.22,155.828,0.069057
77910.7,48550.1,92.3819,368.71,310.567,0.0724566
36489,19251.4,15.994,265.06,99.7648,0.0763223
78628.1,35423.7,47.5237,377.819,249.72,0.0773096
69692.6,27662.7,43.3814,371.253,191.587,0.0807116
74866.7,46572.7,126.028,528.095,270.09,0.0811367
42640.1,24237.9,22.9308,203.465,139.642,0.0826212
73736.3,49432.4,45557.4,6699.95,258.428,0.0853692
63200.6,39323.4,23.7591,264.934,239.866,0.0887401
110424,62119.2,39.3946,328.253,368.545,0.0890631
29345.5,24744.4,32.0943,220.102,161.502,0.0909837
67045.1,55278.9,53.7373,352.749,273.267,0.0923669
94978.2,58516.1,41.155,302.708,369.866,0.100048
101809,77284.5,32.3532,621.772,407.155,0.100932
72695.3,45622,47.5237,372.492,250.995,0.105461
98950.2,40943.5,25.8299,265.565,322.976,0.11056
66057.6,32257.3,12.6811,371.81,200.158,0.110578
54240.1,29871.2,49.2842,309.795,171.259,0.118538
28471.9,17043.8,33.2851,248.614,93.0233,0.126767
95068.6,43245.5,36.4434,405.18,279.616,0.126923
39395.3,40087.9,13.147,284.482,270.09,0.127751
49427.7,27308.4,36.3916,424.122,149.214,0.130362
93075.3,46151.2,28.3667,531.105,333.263,0.13162
60561.8,32925.3,27.7972,359.773,175.201,0.136964
90261.9,53334.7,67.9974,435.898,349.046,0.139585
38628.4,15382.2,9.57537,221.248,86.5655,0.141181
59097.6,30004.3,83.4876,279.885,233.691,0.141589
56621.6,31335.9,657.006,323.816,158.055,0.143524
37784,25147.4,12.6294,283.978,95.5612,0.14697
80335.2,52299.8,597.964,394.943,295.814,0.148627
81373.1,36511.4,10.3,370.571,263.59,0.153106
84956.8,68383.8,52.1839,619.998,373.966,0.155181
44110.3,24066,41.1032,448.197,142.522,0.156782
100027,50836.1,38.9804,388.953,242.136,0.17044
63788,36637.8,54.3587,532.79,220.398,0.173694
34944.8,16624.1,14.5964,353.184,121.972,0.188207
100263,61907,38.5144,371.314,314.566,0.188651
24626.4,22917.5,44.1581,220.421,118.649,0.193683
43585.3,32099.1,690.423,424.921,186.869,0.19779
51643,23433.8,49.4913,323.128,126.375,0.198667
