"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
50859.2,26613.2,303.715,277.805,210.072,0.00583816
41781.1,29664.3,347.831,345.841,194.088,0.00673501
72965.6,46947.4,65718.1,9156.98,297.361,0.008213
89469.5,48684.3,62.7377,313.804,245.043,0.0108913
67154.4,32784.8,654.473,336.305,216.127,0.0155903
100276,42395.7,71.8237,230.406,250.004,0.0168181
53934.1,29436.2,323.877,395.375,98.2431,0.0181394
94339.5,59069.8,388.122,287.943,302.422,0.0205316
59797.7,35143.6,54.2551,312.238,154.175,0.0207965
86887.8,49249,108.704,426.148,226.941,0.0208703
35080,24002.9,626.413,412.199,160.713,0.0248886
98531,46235.5,1053.34,517.729,293.07,0.0257568
125781,84841.5,595.382,1142.53,518.972,0.026412
70350.5,88795.4,243972,9840.14,407.777,0.0272104
88703.6,43742.8,1018.41,339.86,275.878,0.0354037
56868.9,30227,10117.6,3217.61,242.42,0.039589
66831.5,23976.8,1433.9,408.075,195.66,0.0448983
107504,61834.6,232.625,405.426,356.783,0.0522919
38403.2,23663.1,64.9853,265.25,175.272,0.0546344
53432.9,38711.8,147.958,302.395,315.898,0.0568416
58229.2,24591.7,141.33,222.139,185.152,0.0591659
120772,57136.8,142.937,454.123,334.521,0.0659463
88998.2,54695.4,196.823,285.111,247.24,0.0714086
47349.6,38179,488.406,980.815,220.54,0.083722
90051.8,47846.5,161.136,336.493,181.002,0.0844931
83713.4,54898.5,31599.4,8616.47,283.846,0.100945
74114.8,79030.7,1046.28,440.245,350.371,0.113979
83949.1,50752.7,111.082,7042.95,235.892,0.120791
60945.5,32094.3,111.486,348.892,218.975,0.123436
87124.1,22277.4,422.328,73.0253,176.06,0.124569
25683.1,20771.6,394.578,269.227,148.351,0.126774
74092.1,44407.2,473.873,329.44,279.193,0.136277
41547.1,19256.9,100.449,301.077,111.637,0.138752
85124.3,35481.3,236.613,261.269,266.064,0.143292
85520.9,40095.5,361.623,380.667,216.697,0.144248
97477,47230.8,38755.5,354.179,367.293,0.145462
40528.4,22859.4,81019.2,5788.15,206.579,0.145697
23439.9,19539,142.083,269.164,102.952,0.149276
63886.4,28707.5,2633.87,333.622,170.184,0.149492
42914.4,64814.8,119949,13549.4,385.627,0.151112
45235.3,20236.9,385.888,400.126,94.3286,0.152548
58326.7,38599.5,20313,2333.09,216.341,0.156003
36591.4,20345.3,623.49,296.556,175.487,0.159576
55178.1,29265.2,22.7238,297.937,354.065,0.16
92479.2,43138.8,194.29,284.608,315.056,0.167886
134136,65406.2,198430,3332.11,629.331,0.168861
63912.7,36587.5,242.465,301.579,172.048,0.1698
66203.7,53065,77748.2,1352.46,304.599,0.170134
70178.3,35787.1,6178.59,347.833,186.368,0.170246
44542.7,41479.2,112.042,292.848,218.69,0.170514
102462,56680.2,457.979,399.509,343.463,0.171295
67459.1,62074.2,114.166,365.609,411.921,0.171919
63886.2,35098.4,1764.18,252.223,197.731,0.172332
70457.4,41235.3,1420.79,300.575,236.176,0.17242
76187.6,51094.7,74.8315,386.357,318.702,0.172586
43705.4,30758.5,1435.5,322.565,206.436,0.173393
57403.9,39774.6,8858.74,1610.73,269.384,0.174309
76639,39987.9,2961.37,573.297,196.231,0.174469
47975.1,34328.1,192.203,253.679,221.252,0.175183
60774.9,41471.7,2094.8,356.666,240.15,0.175552
51943.2,33681.9,72.6396,375.094,147.416,0.193842
53848.4,28478,1680.19,235.677,162.364,0.199016
57164.3,44284.1,371.89,623.25,214.632,0.227035
82364.7,47868,264.281,448.992,335.779,0.246644
54569.1,53304.2,171.882,293.602,245.894,0.246718
113025,43981.5,971.162,405.242,293.492,0.246977
68171.1,35646.2,106.831,925.21,258.357,0.25017
60403.4,32645,101.564,360.394,236.318,0.253271
80049,59357.8,85.4712,456.259,300.384,0.254239
57669.7,39428.5,10621.6,334.122,220.256,0.256163
99938,66116.2,51.3554,472.956,372.855,0.271841
33688.7,20101.7,18331.4,2021.02,297.22,0.274814
77109.9,34346.9,220.69,436.326,222.746,0.278605
33601.3,20822,36872,1840.29,194.946,0.281137
66453.6,55414.4,122164,8056.51,368.962,0.281588
51552.7,32819.8,322.429,579.203,245.539,0.302032
45495.7,24688.1,519.429,279.822,152.594,0.304437
89342.9,35100.3,388.122,2550.91,331.584,0.304533
57822.9,59032.5,1686.77,377.634,348.488,0.306289
64567.1,55315.9,253797,3116.71,255.597,0.306701
69124.9,40825.6,831.694,478.794,231.205,0.307793
60265.9,35393,293.331,296.43,329.416,0.310931
104386,85982.2,110.171,518.513,433.221,0.312336
113205,65082.6,4832.28,653.774,362.562,0.322195
72834.6,26928.9,132.578,303.901,188.514,0.336603
68378.8,37674.9,124.919,194.393,181.359,0.336839
73375.1,38271.8,1054.71,242.974,244.547,0.343681
69858.5,35327.4,78425.7,5650.11,152.954,0.351143
67955.3,31558.6,101.26,556.976,198.588,0.352045
84898.1,48502.3,490.77,420.683,234.046,0.360857
47636.2,43287.4,1020.41,303.963,252.553,0.36755
30514.6,36581.1,772.75,413.491,282.295,0.371073
85298.1,44313.4,345.72,287.629,349.743,0.372074
30614.2,30741.6,73.9141,304.591,150.221,0.373748
51766.2,30266.4,118.662,227.355,210.357,0.374429
94097.7,42808.3,117.046,277.364,260.055,0.377238
43848,28072.3,14063.4,1936.47,181.216,0.378319
45846.5,39719.9,444.272,289.264,139.858,0.381029
98370.8,50852.8,224.096,403.639,270.655,0.381571
46509.7,41559.5,1235.14,697.76,226.799,0.383981
64264,34685.8,5980.71,388.644,262.459,0.386425
68256.5,39432.5,62.3801,326.753,271.22,0.387628
83142.1,70650.8,102180,10387.4,244.901,0.389361
41028,34265.1,80.7397,315.808,202.085,0.39262
103031,47177.3,34.8901,397.72,323.326,0.396241
127119,78975.1,9202.12,1646.76,478.537,0.397243
45196,22730.3,33.1298,300.826,151.516,0.39843
92941.8,50966,720.334,391.424,327.386,0.403102
47817.4,25690.1,143.038,154.878,132.795,0.403406
33276.1,20123.7,441.272,335.182,164.015,0.406825
70905.7,29142.5,25386.5,1147.01,200.943,0.412792
115532,50550.3,57.9326,275.725,261.186,0.415475
78921,31281.8,1172.25,232.693,193.803,0.417196
47823.4,32989.6,122.75,242.086,252.199,0.418862
51852.5,21536.8,50902.7,7145.47,178.352,0.418898
46563.2,27365.9,811.526,355.796,219.259,0.420404
84078.9,46807.6,66.8745,296.053,291.663,0.422196
100275,50057.4,190.464,375.466,297.361,0.42325
93695.8,52453.8,437.471,666.798,376.328,0.424513
44336.2,31119.3,92898,1461,156.331,0.424669
98889.3,64496.9,657.444,509.336,350.092,0.426514
68444,65137.3,2227.69,1177.39,302.562,0.427656
49532.1,34751.9,908.37,319.125,197.731,0.429415
105519,83581.8,399729,6398.31,423.58,0.431547
111613,64611.8,9005.27,462.359,368.684,0.432369
88890.7,53330.5,174.676,428.971,333.822,0.433575
96671.4,44114.1,211293,3517.44,336.199,0.437675
103873,55106.7,60.3869,348.207,356.574,0.439018
94859.7,55307.6,1967.9,396.301,284.902,0.439872
61770.3,60898.6,2075.02,362.94,344.301,0.44031
50516.2,38507.8,337.891,332.062,231.347,0.442119
109483,64734.9,1702.07,672.42,397.888,0.444098
49918.6,27757.7,1439.4,340.982,173.624,0.444999
59072.2,35386.1,3301.79,299.193,262.883,0.447926
58948.3,69500.4,5825.46,772.748,409.85,0.451593
80019.8,46762.9,440.052,313.867,277.783,0.464684
80228.1,63992.3,280.877,391.3,315.547,0.465859
37596.3,27626.7,147.055,371.81,157.481,0.467873
41972.8,29769.5,114.065,263.165,193.302,0.47598
75774.4,45487.8,162.637,341.48,215.13,0.484721
56628.4,41544.2,1274.31,350.198,155.541,0.48479
81598.3,28740.6,221.233,283.412,232.129,0.492639
94583.5,58389.8,139.168,228.88,339.203,0.49634
107727,48899.8,464.605,580.216,363.189,0.497134
35798.8,52397,136478,5457.32,278.77,0.501019
110699,56359.2,1830.18,405.242,261.469,0.506177
112792,71469,1252.73,1008.77,449.439,0.510167
114297,63246.7,396.143,676.749,356.295,0.51162
41351.3,29003.3,7271.59,353.868,175.559,0.51385
40678.2,52641.3,169989,624.373,456.572,0.514942
127354,69092.3,647.36,860.038,433.84,0.515104
69257.7,35638.9,39701.2,2460.58,744.593,0.515921
52071.4,59895.9,2217.51,630.81,303.827,0.518289
94637.4,53510.2,735.727,513.866,311.62,0.53385
74316.3,34041.1,231.935,596.523,274.537,0.546359
66487.5,40701.5,143246,3075.21,230.068,0.571097
78758.5,53502.3,418.84,224.747,273.196,0.572912
86147.8,45403.2,71153.9,481.285,251.845,0.575305
80607.6,49770.5,5175.81,363.747,265.852,0.576077
112293,44240,222.517,503.774,256.093,0.579276
39600.7,23064.6,270.292,270.048,168.463,0.579707
116092,57472,138265,3850.63,318.141,0.580491
84069.2,46626.9,127.994,292.345,256.942,0.584799
93055.1,44149.8,173.329,301.453,249.437,0.585375
82898,39505,315.234,235.042,223.742,0.591497
114171,55618,1822.59,492.754,342.346,0.594628
58637.7,76687.3,21543.5,506.072,337.806,0.595826
45557.9,29357.4,14539.7,680.315,191.873,0.602697
28715.7,22884.9,255.763,296.367,91.6451,0.60687
51671.8,40791.1,596.211,361.015,196.374,0.608123
99440.7,49861.6,1460.74,349.39,398.165,0.609241
46088.7,27291.7,103.438,278.057,120.888,0.610279
33284.3,54365.9,483488,4916.87,284.48,0.61456
48982.3,28031,825.654,270.805,168.678,0.61773
33363.7,22093.9,1797.4,360.518,162.436,0.620853
67815.7,33913.1,86.7423,454.611,255.526,0.621943
91148.5,28996,208.376,212.65,239.37,0.624569
50196,50948.7,1941.64,661.581,287.509,0.628002
76089.3,35319.8,2484.61,469.365,228.363,0.63269
27509.3,25340.2,83.335,257.475,193.946,0.636617
85438,55592.6,27959,4597.35,346.743,0.640361
79764.3,51473.7,47.213,290.836,257.579,0.642198
67097.3,41678.1,1616.91,257.349,231.347,0.643449
96203.5,85527.8,144892,9762.42,461.437,0.648937
78297.5,39917.3,2062.6,297.812,331.165,0.658388
