HA_vRNA	160	1682	2	2	0	3	0	83
HA_vRNA	208	671	1	1	0	4	0	102
HA_vRNA	247	1620	0	0	0	67	0	140
HA_vRNA	356	1661	0	0	0	7	0	105
HA_vRNA	369	1530	0	0	0	5	0	104
HA_vRNA	466	1348	0	0	0	4	0	140
HA_vRNA	522	1118	2	2	0	0	1	13
HA_vRNA	644	749	0	0	0	3	0	100
HA_vRNA	671	1245	1	1	0	8	0	142
HA_vRNA	843	1296	2	2	0	1	0	51
HA_vRNA	990	1485	1	1	0	0	1	13
HA_vRNA	1222	1251	1	1	0	1	0	130
M_vRNA	105	912	2	2	0	1	0	81
M_vRNA	107	912	2	2	0	9	0	83
M_vRNA	128	286	1	3	0	1	0	15
M_vRNA	205	409	0	0	0	3	0	51
M_vRNA	227	882	2	2	0	2	0	25
M_vRNA	227	976	2	2	0	8	1	51
M_vRNA	255	318	1	1	0	1	0	111
M_vRNA	276	888	1	1	0	1	0	82
M_vRNA	280	976	2	2	0	1	0	41
M_vRNA	289	507	2	2	0	2	0	101
M_vRNA	289	564	2	2	0	3	0	62
M_vRNA	289	794	2	2	0	10	1	129
M_vRNA	289	882	2	2	0	3913	23	145
M_vRNA	289	976	2	2	0	11559	76	64
M_vRNA	289	984	2	2	0	23	1	43
M_vRNA	289	1016	2	2	0	1995	20	25
M_vRNA	312	976	2	2	0	1	0	19
M_vRNA	341	462	1	1	0	1	0	73
M_vRNA	400	523	2	2	0	1	0	31
M_vRNA	400	984	2	2	0	1	0	39
M_vRNA	402	1016	2	2	0	1	0	12
M_vRNA	416	984	2	2	0	1	0	30
M_vRNA	480	521	1	1	0	1	0	91
M_vRNA	480	553	1	1	0	7	0	86
M_vRNA	489	535	1	1	0	1	0	77
M_vRNA	500	553	1	1	0	2	0	14
M_vRNA	515	976	2	2	0	3	0	50
M_vRNA	515	1016	2	2	0	2	0	13
M_vRNA	554	628	1	1	0	1	0	69
M_vRNA	568	615	1	3	0	2	0	113
