HA_vRNA	78	458	+
HA_vRNA	79	175	+
HA_vRNA	79	816	+
HA_vRNA	87	520	+
HA_vRNA	90	678	+
HA_vRNA	96	454	+
HA_vRNA	94	158	+
HA_vRNA	94	744	+
HA_vRNA	99	776	+
HA_vRNA	103	833	+
HA_vRNA	108	173	+
HA_vRNA	107	682	+
HA_vRNA	122	151	+
HA_vRNA	131	1068	+
HA_vRNA	129	1542	+
HA_vRNA	130	1634	+
HA_vRNA	130	1217	+
HA_vRNA	147	1435	+
HA_vRNA	164	859	+
HA_vRNA	165	1157	+
HA_vRNA	172	1166	+
HA_vRNA	168	675	+
HA_vRNA	166	1444	+
HA_vRNA	168	1161	+
HA_vRNA	176	255	+
HA_vRNA	181	222	+
HA_vRNA	179	644	+
HA_vRNA	177	1550	+
HA_vRNA	183	670	+
HA_vRNA	183	658	+
HA_vRNA	183	649	+
HA_vRNA	184	555	+
HA_vRNA	186	667	+
HA_vRNA	188	1576	+
HA_vRNA	190	561	+
HA_vRNA	190	1200	+
HA_vRNA	187	650	+
HA_vRNA	189	665	+
HA_vRNA	192	792	+
HA_vRNA	192	876	+
HA_vRNA	193	773	+
HA_vRNA	189	653	+
HA_vRNA	194	706	+
HA_vRNA	193	1073	+
HA_vRNA	192	1437	+
HA_vRNA	200	664	+
HA_vRNA	208	1189	+
HA_vRNA	213	631	+
HA_vRNA	209	849	+
HA_vRNA	213	560	+
HA_vRNA	218	468	+
HA_vRNA	213	1618	+
HA_vRNA	218	1680	+
HA_vRNA	227	545	+
HA_vRNA	231	529	+
HA_vRNA	229	1637	+
HA_vRNA	238	786	+
HA_vRNA	230	1636	+
HA_vRNA	238	1635	+
HA_vRNA	241	1642	+
HA_vRNA	251	397	+
HA_vRNA	247	1620	+
HA_vRNA	248	1680	+
HA_vRNA	255	1025	+
HA_vRNA	258	314	+
HA_vRNA	255	1168	+
HA_vRNA	253	1634	+
HA_vRNA	256	1578	+
HA_vRNA	257	1587	+
HA_vRNA	260	1559	+
HA_vRNA	260	275	+
HA_vRNA	262	515	+
HA_vRNA	260	1528	+
HA_vRNA	264	519	+
HA_vRNA	265	791	+
HA_vRNA	262	508	+
HA_vRNA	267	513	+
HA_vRNA	269	315	+
HA_vRNA	271	486	+
HA_vRNA	269	1060	+
HA_vRNA	271	1115	+
HA_vRNA	265	1583	+
HA_vRNA	268	538	+
HA_vRNA	265	1596	+
HA_vRNA	269	516	+
HA_vRNA	270	518	+
HA_vRNA	271	1249	+
HA_vRNA	272	1328	+
HA_vRNA	270	520	+
HA_vRNA	275	614	+
HA_vRNA	270	1644	+
HA_vRNA	273	1598	+
HA_vRNA	275	1610	+
HA_vRNA	280	541	+
HA_vRNA	278	1598	+
HA_vRNA	281	531	+
HA_vRNA	282	503	+
HA_vRNA	279	1543	+
HA_vRNA	278	1575	+
HA_vRNA	282	525	+
HA_vRNA	286	520	+
HA_vRNA	286	587	+
HA_vRNA	289	320	+
HA_vRNA	290	832	+
HA_vRNA	289	1360	+
HA_vRNA	289	1633	+
HA_vRNA	295	1343	+
HA_vRNA	294	1582	+
HA_vRNA	296	1519	+
HA_vRNA	304	915	+
HA_vRNA	297	1651	+
HA_vRNA	304	972	+
HA_vRNA	303	1509	+
HA_vRNA	302	1598	+
HA_vRNA	301	1612	+
HA_vRNA	306	454	+
HA_vRNA	310	1165	+
HA_vRNA	306	1650	+
HA_vRNA	308	355	+
HA_vRNA	316	1113	+
HA_vRNA	311	338	+
HA_vRNA	313	1478	+
HA_vRNA	316	1624	+
HA_vRNA	319	1592	+
HA_vRNA	321	1647	+
HA_vRNA	331	588	+
HA_vRNA	326	1512	+
HA_vRNA	327	1612	+
HA_vRNA	330	1521	+
HA_vRNA	331	1560	+
HA_vRNA	329	1607	+
HA_vRNA	330	1514	+
HA_vRNA	332	1544	+
HA_vRNA	333	1524	+
HA_vRNA	332	1659	+
HA_vRNA	333	1632	+
HA_vRNA	339	1192	+
HA_vRNA	342	1565	+
HA_vRNA	343	531	+
HA_vRNA	347	1636	+
HA_vRNA	347	1641	+
HA_vRNA	352	959	+
HA_vRNA	350	1496	+
HA_vRNA	356	1335	+
HA_vRNA	350	1484	+
HA_vRNA	351	1508	+
HA_vRNA	351	1523	+
HA_vRNA	356	1505	+
HA_vRNA	356	1461	+
HA_vRNA	356	1509	+
HA_vRNA	359	1594	+
HA_vRNA	357	1662	+
HA_vRNA	364	1233	+
HA_vRNA	370	1184	+
HA_vRNA	371	1505	+
HA_vRNA	368	1533	+
HA_vRNA	369	1583	+
HA_vRNA	370	1460	+
HA_vRNA	370	1531	+
HA_vRNA	370	1510	+
HA_vRNA	370	1584	+
HA_vRNA	371	1560	+
HA_vRNA	372	1493	+
HA_vRNA	373	561	+
HA_vRNA	375	1509	+
HA_vRNA	378	1464	+
HA_vRNA	379	1345	+
HA_vRNA	380	1466	+
HA_vRNA	382	1578	+
HA_vRNA	384	1564	+
HA_vRNA	390	1345	+
HA_vRNA	389	453	+
HA_vRNA	388	1523	+
HA_vRNA	387	1559	+
HA_vRNA	395	443	+
HA_vRNA	393	1595	+
HA_vRNA	399	674	+
HA_vRNA	395	1433	+
HA_vRNA	396	1469	+
HA_vRNA	399	1506	+
HA_vRNA	398	1424	+
HA_vRNA	398	1531	+
HA_vRNA	400	1421	+
HA_vRNA	403	1452	+
HA_vRNA	399	1616	+
HA_vRNA	409	544	+
HA_vRNA	402	1443	+
HA_vRNA	404	1511	+
HA_vRNA	404	1528	+
HA_vRNA	414	1008	+
HA_vRNA	410	1468	+
HA_vRNA	410	1509	+
HA_vRNA	411	1513	+
HA_vRNA	411	1559	+
HA_vRNA	415	744	+
HA_vRNA	416	1473	+
HA_vRNA	420	1571	+
HA_vRNA	427	1556	+
HA_vRNA	424	1468	+
HA_vRNA	427	1571	+
HA_vRNA	434	1301	+
HA_vRNA	436	1544	+
HA_vRNA	437	663	+
HA_vRNA	437	779	+
HA_vRNA	441	1496	+
HA_vRNA	442	1545	+
HA_vRNA	450	675	+
HA_vRNA	445	709	+
HA_vRNA	445	973	+
HA_vRNA	451	1006	+
HA_vRNA	447	480	+
HA_vRNA	447	1420	+
HA_vRNA	448	1487	+
HA_vRNA	449	1407	+
HA_vRNA	451	1489	+
HA_vRNA	454	1369	+
HA_vRNA	459	1426	+
HA_vRNA	459	1509	+
HA_vRNA	461	1461	+
HA_vRNA	460	1567	+
HA_vRNA	464	1610	+
HA_vRNA	467	1349	+
HA_vRNA	472	1574	+
HA_vRNA	487	1115	+
HA_vRNA	489	678	+
HA_vRNA	485	1231	+
HA_vRNA	489	657	+
HA_vRNA	489	1231	+
HA_vRNA	485	1574	+
HA_vRNA	485	1580	+
HA_vRNA	485	1618	+
HA_vRNA	489	677	+
HA_vRNA	490	1372	+
HA_vRNA	490	530	+
HA_vRNA	489	1440	+
HA_vRNA	497	1238	+
HA_vRNA	500	1405	+
HA_vRNA	499	1636	+
HA_vRNA	509	1312	+
HA_vRNA	514	1185	+
HA_vRNA	514	1631	+
HA_vRNA	518	918	+
HA_vRNA	519	598	+
HA_vRNA	523	880	+
HA_vRNA	524	1333	+
HA_vRNA	530	1069	+
HA_vRNA	531	1371	+
HA_vRNA	535	1479	+
HA_vRNA	540	1438	+
HA_vRNA	540	1422	+
HA_vRNA	542	981	+
HA_vRNA	546	1337	+
HA_vRNA	546	1311	+
HA_vRNA	548	1134	+
HA_vRNA	562	1200	+
HA_vRNA	568	629	+
HA_vRNA	573	752	+
HA_vRNA	577	1514	+
