8002	100
71	451	0	6	0	1
72	168	0	6	0	1
75	812	0	3	0	1
82	515	0	4	0	1
84	672	0	5	0	1
86	444	0	9	0	1
87	151	0	6	0	1
93	743	0	0	0	1
94	771	0	4	0	1
96	826	0	6	0	1
101	166	0	6	0	1
101	676	0	5	0	1
120	149	0	1	0	1
125	1062	0	5	0	1
126	1539	0	2	0	1
127	1631	0	2	0	1
129	1216	0	0	0	1
146	1434	0	0	0	1
160	855	0	3	0	1
160	1152	0	4	0	1
164	1158	0	7	0	1
165	672	0	2	0	1
165	1443	0	0	0	1
167	1160	0	0	0	1
169	248	0	6	0	1
173	214	0	7	0	1
174	639	0	4	0	1
175	1548	0	1	0	1
176	663	0	6	0	1
178	653	0	4	0	1
179	645	0	3	0	1
182	553	0	1	0	1
182	663	0	3	0	1
183	1571	0	4	0	1
184	555	0	5	0	1
184	1194	0	5	0	1
185	648	0	1	0	1
185	661	0	3	0	1
186	786	0	5	0	1
186	870	0	5	0	1
187	767	0	5	0	1
188	652	0	0	0	1
188	700	0	5	0	1
188	1068	0	4	0	1
188	1433	0	3	0	1
189	653	0	10	0	1
200	1181	0	7	0	1
202	620	0	10	0	1
202	842	0	6	0	1
207	554	0	5	0	1
209	459	0	8	0	1
212	1617	0	0	0	1
216	1678	0	1	0	1
222	540	0	4	0	1
225	523	0	5	0	1
227	1635	0	1	0	1
228	776	0	9	0	1
229	1635	0	0	0	1
236	1633	0	1	0	1
240	1641	0	0	0	1
245	391	0	5	1	1
246	1619	0	0	0	1
247	1679	6	0	0	1
248	1018	0	6	0	1
249	305	0	8	0	1
249	1162	0	5	0	1
252	1633	0	0	0	1
255	1577	0	0	0	1
255	1585	0	1	0	1
256	1555	0	3	0	1
257	272	0	2	0	1
257	510	0	4	0	1
259	1527	0	0	0	1
260	515	0	3	0	1
260	786	0	4	0	1
261	507	0	0	0	1
262	508	0	4	0	1
263	309	0	5	0	1
263	478	0	7	0	1
263	1054	0	5	0	1
263	1107	0	7	0	1
263	1581	0	1	0	1
264	534	0	3	0	1
264	1595	0	0	0	1
266	513	0	2	0	1
266	514	0	3	0	1
266	1244	0	4	0	1
266	1322	0	5	0	1
267	517	0	2	0	1
269	608	0	5	0	1
269	1643	0	0	0	1
272	1597	0	0	0	1
272	1607	0	2	0	1
273	534	0	6	0	1
275	1595	0	2	0	1
276	526	0	4	0	1
277	498	0	4	0	1
277	1541	0	1	0	1
277	1574	0	0	0	1
278	521	0	3	0	1
281	515	0	4	0	1
285	586	0	0	0	1
286	317	0	2	0	1
286	828	0	3	0	1
287	1358	0	1	0	1
288	1632	0	0	0	1
293	1341	0	1	0	1
293	1581	0	0	0	1
294	1517	0	1	0	1
296	907	0	7	0	1
296	1650	0	0	0	1
297	965	0	6	0	1
299	1505	0	3	0	1
299	1595	0	2	0	1
300	1611	0	0	0	1
301	449	0	4	0	1
302	1157	0	7	0	1
305	1649	0	0	0	1
306	353	0	1	0	1
308	1105	0	7	0	1
309	336	0	1	0	1
312	1477	0	0	0	1
315	1623	0	0	0	1
317	1590	0	1	0	1
320	1646	2	0	0	1
323	580	0	7	0	1
325	1511	3	1	0	1
326	1611	0	0	0	1
328	1519	0	1	0	1
328	1557	0	2	0	1
328	1606	0	0	0	1
329	1513	0	0	0	1
329	1541	0	2	0	1
330	1521	0	2	0	1
330	1657	0	1	0	1
332	1631	0	0	0	1
333	1186	0	5	0	1
334	1557	0	7	0	1
337	525	0	5	0	1
345	1634	0	1	0	1
345	1639	0	1	0	1
347	954	0	4	0	1
347	1493	0	2	0	1
349	1328	0	6	0	1
349	1483	0	0	0	1
349	1506	0	1	0	1
349	1521	0	1	0	1
351	1500	0	4	0	1
355	1460	0	0	0	1
355	1508	0	0	0	1
355	1590	0	3	0	1
355	1660	0	1	0	1
363	1232	0	0	0	1
364	1178	0	5	0	1
367	1501	0	3	0	1
367	1532	0	0	0	1
367	1581	0	1	0	1
368	1458	0	1	0	1
368	1529	0	1	0	1
369	1509	0	0	0	1
369	1583	0	0	0	1
370	1559	0	0	0	1
371	1492	0	0	0	1
372	560	5	5	0	1
374	1508	0	0	0	1
376	1462	0	1	0	1
378	1344	6	0	0	1
379	1465	0	0	0	1
380	1576	0	1	0	1
381	1561	0	2	0	1
383	1338	0	6	0	1
384	448	0	4	0	1
386	1521	0	1	0	1
386	1558	0	0	0	1
388	436	0	6	0	1
391	1593	0	1	0	1
393	668	0	5	0	1
394	1432	6	0	0	1
394	1467	0	1	0	1
395	1502	0	3	0	1
397	1423	2	1	0	1
397	1530	0	0	0	1
398	1419	0	1	0	1
398	1447	0	4	0	1
398	1615	0	0	0	1
399	534	0	9	0	1
399	1440	0	2	0	1
402	1509	0	1	0	1
402	1526	0	1	0	1
406	1000	0	7	0	1
409	1467	0	0	0	1
409	1508	0	0	0	1
410	1512	0	0	0	1
410	1558	0	0	0	1
411	740	0	3	0	1
415	1472	0	0	0	1
417	1568	0	2	0	1
422	1551	0	4	0	1
423	1467	0	0	0	1
426	1570	0	0	0	1
430	1297	0	3	0	1
433	1541	0	2	0	1
436	662	6	3	0	1
436	778	6	2	0	1
440	1495	0	0	0	1
441	1544	0	0	0	1
444	669	0	5	0	1
444	708	6	7	0	1
444	972	6	5	0	1
444	999	0	6	0	1
445	478	0	1	0	1
446	1419	0	0	0	1
447	1486	0	0	0	1
448	1406	0	0	0	1
448	1486	0	2	0	1
453	1368	0	0	0	1
455	1422	0	3	0	1
458	1508	0	0	0	1
459	1459	0	1	0	1
459	1566	0	0	0	1
463	1609	0	0	0	1
465	1347	0	1	0	1
469	1571	0	2	0	1
479	1107	0	7	0	1
481	670	0	7	0	1
481	1227	0	3	0	1
482	650	0	6	0	1
484	1226	0	4	0	1
484	1573	0	0	0	1
484	1579	0	0	0	1
484	1617	0	0	0	1
487	675	0	1	0	1
487	1369	0	2	0	1
488	528	0	1	0	1
488	1439	0	0	0	1
492	1233	0	4	0	1
498	1403	0	1	0	1
498	1635	0	0	0	1
501	1304	0	7	0	1
507	1178	0	6	0	1
512	1629	0	1	0	1
513	913	0	4	0	1
518	597	0	0	0	1
520	877	0	2	0	1
522	1331	0	1	0	1
523	1062	0	6	0	1
530	1370	0	0	0	1
534	1478	0	0	0	1
536	1434	0	3	0	1
538	1420	0	1	0	1
540	979	0	1	0	1
543	1334	0	2	0	1
545	1310	0	0	0	1
546	1132	0	1	0	1
561	1199	2	6	0	1
563	624	0	4	0	1
567	746	0	5	0	1
574	1511	0	2	0	1
579	1341	0	3	0	1
582	1349	0	1	0	1
591	1273	0	1	0	1
592	1458	0	0	0	1
596	1216	0	2	0	1
599	1267	0	1	0	1
604	1662	0	1	0	1
608	1344	0	0	0	1
611	738	0	1	0	1
617	1251	4	6	0	1
622	1361	0	0	0	1
627	736	0	3	0	1
629	1621	0	6	0	1
631	989	0	4	0	1
632	1301	0	2	0	1
634	895	0	8	0	1
634	1152	0	6	0	1
635	726	0	4	0	1
636	1222	0	4	0	1
637	1152	0	6	0	1
641	1417	0	6	0	1
643	748	0	7	0	1
643	1519	0	1	0	1
645	668	0	1	0	1
647	934	0	8	0	1
649	955	0	5	0	1
650	750	0	7	0	1
651	671	0	6	0	1
653	1223	0	0	0	1
658	713	0	3	0	1
666	1240	0	2	0	1
669	741	0	5	0	1
670	999	0	5	0	1
670	1098	1	0	0	1
672	751	0	6	0	1
672	1511	0	6	0	1
676	1159	0	1	0	1
677	1228	0	6	0	1
679	1228	0	3	0	1
680	964	0	6	0	1
680	1238	0	1	0	1
681	1374	0	6	0	1
682	1210	0	3	0	1
688	1242	0	1	0	1
691	1511	0	3	0	1
693	1078	0	1	0	1
695	1323	0	2	0	1
695	1515	0	1	0	1
696	783	0	0	0	1
696	1350	0	3	0	1
702	1000	0	4	0	1
703	966	0	0	0	1
704	967	0	6	0	1
712	964	0	4	0	1
718	1298	0	2	0	1
720	1260	0	1	0	1
726	1266	0	0	0	1
728	1109	0	0	0	1
740	949	0	4	0	1
742	1100	0	1	0	1
744	1069	0	6	0	1
744	1255	0	1	0	1
746	1257	0	6	0	1
747	1310	0	3	0	1
750	1172	0	2	0	1
752	1511	0	6	0	1
755	1392	0	6	0	1
756	964	0	6	0	1
757	1374	0	7	0	1
760	948	0	1	0	1
760	1078	0	6	0	1
769	1068	0	6	0	1
771	1277	0	3	0	1
772	802	0	3	0	1
774	826	0	2	0	1
774	1097	0	6	0	1
779	1119	0	0	0	1
781	936	0	1	0	1
781	1215	0	6	0	1
782	1317	0	6	0	1
787	870	0	5	0	1
789	1180	0	2	0	1
790	981	0	5	0	1
795	930	0	0	0	1
796	1112	0	3	0	1
803	845	0	5	0	1
805	848	0	6	0	1
805	1060	0	5	0	1
816	1071	0	3	0	1
816	1414	0	5	0	1
818	849	0	2	0	1
819	899	0	2	0	1
820	1030	0	0	0	1
820	1050	0	0	0	1
820	1052	0	0	0	1
820	1167	0	1	0	1
822	1248	0	2	0	1
823	1169	0	0	0	1
823	1222	0	0	0	1
828	1237	0	0	0	1
