segment	left	right	count
PA_vRNA	293	1998	2324
PA_vRNA	293	1983	48
PA_vRNA	293	2049	78
PA_vRNA	293	2074	17
PA_vRNA	293	1930	2
PA_vRNA	293	358	1
PA_vRNA	308	434	623
PA_vRNA	308	1995	11391
PA_vRNA	308	1996	5
PA_vRNA	308	1997	11
PA_vRNA	308	2012	2
PA_vRNA	427	1826	36684
PA_vRNA	427	1828	8
PA_vRNA	427	1162	2
PA_vRNA	291	356	1110
PA_vRNA	291	2026	2
PA_vRNA	291	2050	4693
PA_vRNA	291	2064	14
PA_vRNA	592	1758	2534
PA_vRNA	237	2091	23383
PA_vRNA	237	2017	88
PA_vRNA	237	2061	13
PA_vRNA	237	2051	4
PA_vRNA	452	1878	3255
PA_vRNA	452	2056	146
PA_vRNA	284	2028	3343
PA_vRNA	284	1977	29
PA_vRNA	284	1952	2
PA_vRNA	284	2029	2
PA_vRNA	242	1999	10136
PA_vRNA	242	2068	1123
PA_vRNA	242	1790	3
PA_vRNA	242	2001	2
PA_vRNA	242	325	2
PA_vRNA	287	1964	569
PA_vRNA	665	1724	4322
PA_vRNA	665	1726	1
PA_vRNA	253	2062	8090
PA_vRNA	253	1990	3
PA_vRNA	285	1953	407
PA_vRNA	285	1962	2
PA_vRNA	285	2052	17
PA_vRNA	285	387	2
PA_vRNA	224	696	1121
PA_vRNA	224	2114	458
PA_vRNA	224	2134	15
PA_vRNA	224	1987	11
PA_vRNA	224	2118	2
PA_vRNA	263	2024	1219
PA_vRNA	330	2012	1943
PA_vRNA	257	1941	817
PA_vRNA	257	1943	2
PA_vRNA	304	2120	1498
PA_vRNA	304	430	1
PA_vRNA	590	1789	1062
PA_vRNA	590	1756	2
PA_vRNA	590	1757	2
PA_vRNA	302	2044	575
PA_vRNA	228	2021	4
PA_vRNA	434	1963	113
PA_vRNA	434	1904	275
PA_vRNA	538	1823	439
PA_vRNA	538	1719	5
PA_vRNA	538	1860	2
PA_vRNA	244	2097	162
PA_vRNA	244	2070	2
PA_vRNA	244	1789	1
PA_vRNA	297	2038	1384
PA_vRNA	297	2105	56
PA_vRNA	196	1985	457
PA_vRNA	289	2049	15
PA_vRNA	289	2048	3
PA_vRNA	289	354	1
PA_vRNA	476	1889	506
PA_vRNA	651	1791	241
PA_vRNA	279	2020	1
PA_vRNA	496	2017	753
PA_vRNA	660	703	2
PA_vRNA	247	1792	1504
PA_vRNA	247	2037	2
PA_vRNA	335	1895	225
PA_vRNA	335	1767	4
PA_vRNA	523	1726	13
PA_vRNA	523	617	4
PA_vRNA	298	1986	1074
PA_vRNA	298	2039	3
PA_vRNA	298	1964	2
PA_vRNA	233	2035	452
PA_vRNA	233	2083	97
PA_vRNA	318	2124	87
PA_vRNA	318	2028	3
PA_vRNA	318	2034	2
PA_vRNA	292	357	2
PA_vRNA	292	1999	3
PA_vRNA	292	2051	1
PA_vRNA	334	1905	135
PA_vRNA	334	1841	284
PA_vRNA	334	1961	6
PA_vRNA	334	2022	1
PA_vRNA	436	1790	35
PA_vRNA	245	2064	242
PA_vRNA	453	1900	198
PA_vRNA	386	1959	327
PA_vRNA	386	2028	28
PA_vRNA	386	1819	1
PA_vRNA	195	1937	18
PA_vRNA	177	2121	4
PA_vRNA	282	2051	141
PA_vRNA	282	2089	15
PA_vRNA	282	2026	1
PA_vRNA	414	1980	105
PA_vRNA	479	1919	808
PA_vRNA	479	1311	2
PA_vRNA	276	1931	10
PA_vRNA	276	2022	82
PA_vRNA	276	2049	4
PA_vRNA	276	2090	10
PA_vRNA	320	2028	185
PA_vRNA	320	1997	2
PA_vRNA	320	330	1
PA_vRNA	433	1841	41
PA_vRNA	433	505	2
PA_vRNA	433	1915	16
PA_vRNA	511	1845	91
PA_vRNA	180	2007	16
PA_vRNA	624	1742	10
PA_vRNA	442	1942	104
PA_vRNA	346	1965	12
PA_vRNA	346	1966	10
PA_vRNA	256	2016	335
PA_vRNA	544	1761	49
PA_vRNA	544	1771	15
