segment	left	right	count
PA_vRNA	329	2022	2731
PA_vRNA	329	1941	48
PA_vRNA	329	2009	6
PA_vRNA	329	437	47
PA_vRNA	329	2085	2
PA_vRNA	329	377	6
PA_vRNA	329	2056	2
PA_vRNA	329	2098	8
PA_vRNA	329	1948	1
PA_vRNA	329	1976	1
PA_vRNA	329	1724	2
PA_vRNA	322	1919	92
PA_vRNA	322	1995	2
PA_vRNA	278	2090	1941
PA_vRNA	278	2039	2
PA_vRNA	602	1778	270
PA_vRNA	602	1672	1
PA_vRNA	602	1802	2
PA_vRNA	602	2051	1
PA_vRNA	253	1990	6387
PA_vRNA	253	1991	4
PA_vRNA	253	2062	1
PA_vRNA	253	2076	2
PA_vRNA	471	1782	1405
PA_vRNA	471	1824	720
PA_vRNA	471	1781	1
PA_vRNA	471	1822	1
PA_vRNA	471	1940	1
PA_vRNA	262	2053	321
PA_vRNA	262	2050	20
PA_vRNA	262	2098	7
PA_vRNA	262	292	1
PA_vRNA	537	1789	640
PA_vRNA	537	1868	4
PA_vRNA	537	1784	27
PA_vRNA	537	596	2
PA_vRNA	537	1714	2
PA_vRNA	537	1713	1
PA_vRNA	286	2022	809
PA_vRNA	286	2012	13
PA_vRNA	286	1992	3
PA_vRNA	328	2097	8793
PA_vRNA	328	2024	2
PA_vRNA	328	2017	2
PA_vRNA	328	1885	2
PA_vRNA	591	1717	800
PA_vRNA	591	1697	2
PA_vRNA	454	1731	2
PA_vRNA	454	1931	3
PA_vRNA	454	1928	2
PA_vRNA	454	1700	3
PA_vRNA	454	1904	7
PA_vRNA	454	1895	2
PA_vRNA	454	1862	1
PA_vRNA	454	1951	3
PA_vRNA	454	1918	1
PA_vRNA	454	1841	1
PA_vRNA	618	1701	358
PA_vRNA	618	1634	1
PA_vRNA	605	1903	600
PA_vRNA	605	1743	4
PA_vRNA	605	1590	1
PA_vRNA	255	2103	229
PA_vRNA	255	2054	2
PA_vRNA	255	2055	2
PA_vRNA	255	2094	2
PA_vRNA	255	2013	1
PA_vRNA	245	2031	439
PA_vRNA	245	2064	8
PA_vRNA	245	2030	1
PA_vRNA	281	2095	524
