"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
16.9993,181.896,0.839694,64.3505
47.2736,68.048,76.0324,23.4792
54.1542,146.364,63.4602,153.729
-2.22294,58.8626,-15.6917,92.3798
-2.5245,61.6692,-34.3824,57.1692
38.1158,84.7708,-12.5587,67.1714
57.0635,174.102,108.344,134.816
14.2664,96.0122,3.5859,94.169
64.1965,136.653,-1.47953,91.8468
33.3427,135.656,63.9826,116.711
55.3054,229.666,-37.1843,74.5076
33.8394,122.055,-17.8407,73.6912
21.8319,157.922,96.5869,87.2432
34.2388,128.11,72.0008,108.431
26.0387,116.305,69.4478,94.4946
38.5662,174.907,77.0605,114.505
2.21383,95.824,52.4676,94.7294
4.68364,86.9706,-28.2092,94.1001
47.2978,121.493,35.7955,136.438
58.5946,98.3959,47.1207,116.873
18.0596,103.286,-82.6675,92.578
42.5204,143.191,4.35158,82.9439
51.0919,143.627,108.296,159.205
35.9038,141.573,38.122,124.278
34.3991,122.305,62.8886,102.795
12.7422,42.5979,-28.6811,62.7234
45.1587,166.855,129.094,130.641
26.9809,96.9533,-90.8712,93.2638
31.3608,132.664,156.198,123.904
0.31966,78.4184,-5.93566,73.9949
49.9834,119.556,45.0279,99.7652
12.0513,90.2372,-1.1028,84.724
22.2369,119.118,72.5226,72.6678
10.2147,77.4744,-33.2517,51.4881
18.2194,89.2951,-71.8626,86.9962
853.94,186.963,120.553,102.286
79.9549,147.297,157.655,152.335
53.6214,75.0823,21.7366,42.4861
34.4483,170.077,93.6909,91.2387
13.2309,104.852,-103.631,81.4455
40.2945,86.782,90.8363,92.8985
30.7011,121.305,116.712,124.179
47.9424,125.489,145.263,137.852
73.4095,97.5178,223.406,154.537
14.4626,285.96,92.2806,102.799
10.0949,93.8786,16.8267,28.295
34.1527,177.877,7.94643,124.088
20.1782,71.365,-100.163,45.8267
14.3318,116.931,124.926,80.8245
53.3843,104.727,66.6708,129.704
10.2162,92.3721,41.592,81.7392
45.2822,113.303,77.4822,80.4033
0.718032,52.1652,-24.6816,35.8154
2.76947,81.0609,-55.9997,20.8229
-0.236714,57.0128,28.2594,68.8897
43.2544,100.779,82.6432,110.946
27.1156,101.217,-54.7269,90.4734
1.85645,37.4318,-69.3459,55.3436
24.8997,138.708,24.5178,172.366
12.9176,90.4256,-58.7514,79.7438
23.0077,96.3259,54.9168,47.8778
56.2447,152.022,99.3592,79.7132
6.96216,94.82,-13.3306,35.6337
17.3045,118.806,-56.3735,91.2906
19.246,49.1674,-120.255,58.1214
68.0462,152.581,147.076,198.54
60.6108,194,-65.9575,81.5908
37.9722,105.416,154.32,95.2951
95.7643,189.865,-4.92099,123.724
3.72847,13.5812,-98.8731,23.784
22.5597,144.747,5.0236,122.002
64.6836,116.743,191.568,103.806
71.9499,185.419,2.1137,106.81
37.2654,109.424,71.4553,119.055
1.90338,105.541,-22.1355,86.6337
89.2629,163.941,-95.0363,93.372
3.23202,129.67,36.9456,127.62
61.9231,118.993,125.192,104.097
38.5947,142.818,119.748,135.689
76.4905,149.784,24.6509,135.896
40.1357,91.3048,21.6144,55.766
146.572,198.809,33.7447,73.7996
7.01249,85.4622,-5.69346,90.8863
32.7211,174.473,91.15,137.081
30.9878,106.606,78.1156,98.4032
