"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
56.6378,121.555,103.048,504.733
49.1719,1781.58,80.3843,45509.5
14.3877,101.468,3.71907,342.354
19.5054,124.553,36.1165,248.377
29.508,1296.28,-0.10835,305.427
101.168,1289.91,8.2347,65453.4
33.8653,90.2372,11.313,265.569
61.4659,93.8159,17.5971,63748.9
56.7094,1258.05,54.3579,344.605
17.0653,930.755,0.760111,22983
19.341,811.275,-6.11836,21075.5
30.9009,1198.46,48.9548,8022.85
48.0943,115.492,31.3841,321.836
81.5704,802.934,61.575,114038
48.4181,962.2,133.227,23826.9
6.23085,966.461,39.1204,39033.2
32.7832,125.801,-48.8973,361.462
22.5514,1269.39,16.6187,591.517
53.6442,158.667,1672.15,399.082
21.4994,1225.34,72.9509,13953
25.0337,82.8218,77.3693,394.818
-3.21938,170.51,53.2181,77223.8
23.914,135.843,-57.3184,592.258
37.6425,993.045,142.273,66184.1
93.6476,1231.41,167.613,20707.5
75.9832,929.795,164.361,83151.9
0.0896717,834.379,78.9801,70723.1
3.01206,709.498,-5.27428,31852
59.1222,225.005,-66.327,44873.2
31.2255,113.303,6.49368,205.884
8.73248,602.06,87.018,14448.8
31.2632,1499.29,83.4263,353.851
30.5295,256.085,176.251,246.707
19.8287,931.475,88.278,11193.5
11.4281,151.836,-5.61268,421.713
23.9361,952.599,120.941,37613.8
23.7056,114.554,12.0434,298.958
39.2151,557.845,64.2443,10588.1
28.43,143.005,5.51588,705.171
14.3675,1155.49,19.9155,235.062
0.765516,744.304,8.29091,60591.1
72.0386,800.173,-10.4093,108598
34.8188,636.534,-71.7175,12272.1
43.6079,1066.08,6039.05,21538.3
46.093,1361.39,99.2082,14161.6
36.3457,6.0571,-10.312,142.12
36.7801,1549.76,18.6913,282.527
35.595,1109.4,136.374,10587.3
55.5776,888.628,197.238,25713
32.5471,683.214,8.57756,13564.1
13.1255,96.075,103.401,293.964
64.802,675.112,-101.278,86604.7
-16.548,414.82,77.0231,183.73
60.8385,451.835,109.646,54970.1
13.8105,1655.2,83.1091,21783.4
38.6654,835.159,774.604,90877.4
92.2963,420.091,36.7509,90650.5
54.6418,1049.15,44.2536,22205.7
25.5942,1679.56,266.22,36780
36.5986,83.4506,27.1285,412.252
46.7993,592.745,69.4406,9033.91
41.5733,153.265,112.31,468.151
34.0798,930.095,33.089,26566.9
56.3721,97.9569,214.517,424.684
21.495,96.8905,-11.7957,234.214
7.46286,259.257,113.994,363.332
20.2037,1666.42,3930.77,12777.5
56.7414,1305.52,130.649,45468.7
59.7335,125.739,78.6885,299.298
58.1799,252.423,-20.072,22384.4
122.786,33.669,84.5313,73227.3
-3.18259,505.612,29.1295,7860.71
34.1403,2101.67,80.5455,29132.7
22.6209,509.394,58.3516,5179.76
-9.97248,1303.78,69.4805,57785.3
20.2275,1679.56,93.7962,22049.6
50.9473,968.321,102.658,37090.5
22.7668,135.656,-9.93908,348.497
33.7897,97.3297,38.117,322.657
39.6491,1199.06,67.1608,5719.59
-0.326823,760.147,78.207,100753
29.4834,109.862,72.3775,338.59
26.7062,743.224,345.362,53720.8
-55.4465,556.001,31.1817,2868.02
-3.79112,20.0854,-8.33406,232.263
41.1015,166.545,-40.3395,459.713
29.8509,457.42,-16.8262,218.641
6.84514,1741.91,39.288,11946.4
7.69328,954.099,34.4431,11197.4
-5.55758,1217.12,29.8725,16338.5
39.6199,549.946,72.5597,3242.97
37.3908,507.707,219.952,12654
42.9441,140.016,146.269,261.071
45.4961,1131.37,28.0538,44673.6
24.3913,1185.14,13.3811,17101.6
60.2138,1100.64,102.822,43542
23.1828,93.6903,94.2906,308.362
14.8643,142.258,-29.4406,173.779
56.2996,957.219,-29.9065,22899.2
47.5314,1345.96,43.8348,34122
66.3192,557.038,60.8767,22656.5
61.5842,106.856,77.1776,400.126
45.864,689.455,-0.529007,70642
-28.9776,92.6232,2053.01,1444.54
38.9977,640.67,-27.6039,18307.6
41.6155,59.4367,162.349,7219.77
-23.3546,20.6593,-71.0811,1501.2
45.2498,900.75,115.352,31130.2
71.624,1998.87,147.579,34658.2
12.1207,1403.27,58.6578,13385.2
31.0916,147.795,154.274,452.034
123.731,1303.78,155.817,106284
20.7358,1302.22,11.1163,14911.9
77.773,126.051,117.734,382.786
53.0923,676.193,107.844,14452.6
64.6038,543.884,40.6697,31313.7
47.1527,2103.59,57.2651,1296.89
49.4097,123.616,60.9803,413.066
45.8502,235.058,-60.9046,607.702
0.362292,82.696,27.2469,239.614
24.0033,102.784,30.7793,284.134
26.7805,184.677,61.2486,322.444
31.6238,1067.76,37.9985,246.832
37.4466,1229.6,15.6742,427.584
32.013,945.037,105.355,276.62
54.9946,1808.94,112.252,26305.5
26.9098,1379.87,153.992,50390.7
-21.7921,891.809,44.4361,109231
13.0892,832.579,161.023,54917.2
82.8979,932.975,509.131,18360.5
-41.6732,1498.87,123.138,111875
-1.91279,949.178,119.547,35823.7
76.1934,1576.1,1082.38,54584.4
-4.41674,1107.42,4.55363,284.597
81.7978,1562.6,267.688,76149.5
33.2407,609.989,-41.8953,23183
-1.87565,1169.23,-27.4835,168.32
14.8018,777.79,-12.3187,14844.9
-23.2793,922.234,-35.902,67816.5
21.9878,1029.17,135.924,6904.44
-33.5162,-73.9323,-66.8925,311.058
95.9398,533.417,-48.517,62392.3
18.9068,993.165,107.351,260.113
71.9141,644.463,165.382,29389.8
30.9534,104.1,-19.8124,248.297
19.7129,93.8786,-20.5976,2288.45
24.5801,153.513,-43.9573,256.563
6.01722,39.7916,-137.288,237.979
-27.6078,74.8304,34.5772,95028.5
71.4073,1205.06,85.3677,89375.3
23.6165,1461.66,139.959,327.117
36.4745,774.789,82.5844,69085.4
63.7929,649.779,42.5798,40815.3
25.2939,109.799,47.729,274.62
29.0045,460.475,24.5271,3343.79
82.1997,644.35,108.241,42948.7
43.672,663.44,436.734,29852
49.5057,761.467,79.4552,31675.1
54.495,696.116,32.432,39653.4
49.8597,1083.84,227.35,41868.5
40.8527,873.565,189.22,292.584
47.667,1201.94,844.106,14521.3
35.197,770.288,42.4556,342.796
31.3743,265.594,46.0533,493.662
55.8394,3963.54,39.102,11618.9
