"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
13.5282,676.073,-13.3386,37028.4
64.7815,566.19,-37.5486,51184.2
14.3502,74.2007,81.2564,176.133
-2.64079,594.633,26.1535,13850.5
24.3524,43.1719,34.2182,2059
28.4574,440.057,-15.8658,32221.3
36.9404,970.662,101.613,331.671
30.5912,58.5437,38.948,2504.01
40.5953,485.84,-54.944,4729.2
28.8325,89.2323,7.22679,1056.05
28.5597,529.132,-52.733,50108.4
20.6256,592.459,-46.1463,25001.8
25.9667,596.69,7.42676,315.499
-23.1662,220.832,76.4702,82137.2
-1.14364,569.64,25.9803,187.912
30.1195,255.536,35.2973,11723.1
-78.7441,340.543,64.8487,125277
18.6945,512.418,2319.32,283.709
-3.90778,707.578,-115.924,81675.3
46.8702,434.512,-138.341,15372.7
21.126,384.579,15.8992,109238
32.047,34.7532,-70.0668,236.335
26.3473,173.854,-14.035,248.86
56.8282,120.618,53.4158,325.313
27.6278,593.718,40.4003,258.728
45.8834,422.457,-52.7668,13025.6
32.2807,568.26,-1.58238,37453.9
162.886,450.599,26.0055,455.147
39.9392,64.9223,-104.317,333.221
5.20083,921.454,-81.2966,20026.1
-9.78679,101.406,-64.9336,514.776
-20.5009,536.716,-45.9117,38691.9
4.13001,813.195,124.14,45137.8
101.087,68.8134,-4.47521,355.578
19.1773,482.158,-37.5489,23759.5
7.57696,672.952,-22.9399,58924.6
-28.3496,272.412,-37.3032,77559.4
32.468,45.7231,-22.5351,280.842
18.8845,157.86,4088.98,353.872
11.1615,1181.84,125.915,53090.2
24.7665,70.472,54.6049,308.877
17.2993,598.633,59.383,359.617
18.2552,599.719,-24.3062,795.015
84.0445,713.759,1419.96,40108
32.2983,201.213,16.8068,6554.27
35.7832,103.411,-4.06125,1288.01
49.6139,1154.53,17.352,999.069
55.9161,909.031,66.3805,390.134
-4.46011,667.665,20.8313,58208.5
9.10617,426.419,200.034,20787.1
70.9386,626.149,42.6837,21768.7
46.1513,1312.48,2.24173,25162.3
116.221,880.167,4.04808,14906.7
95.6226,666.482,48.3788,68560.5
-14.9301,588.053,5.91997,84262.9
-7.58711,356.979,-9.02387,61070
54.4033,201.459,18.407,211.264
21.0556,284.565,129.292,34279.2
12.4312,454.07,-81.5003,27086.4
-12.1205,509.22,-0.39098,32511.3
34.3363,457.714,-48.0713,14815
64.7061,373.902,814.338,34752.1
40.9417,53.8236,19.2174,234.012
37.7749,128.922,-80.6195,798.905
49.6065,294.57,111.106,13312.5
18.6173,37.1129,20.8797,547.876
47.2274,946.118,96.3601,6465.12
-44.7673,731.942,-33.6341,118547
61.3262,85.7137,-74.9777,392.751
16.9709,706.858,-13.6473,420.45
3.33745,77.7891,251.526,225.424
-8.54448,578.425,-101.701,45668.5
66.9592,149.909,-80.8978,62531.5
1.8361,867.625,18.1183,113019
-22.2013,517.763,-4.48315,63002.3
8.25396,709.618,-125.305,85901.5
-28.4813,576.531,-62.4362,146.757
16.6798,744.304,-77.6327,60744.8
-54.5831,471.562,53.9479,62774.8
79.5134,584.788,-5.02113,131165
25.1505,34.817,-80.14,254.041
39.9263,661.015,-34.3636,4096.7
-40.6482,459.711,48.136,122556
32.9625,254.315,-97.8352,22935.7
-3.33811,963.941,26.2398,72787.5
-6.92332,789.191,17.4959,41003.1
31.295,52.229,-78.9052,252.937
184.204,553.983,-9.34581,63860.5
1617.51,347.868,-42.4392,50554.5
12.4228,568.548,1.72661,51279.9
67.3898,954.039,-27.4216,19017.7
-10.2959,855.322,44.6819,76114.6
8.28678,796.513,30.0157,10845.5
-29.6939,370.319,-21.1476,66833.8
90.2162,805.694,84.9218,13923.6
61.138,74.6415,-96.9964,371.605
37.0524,76.6562,-25.155,319.226
32.3831,633.528,-44.9817,37921.4
55.845,713.219,177.841,106497
-12.6614,378.378,-134.79,48136
28.3566,496.931,6.93629,39611.8
-12.1482,861.083,38.6718,60221
81.9153,593.317,-36.4694,105170
9.27426,418.374,-46.6589,8664.08
3.48353,425.887,17.8459,30737.3
16.8032,331.464,50.8216,68287.7
28.0149,51.7187,-12.165,276.582
42.9417,1115.53,-2.39377,21002.9
12.6858,559.918,48.5546,69266.2
8.61044,509.685,-9.27211,36071.3
25.8669,225.128,-30.3693,35634.8
32.0597,296.751,3.53867,41906
64.2337,894.329,35.7073,45077.1
-27.7437,330.862,-41.3836,69383.4
33382.3,866.424,-13.3315,16037.4
8.32839,699.056,8.34714,102609
16.8038,81.4382,-62.9097,286.888
-21.0901,649.271,81.6438,56909.5
15.4765,143.502,7.53061,3879.08
36.1681,533.765,198.625,12559.5
31.3058,31.4368,-42.397,251.743
23.5496,764.347,0.90972,10149.9
29829,516.311,-26.6955,44097.9
-9.37854,552.369,-37.6965,19884
-9.64565,128.173,75.6683,917.125
20.2133,42.5341,-42.7087,200.146
-47.2663,527.393,82.5731,79260.4
69.3912,396.066,50.9345,37562.5
2.30719,734.402,-5.12216,58804.9
15.6961,34.243,55.2489,227.401
31.1946,918.633,-27.0479,10898.3
30.4768,755.886,134.543,92989.8
20.1352,954.279,202.462,32638.4
12.9138,268.822,-67.3116,50173
35.1991,632.28,17.2118,31198.5
61.4466,1209.98,-21.3994,23641.2
21.0103,362.307,-27.8774,55830.1
-40.5754,149.847,-11.2341,2360.96
53.9258,363.264,-40.9692,16999.3
13.4992,145.805,162.348,5929.11
-21.9872,948.398,4.64774,79927.5
68.5412,1160.59,159.171,7276.29
26.4507,305.707,-44.4447,53192.3
48.9918,646.5,4.5371,143341
21.2215,618.588,-69.3067,11430.8
8.70702,1070.76,0.236373,37484.8
85.1738,537.121,735.178,66554.8
-33.4017,602.574,-173.655,19177.8
67.4382,928.295,46.7763,18890.5
6418.18,452.129,-8.14651,31821.8
15.3379,684.894,117.778,10276.5
111.093,1054.32,6.78723,19309.2
48.1949,464.643,116.201,56580
11.6231,539.723,-46.6202,479.15
21.51,68.6859,-7.72723,287.316
52.2721,511.778,-133.841,30554.8
54.3174,306.251,-28.0439,6868.03
26.7487,77.3486,216.936,301.633
60.7119,641.123,-131.273,27015.9
22.7877,72.1852,-66.8554,169.693
30.6434,430.91,-73.5591,1670.42
27.9185,452.07,40.0531,8610.56
14.631,519.911,-139.554,345.748
-1.50793,431.146,50.7946,9712.54
31.4529,535.964,-49.117,6875.27
6.43584,465.288,2674.51,74518.9
-15.0522,687.174,25.8202,28659
150.335,330.501,-60.7992,18502.6
21.9796,316.519,71.5191,807.2
75.364,930.695,91.2198,65692.1
41.0334,302.804,35866.9,406.41
-46.9598,261.39,-96.297,7292.62
-79.4613,510.906,-9.56508,124211
30.7259,600.861,116.205,126639
-6.24399,314.829,-98.2813,241.387
55.5661,781.81,47.8557,39271.9
3.11192,60.2021,-0.515362,353.917
40.0164,629.613,-77.8503,16456.7
14.2049,439.408,-3.04334,11152.5
63.6557,421.807,-74.1518,64341.6
-46.5603,83.8907,4451.02,6639.72
27.3044,895.829,-142.852,53130.2
3.81927,27.164,-78.1573,184.056
39.6914,97.0787,-15.5746,287.716
-2.73108,37.368,-21.2567,251.915
33.0815,55.9285,-63.4825,230.94
76.4773,589.541,149.468,128256
97.3494,164.561,11.1078,24287.2
67.4798,513.173,-36.0893,32854.7
-5.96245,557.441,0.575501,24516.9
57.3531,733.382,-97.7251,54725.4
50.2738,718.56,-32.7159,28690.1
16.3203,608.678,60.8259,106451
29.3322,232.056,-61.4261,10078.1
3249.96,662.03,2986.49,33078.7
46.8726,173.359,24.2676,1267.15
109.938,95.2593,130.72,432.224
71.4922,406.52,-116.09,35240.1
4934.6,806.354,-73.1621,33741.7
3.65204,595.376,-102.933,40087.8
17.5856,654.187,20.4316,8206.95
16.6592,776.889,86.2348,61350
7.89108,592.86,-58.4135,47876.4
51.9169,581.235,-63.1149,85574
-29.3486,581.636,62.3463,52629.6
25.0093,244.298,-54.2381,117.582
35.2305,85.2737,69.9237,339.072
21.3097,118.493,23.4951,918.142
39.1755,318.752,-12.1187,570.238
15.7056,67.9204,4.57774,153.324
81.2075,129.296,-8.14694,270.594
8.10911,553.349,24.9306,9439.16
39.9958,464.467,9493.28,20923.6
-23.8969,641.859,437.903,68726.9
47.3596,333.57,-75.633,70458.6
-4.73118,664.623,12.0442,30136.1
636.167,582.209,1404.24,68553.3
42.1847,273.081,78.5832,71703.6
-2.32974,463.469,0.620727,7483.66
43.7048,847.401,71.5181,420.005
-46.7331,486.717,39.0004,31442.8
25.3112,773.709,-73.647,45485.6
450.027,94.2552,-55.6209,279.239
26.7045,438.052,-55.1967,215.262
10.8808,35.4547,-27.4646,160.025
17.2059,559.572,-82.0607,31535.3
27.4925,40.0467,141.638,2142.25
28.5899,211.677,81.8295,340.491
65.3019,2271.8,114.523,731.487
10.7329,495.94,-37.9384,21529.9
28.6298,72.2482,126.041,305.63
8.40145,25.5059,51.8595,818.856
25.0629,86.5307,-27.1996,269.863
34.0174,852.862,242.083,15709
-16.6748,110.55,30.9356,1285.84
35.2216,427.129,-27.9488,86409.7
24.7152,84.9594,19.3815,503.242
-0.910879,405.392,-55.1289,33456.7
1.39901,558.651,-27.5355,6895.1
29.0744,38.4523,-85.1388,15070
29.282,568.548,73.8387,214.91
49.9133,423.818,-27.5449,51398.6
33.707,850.042,478.632,12638
62.3495,458.478,22.5222,80034.1
140.095,47.9555,-89.6818,184.376
35.7118,57.5231,-57.3324,224.731
52.6679,45.7869,49.7269,7877.33
47.371,701.697,-46.7103,17090.9
7.81297,755.646,-21.4466,10164.7
6.0633,414.939,-6.23377,80.746
12.4353,1167.49,-55.3251,31338.1
