"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
11.9133,660.62,-26.0915,29990.3
7.92791,979.363,-0.66252,8969.17
38.755,953.499,101.005,15170.8
43.2236,1389.05,-13.6971,24230.9
35.8487,63.2639,32.239,3409.79
16.4004,89.3579,-2.41923,368.213
14.3533,243.747,-20.8689,18698.3
26.7836,99.7755,-53.8335,273.42
7.32551,122.742,-62.7391,329.915
22.2901,1606.65,97.0462,29032.6
93.7703,443.18,46.4761,80213.5
42.2889,674.752,37.773,13925.5
23.3689,716.699,80.2275,79366.1
21.4667,714.599,-18.3864,219.1
22.8234,94.9455,-2.00328,165.727
27.5268,621.887,119.88,489.043
28.0327,462.06,-44.4298,29851.4
62.6888,110.3,57.7789,367.499
19.3305,866.424,1727.69,20644.7
5.7635,840.38,126.626,42397.3
73.4,698.156,57.8427,27917
67.1658,1094.76,93.8267,17468.6
13.4781,703.317,121.734,122572
17.437,918.633,138.502,57677.2
111.935,1089.42,59.1242,83818.6
25.5494,159.102,-156.728,2145.12
32.4674,115.492,-140.862,360.032
46.6386,1196.42,17.7089,65596.8
7.61314,136.154,5.92248,656.961
49.5737,533.417,31.0418,31292.5
61.114,1272.21,714.21,32878.5
-6.74426,1112.17,-27.4314,58821.5
55.7009,266.264,1234.61,310.565
57.0632,568.663,-68.2538,45592.8
51.318,510.615,-47.1719,58749.1
103.548,687.655,-10.8071,124229
-65.4504,15.6217,-103.958,182.932
61.9866,323.033,-0.560747,751.775
42.77,73.382,-61.578,365.622
33.3557,1055.58,78.268,236.99
1892.84,-31.0852,-90.1464,177.333
198.509,1176.62,-12.7813,8210.62
70.9278,874.766,19.3836,1305.04
9.04786,825.918,57.2137,20383.8
15.2357,923.254,43.8892,76221.2
17.1927,741.183,-56.0462,292.355
12.5916,703.857,-5.21004,24885.9
37.644,624.388,94.3102,442.174
78.6469,80.9351,-66.3145,273.718
154.469,515.846,82.8108,8680.73
37.9406,134.16,75.2613,330.094
97.9064,704.217,-40.8496,44602.2
14.5565,934.836,-4.55038,53272
20.762,1439.76,73.4237,50710.9
39.4121,84.205,662.096,3512.13
8.12838,944.497,-43.6438,53778.1
-41.2931,522.522,-27.8281,29758.1
-25.8103,1402.85,61.674,67261.7
-5.28952,808.755,2787.16,85803
25.4672,69.1324,-0.722028,273.627
15.6891,532.781,-12.446,55081.3
1.80428,64.8586,46.7724,201.077
40.1345,1050.23,60.7095,2723.35
59.6324,299.536,60.9215,35945.7
45.6345,631.997,-124.592,52680.5
52.7859,647.405,96.1944,317.935
111.042,156.867,46.3715,499.843
73.6161,566.938,46.1956,68360.1
