"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
76.4091,69.9617,-61.1398,168.915
127355,735.723,-16.2878,379.298
65.9111,398.503,182.249,10670.7
53.5504,745.804,60.0455,24616.4
18.1574,811.275,276.295,21463.7
217.06,43.4908,-23.6295,185.178
50.5864,45.2129,-20.2229,215.362
28.6483,596.462,90.562,28756.8
85.12,1034.27,246.92,53027.1
47.9578,326.828,85.8038,41962.9
33.0021,60.9038,21.3263,604.925
4.07058,411.502,28.2152,23967.1
81.425,102.659,105.756,360.145
34.1469,110.237,-43.2748,684.664
18.0342,151.276,-16.1334,56095.5
65.8479,132.04,101.975,820.792
37.0761,93.7531,48.2721,298.338
12.109,103.098,-13.6924,2147.36
61.4358,350.627,70.8118,8059.85
21.0701,89.5463,29.8441,311.858
15.1534,207.678,-78.0633,5727.3
704.141,87.8502,88.0736,283.131
8.42971,581.751,-37.4847,61375.8
57.0755,643.897,110.484,4309.04
41.0357,317.304,44.4468,59071.7
-1.57441,45.9145,1.69567,157.756
40.2669,558.075,-19.2893,7536.42
23.18,816.676,60.2175,85273.8
74.9628,1040.93,-55.524,9382.05
96.3225,824.597,148.644,324.316
84.3866,721.44,8.25742,55321.1
24.548,552.196,18.6168,42930.6
13.5579,1192.4,2051.3,59034.5
112.057,668.172,-25.4954,37809.3
42.3816,88.29,95.3215,372.257
59.7747,78.3555,-69.6596,444.972
52.9554,219.358,177.051,11827.3
21.6738,544,-50.1989,3001.8
31.4304,128.734,-43.8969,365.701
26.3462,750.125,-28.3972,248.992
157.149,98.5214,89.007,338.676
60.0522,172.554,164.474,354.04
461.114,121.742,22.4688,328.768
12.9031,82.6332,17.3322,452.546
107.193,557.902,99.951,71913.4
0.708714,288.994,-41.6543,1497.14
47.067,591.544,63.4368,35985.7
42.2017,941.137,-6.28277,27268
367.469,309.515,156.977,11808.2
37.8331,677.993,8.63133,44205.3
12.6413,725.401,-34.1899,980.622
85.4463,166.855,2.93409,320.132
9.9721,559.054,50.1901,9447.2
311.697,674.992,578.087,11839.8
78.6805,91.1164,99.5066,275.963
-8.25417,1087.08,2303.27,89390.7
17.0372,118.431,8.21682,303.542
45.9624,395.234,177.157,6629.52
-29.9171,236.895,36.5331,24859.6
96.9365,961.48,-15.5244,30574.2
144.408,109.862,22.3396,320.179
84.7232,879.567,55.2864,22583.6
27.5084,84.8965,54.8652,10649.1
33.4294,1369.67,-15.7216,314.003
79.7335,91.242,97.0545,320.631
19582.1,757.626,46.1204,13695
39.3103,564.983,161.653,51736.1
23.9511,409.486,46.5363,7774.52
39.8123,1435.44,9.58533,34459.1
58.8574,119.931,-33.852,270.287
32.7616,1796.34,282.597,26603.9
61.3514,252.301,-102.147,20667.8
-29.9263,690.835,70.5005,68411.9
50.6687,79.614,67.6165,370.574
32.5933,122.929,79.6135,905.982
9.69347,903.751,31.5945,36802.6
13.5303,919.773,96.1046,19903.3
79.7666,179.794,198.046,705.974
39.1183,960.82,54.0344,19513.7
104.757,470.683,148.773,353.01
539.74,1062.18,-37.4413,37326.9
20.3361,121.867,-32.1309,192.584
88.305,974.142,158.186,102833
51.2838,96.8278,145.282,363.09
29.1593,438.995,628.939,277.234
30.9013,661.579,-17.4882,266.251
58.6182,672.472,7536.01,44747.1
70.833,1009.31,67.2297,31770.4
88.3568,124.678,56.1709,325.551
93.1771,930.995,48.3351,16876.8
114.349,564.062,119.209,5600.92
62.3657,678.653,81.7751,8708.59
32.1026,594.976,12.8042,5738.67
82.4066,884.607,181.272,1124.13
77.8456,576.875,12.2989,117269
-3.55647,107.044,47.4505,360.805
1.44041,73.9488,-40.0704,253.676
5.964,667.834,-6.31058,7108.56
27.4185,117.493,1.9656,342.851
143.556,769.148,67.9817,11933.1
226.435,906.331,-38.7786,382.458
-10.8133,481.514,-94.7821,49493.8
52.8314,593.718,-0.618984,63076.2
9.32247,138.335,88.114,588.735
-17.42,559.688,-49.5073,63390.1
11.6157,502.817,37.756,212.231
318.025,105.729,144.228,411.831
66.6584,631.089,5832.21,36231.6
131.44,57.6507,-29.9431,198.632
77.289,610.274,48.071,66285.6
35.2792,171.439,85.0508,1264.89
-16.5953,577.908,-13.9844,47881.6
-2.51103,45.4042,27.8769,198.834
29.8499,142.756,79.9519,516.97
71.9986,919.833,151.331,75720.8
86.0161,434.276,-39.3699,89578.9
564.882,73.0671,-2.39561,237.257
6.39339,53.7598,9.03624,263.114
47.2631,814.816,51.9102,13302.2
70.3886,1379.81,22.6307,8857.66
-2.18887,693.536,-21.2684,75998.4
334.612,431.501,159.215,35993.4
16.5372,372.35,8.38738,13907.1
57.0089,227.459,25.4023,305.235
26.1524,621.034,-44.7416,8651.81
59.8188,774.009,100.314,4553.3
26.4565,147.546,-39.3656,754.037
208.156,724.081,-7.02555,34339.4
57.4727,31.3731,19.9741,562.513
58.3429,127.736,-16.297,260.499
27.0641,544.982,-18.0634,9967.54
119271,526.466,69.574,49820.7
21632.5,958.3,9421.72,11294.1
116.742,546.656,1.98689,33094.3
428.155,98.4586,15.9278,280.579
21.9814,495.473,-64.7128,15787.4
14.711,53.0581,36.9466,342.94
4.06804,632.904,-5.82674,19430.2
176.069,127.674,-68.0362,465.74
38.4145,618.702,-18.2429,14173.5
88912.1,1191.98,103.845,22246.6
23714.7,512.418,-15.7396,68615.4
46.4668,444.594,79.6073,399.197
41.3914,76.9709,53.1093,287.507
26.1112,1086.72,48.2001,78992.6
64.3503,695.876,99.9096,447.121
78.0695,177.753,352.252,41369.9
58.7788,731.942,249.789,48785.5
