"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
24.8869,92.9371,39.8749,88.5834
78.4088,95.3848,-1.7546,138.45
15.3977,84.0793,36.2463,108.427
47.1675,87.5361,21.5008,126.568
25.6096,85.148,55.7317,56.9722
64.4587,155.439,197.594,176.856
28.1338,71.8702,-79.6436,80.796
7.02464,75.3971,-41.8686,53.0292
32.8418,27.3553,25.9453,50.6394
14.1364,45.9145,-68.9625,66.0275
19.6576,64.2845,-58.8682,85.4199
33.0628,90.3,-28.8062,50.4307
68.4249,117.556,-16.5881,138.452
28.0455,76.7191,-74.9442,35.8312
10.68,53.696,32.1903,103.233
15.3681,127.299,65.3626,81.2942
26.8243,41.5136,-21.2989,86.3231
203.108,91.7443,31.7089,108.199
20.0918,79.6769,-57.5973,55.423
36.5503,86.2793,-9.77653,143.738
18.0914,36.2838,-18.1704,52.5375
40.6284,145.058,17.6483,86.2265
191.513,64.1569,-3.73224,98.2309
39.8807,98.5841,99.013,102.35
8.99866,48.9122,9.86574,52.7392
98.8183,238.425,213.061,130.536
20.1597,65.5602,10.6853,108.733
36.2972,131.105,153.457,110.995
61.6347,146.675,-26.4053,88.0538
164.652,80.0544,4.98523,123.58
72.5939,130.98,221.902,161.208
41.3324,82.8218,-20.2659,74.9506
12.6179,30.2889,-89.7601,70.4567
303.488,117.493,-107.566,109.396
17.8578,92.3093,-33.4549,121.087
24.9054,47.2539,2.04338,110.871
15.2422,65.1775,-20.5292,58.7707
14.488,130.356,-31.3675,106.058
43.8337,81.1238,135.567,143.957
464.843,128.11,72.3153,129.596
-0.776282,84.4565,-96.8856,98.4216
23.422,85.3994,-49.1272,135.727
24.356,111.364,-11.9776,92.806
48.8228,119.806,36.8155,94.8112
36.6552,100.528,68.1332,107.736
42.8529,58.9902,-15.0349,52.0881
7.97239,113.616,83.7285,112.007
11.4887,53.6322,-97.0674,55.9665
3025.51,1206.26,-39.9372,72.4102
12.309,77.7891,-57.4306,56.0988
71.2468,61.7968,-12.7656,76.9493
83.2468,113.679,91.1782,127.804
9.67111,114.93,-41.2742,124.056
17.2321,58.1609,2.3232,81.0768
16.3193,77.4115,-22.6945,103.397
18.8817,87.8502,-63.9322,110.778
20.8699,35.5185,-88.6914,60.2502
5.95194,20.9782,-77.5096,80.9513
41.0123,96.0122,-52.7774,67.9106
17.076,87.2847,-38.0759,74.0847
19.5678,58.4799,-34.828,58.8785
52.92,101.531,-34.4042,114.337
43.8421,77.8521,-16.003,100.42
44.3898,200.535,490.578,185.649
53.1379,52.229,-17.3094,96.2089
24.1616,52.4203,-143.28,41.3808
21.742,57.0766,-44.0786,66.8028
34.8511,70.0892,-30.6957,82.9976
37.8315,134.534,-86.2729,98.763
31.6739,71.1737,-20.7854,95.2032
26.3652,82.5074,-30.4546,125.157
28.7155,37.8145,-91.9033,52.6703
26.5982,76.5932,5.96986,105.363
43.3475,124.865,214.763,94.5095
10.5894,60.2021,-21.7675,58.5271
44.3626,86.8449,-15.5751,139.971
95.6006,151.338,160.103,153.843
50.7083,126.301,43.113,67.9118
9.1129,26.0161,-5.15444,33.962
432.554,75.9637,-73.2479,80.8268
63.3661,73.382,-57.4702,75.9701
42.6721,99.3366,39.0849,90.4326
19.2714,26832.4,2.19591,383.908
25.2102,49.2312,114.715,70.9209
36.2831,19.8941,-70.4021,63.8703
40.6575,100.026,-2.01738,125.599
45.4905,104.602,133.413,136.383
-0.933044,67.6653,-53.32,75.0393
9.92666,85.148,-60.8544,126.085
25.9388,88.1643,102.946,111.678
0.981134,86.9077,-91.1805,73.507
30.2822,107.357,8.0452,91.608
21.8429,34.817,-22.1238,67.7686
27.1744,66.0705,54.4257,83.9369
14.6287,57.7144,42.0351,29.5747
10.1439,57.2679,-44.2811,65.4341
11.4565,89.986,-32.6648,89.9706
35.891,38.0058,14.7037,101.359
23.0566,63.9017,-59.321,66.7936
39.5163,94.0669,1.5733,118.497
239.47,115.805,6.38969,77.4081
10.9096,34.4981,7.17838,35.1229
21.6294,98.0196,-75.661,73.2244
48.2401,137.213,337.997,196.07
77.7718,66.7084,-5.23323,65.444
23.5657,118.056,28.6801,138.023
1.35994,113.241,9.22034,116.596
32.5941,71.2402,10.059,96.4206
15.3389,68.8134,-30.5985,102.793
103.445,72.1222,-46.8972,87.625
19.0471,85.9651,18.8673,147.166
16.7006,107.858,14.3525,152.306
50.4844,52.1014,17.0228,123.229
239.749,116.743,5.15193,75.3568
41.9934,113.491,17.3484,80.6308
32.3242,99.1485,-7.46849,102.063
53.6145,93.8786,65.7676,116.298
38.9247,59.3091,-34.9546,44.2458
38.4295,158.729,1.64134,105.348
31.5616,107.483,-47.3763,101.593
36.5892,93.1254,4.21825,139.418
48.7873,106.105,35.697,141.358
29.7127,91.242,48.437,100.111
50.7727,83.9536,2.63536,91.1924
59.0219,106.543,107.46,118.09
-6.39299,99.0858,-50.6235,43.6656
16.3285,88.0387,-62.2907,35.4301
33.289,107.796,5.40279,134.847
17.6493,113.303,20.2706,95.5734
45.4045,35.9649,69.8425,91.162
77.0024,56.6939,-69.9394,67.0373
48.1385,70.472,77.5054,97.8073
9.66569,99.5874,-20.6974,100.319
36.331,94.5063,-52.6191,131.582
44.6203,140.452,37.5555,111.344
31.0802,136.964,93.3297,130.739
3.12109,58.6712,-34.6356,66.9331
62.1151,60.2021,-30.2419,58.7188
40.1328,135.531,-31.4154,123.03
16.9431,17.5984,-65.163,52.3385
23.1507,165.987,-1.88539,117.189
200.789,148.976,-7.53834,79.5874
-2.36337,93.3137,-76.7665,96.5294
74.7598,69.0048,27.503,88.4385
31.9731,122.679,174.692,171.51
29.6479,88.1015,73.5857,107.31
10.7087,93.3765,41.0187,118.292
64.9573,93.8159,-0.0594123,109.438
31.9665,77.7891,-60.595,117.466
49.6857,86.1536,-53.7269,78.0548
17.967,112.427,20.2257,108.952
47.847,88.7926,19.2564,111.931
44.6011,121.617,105.212,101.298
43.6543,105.917,91.5909,109.112
24.8475,76.0267,-9.91274,86.8817
12.2903,65.8154,-50.8644,58.1701
36.5821,55.5457,21.9461,73.2578
30.5461,90.4256,18.9008,110.967
24.7168,100.528,25.5505,95.3199
10.3461,59.8832,-23.8346,55.1461
33.9422,103.098,19.5507,98.7903
16.9957,75.0193,25.7399,95.17
34.8526,106.23,151.811,88.922
28.6509,1412.76,-40.2923,84.1991
22320.1,2099.33,-59.9333,46.3867
30.2675,28.0568,-161.038,62.8078
-4.44717,65.3051,153.212,76.0995
13.504,52.3565,-1.82943,105.862
18.2279,82.4445,-87.3655,67.7939
39.3134,100.779,-63.4409,80.1725
60.1867,119.868,12.5185,128.71
112.372,89.672,3.37991,60.5762
22.2151,52.1014,-29.5942,69.0087
33.6322,127.237,-59.4395,90.632
3.32034,69.9617,15.7093,75.2167
22.8995,72.4372,-157.236,53.8155
77.8626,120.305,71.5098,109.279
77.3817,86.7192,-32.593,84.8115
21.6106,51.5273,-3.97841,63.1446
26.1114,80.306,131.269,80.3331
68.7694,77.1597,-50.2083,100.177
197.411,63.9017,-8.38925,74.8246
6.25437,65.6878,-27.989,89.9389
28.3874,50.9533,-29.1969,46.5285
-0.730536,57.3955,-61.5182,63.9914
105.167,105.917,16.7895,128.733
35.8274,107.107,-6.44867,84.0807
27.9876,93.7531,25.2429,72.6966
544.981,95.6985,48.7877,111.909
30.7297,51.0809,-7.98845,78.392
34.9286,25.3784,61.1869,62.2229
34.6834,85.9022,25.8191,101.639
14.8545,71.2402,184.594,101.845
29.743,106.23,22.6477,90.6592
47.7384,95.824,109.989,123.993
43.0559,66.8998,-66.0526,59.9568
40.8816,122.18,-45.0478,70.2589
33.6744,64.2207,-51.1663,85.9347
40.4175,123.117,7.85579,103.568
21.3319,127.362,111.71,106.282
20.8414,70.0892,-4.63343,69.5016
44.2865,64.7948,-40.8303,51.0425
35.1589,101.092,-30.2576,115.749
15.2992,100.841,-48.6113,82.8619
14.8428,65.5602,41.4373,66.6439
404.801,45.6594,92.2554,87.9658
23.6894,60.84,13.1663,57.3309
4.30372,88.0387,26.4905,87.6382
16.7996,103.16,47.4139,98.7064
249.244,71.4292,11.9555,114.861
2.92947,62.2433,-95.8969,69.9722
16.8254,3720.74,-10.467,83.6688
63.1815,163.941,-76.9142,126.524
44.5387,73.382,-43.8696,96.0651
32.6092,89.3579,56.4944,119.087
37.6501,35.4547,-77.5055,64.1369
44.5075,73.8229,-56.6507,117.785
33.9095,92.0582,31.1204,84.1623
30.9359,85.9022,11.5144,104.178
28.162,72.4372,59.2182,77.66
23.7236,19.1927,38.2867,53.5336
49.0919,94.1297,213.847,150.125
11.9503,85.7137,31.3084,95.9532
46.3993,123.866,58.2382,138.876
34.6593,96.9533,137.878,110.396
19.3318,48.1469,-15.7891,79.0172
67.983,165.429,85.6954,157.538
27.3408,72.1222,-36.1696,132.388
26.0267,91.9954,-63.1329,59.3166
14.4745,73.5709,-58.6417,77.1421
27.2221,70.7909,-12.6755,102.982
19.2373,61.6054,-5.06786,59.088
36.3247,76.1526,-15.7111,107.942
43.7178,79.8656,-136.356,65.5443
21.3799,54.7165,-38.2642,76.6092
23.4132,63.1363,12.0088,69.7598
20.8634,123.429,-8.32327,91.4018
54.5266,77.9779,38.6499,94.0912
34.0181,68.4945,-6.21457,90.3571
123.553,61.0313,50.8299,72.5109
498.188,66.2619,-15.2101,55.252
-27.9163,77.7891,38.9261,55.3449
32.0962,96.8905,-94.0142,96.968
37.7839,135.282,-8.85819,158.827
37.0118,48.8485,95.5239,110.719
124.779,113.679,-42.5113,114.308
17.6407,64.0931,-19.1931,78.2791
-1.94267,76.845,-22.6553,61.2383
326.362,35.5823,-83.7432,66.1893
43.0945,66.8998,-96.0242,104.364
11.5923,104.351,63.4457,74.8826
29.6704,49.4863,-66.908,56.1154
15.7523,87.0962,108.305,87.2858
25.4707,55.2268,-48.558,78.497
10.618,80.0544,-42.4164,122.289
31.5126,98.2078,-78.0539,94.8643
44.5132,91.9954,-84.6139,56.2876
55.2897,123.928,112.952,137.126
92.4023,169.024,46.1844,121.039
37.4428,35.1996,-59.4569,62.8266
41.3737,77.4115,16.7166,106.888
20.219,52.4203,-8.41819,65.6397
860.468,55.5457,-13.058,98.5749
307.347,124.053,-67.6388,92.1174
25.7943,100.214,25.4896,103.399
25.54,113.241,-45.4086,119.476
24.2433,73.9488,-124.195,111.418
48.2453,73.7599,17.1724,92.0265
728.752,135.469,31.0833,142.603
20.9065,58.735,13.0415,92.6941
79.5037,70.9823,-33.0198,94.6644
18.1407,71.0461,114.105,101.822
26.5412,67.9842,-125.931,99.5216
126.682,59.5004,34.0597,69.106
18.2591,56.7577,-52.021,70.4172
-8.4632,50.8895,-36.738,87.1148
33.2902,89.3579,5.92126,61.6821
62.6239,94.0042,37.9595,92.3341
216.245,69.8979,42.4709,60.1943
28.1863,35.3272,15.8092,87.1306
7.24201,101.28,61.2084,120.146
48.9093,118.056,59.054,109.55
65.8391,85.7137,48.1726,101.557
58.6676,103.411,67.4457,139.196
71.636,61.6054,-15.5629,69.6984
83.7387,76.5303,-56.8347,91.0977
65.2621,114.93,-23.163,111.606
30.3632,77.1597,-121.745,52.1755
41.532,181.031,174.012,186.675
72.5845,121.305,-9.8105,96.2767
31.3018,107.295,-27.985,130.467
75.6294,97.2669,-15.1316,99.7216
32.5523,131.541,68.2105,168.012
19.5214,100.277,5.55831,106.634
1057.72,105.479,139.836,67.6977
-5.98309,82.8218,-36.8128,86.4166
19.1715,60.0107,-41.3135,66.4065
-0.189336,76.2785,17.9674,75.7936
16.3781,61.1589,-108.635,60.3506
25.0217,91.7443,56.4669,110.124
10.0451,97.706,-20.1284,70.3367
33.6221,69.4513,1.13027,85.6627
27.4096,135.967,-57.3493,100.399
51.7573,72.6892,-16.8505,97.4422
36.3938,125.614,-40.2254,142.862
21.8305,80.9351,-8.49089,81.3172
71.921,52.6117,-96.7603,56.0267
24.3592,141.822,225.346,128.96
23.9849,93.6276,-11.5063,103.615
32.7942,103.411,135.483,141.132
19.1324,63.2001,11.7143,76.832
65.4482,77.2856,13.6972,72.9176
38.91,78.9219,60.6009,125.002
100.524,160.033,82.6675,131.876
39.5211,87.7246,45.698,136.223
5.57737,46.4247,-35.9245,86.0633
28.4455,112.865,24.3584,88.7627
69.1696,88.3528,-27.4567,151.737
30.8738,66.4533,-75.7958,80.6405
8.34015,47.3815,-36.3286,46.8069
36.8632,115.68,-80.6873,115.059
27.0097,151.525,95.0285,90.0659
21.1689,86.2793,71.7704,75.7131
43.7874,103.348,274.286,136.936
26.9394,48.5933,-53.5489,73.5324
42.2687,88.7297,-54.8885,129.173
29.4012,49.7414,-22.9407,37.3404
38.5048,118.056,-129.027,84.8112
26.899,98.0823,7.14591,120.618
47.9585,125.614,119.925,166.492
142.551,52.7392,-16.1893,17.9809
4.6353,103.411,10.0478,99.4711
44.6846,75.4601,16.1992,67.6778
12.3653,30.4164,-4.57926,37.6667
39.6983,64.3483,14.5151,116.531
38.0323,104.727,138.686,131.232
6.27011,135.843,-147.848,33.4296
480.848,98.8349,-127.109,95.9338
45.7118,176.887,-96.2783,93.5408
15.9175,32.3297,-38.5524,56.7639
19.1853,42.853,-7.09724,95.2906
131418,2345.91,-44.7465,1.09377
18.7885,126.238,34.2448,96.7892
16.29,34.1154,-70.6016,82.3099
26.0433,96.075,63.4579,100.069
26.9834,82.5074,42.1588,105.156
4.81988,45.2767,-157.253,85.047
-9.49314,73.1301,-69.3701,58.3916
13.6419,54.1425,2.30496,41.8686
35.5905,51.4636,68.3942,73.8861
40.9943,128.797,9.67578,112.522
26.6755,73.319,-57.0292,35.9099
19.2983,106.105,106.915,119.248
49.6999,64.731,-96.7654,76.4864
17.7254,53.2495,-44.4504,50.6071
146.132,114.429,254.747,146.344
797.738,73.8858,-16.025,82.2204
1.57016,63.3277,98.8267,93.2376
17.0604,167.227,50.8812,106.244
32.6878,198.994,-108.189,86.0097
18.0287,45.6594,-5.48943,65.586
17.583,92.7488,-80.3133,60.3422
35.1831,103.662,-13.349,100.888
19.5318,85.3994,-13.1387,62.883
34.6598,98.9603,-16.7328,73.8236
22.4301,71.0461,-0.618098,45.1206
64.192,69.1962,-66.8335,80.3391
38.3681,55.5457,-51.9759,39.1414
70.1391,35.646,12.3398,86.0199
44.6011,60.6486,-11.1213,89.126
84.5333,77.915,49.8155,80.6056
23.4121,141.262,41.7297,82.0557
23.993,95.322,-22.1179,78.371
30.8757,100.089,-10.3987,135.202
28.6648,71.6812,-141.192,70.4825
6.40156,18.0448,-89.4047,43.1618
47.7446,98.5841,-33.8147,98.9655
143488,2781.52,-81.9319,-78.2638
52.0374,67.1549,11.8502,66.3145
25.87,76.908,-60.9902,76.7214
33.526,91.4931,80.6806,84.165
16.2486,88.1015,-20.8813,56.4855
19.9702,99.5247,18.8577,117.618
24.6802,86.3421,-30.3546,111.551
51.1976,73.445,19.7319,104.851
2.52008,64.4758,-149.145,30.2807
25.1772,76.9709,34.5544,123.27
57.8497,99.7128,-92.8955,108.334
4.14363,61.1589,-2.19751,75.0038
34.4886,48.2106,31.8565,68.5086
15.2353,40.8759,-149.39,53.455
48.6604,115.993,27.4477,106.769
41.7476,69.8979,65.6199,89.6905
531.772,114.179,-26.2822,73.1055
44.7722,135.78,5.85484,88.3761
24.451,89.4207,-30.4796,82.2528
855.268,169.395,82.98,109.398
21.7092,85.6508,-11.4918,76.5378
16.6639,49.2312,-124.888,71.1879
20.9622,81.564,-9.46069,116.933
34.0731,100.465,91.7627,96.4103
23.9659,49.2949,33.6576,105.72
19.2519,104.038,-7.10446,81.8122
21.5136,32.9674,-61.7442,67.84
67.4921,146.8,142.459,164.069
4.53497,53.5046,-60.6948,68.0278
52.0927,98.4586,59.7698,114.953
46.7238,102.22,96.454,139.347
39.2728,93.8786,-31.3495,78.6049
15.7907,93.5648,121.139,70.8488
64.2713,70.8547,-29.532,101.568
4.7454,88.1643,-54.4419,75.0686
11.2782,49.2312,-66.6921,42.8516
37.5904,120.68,-76.5299,64.6897
71.1049,66.1981,4.33846,104.712
23.966,87.4732,23.2379,75.2793
33.3421,64.731,-57.165,86.3456
63.195,61.6692,129.447,94.9826
16.0005,63.9655,-27.6906,71.8829
20.1405,76.5303,-73.8928,123.035
78.692,122.242,61.6026,118.968
16.0897,82.5703,-74.0109,92.3877
95014.5,1355.27,68.0854,43.9985
21.2002,117.368,41.3479,145.262
22.1264,82.0043,-28.9263,48.4363
25.4305,90.8024,-72.436,64.7057
17.4281,130.419,-40.9583,89.7246
35435,4061.12,73.9147,71.702
31.5367,63.519,-87.0801,80.0224
23.954,92.8743,-29.8859,58.3646
41.2277,75.523,-41.8147,80.4999
36.8326,78.1667,-52.4388,100.197
29.7005,100.089,105.204,137.98
29.7286,67.9204,-69.0719,98.344
16.8594,112.24,-85.0509,73.8101
28.507,127.923,171.9,136.705
42.6492,99.023,-30.3623,86.8932
544.372,64.731,-24.9401,65.975
148.513,67.4739,-53.9304,94.4533
261.963,69.7703,-19.4644,99.7082
12.3866,47.1263,-45.729,96.1542
20.8525,60.3935,8.33755,62.1833
244.442,104.977,112.501,127.555
41.1297,89.2951,-99.9837,48.7865
66.7033,145.058,-26.9403,101.618
12.7653,96.8905,-43.1632,66.2442
32.4815,128.859,59.0336,145.453
32.939,67.7928,-21.4048,52.0194
53.2578,99.5247,-14.8804,119.417
75.4598,185.295,206.971,196.482
50.9658,96.2005,5.90045,130.6
36.916,79.2365,-0.340635,121.36
39.0019,106.105,3.49363,126.964
15.5309,69.8341,23.7019,51.0367
19.7894,119.118,13.3052,89.0275
56.2578,119.306,-37.0088,108.684
6.91438,46.6799,18.7382,83.5338
39.1058,43.6822,-38.7923,91.07
24.7288,45.9145,-74.969,51.3865
56.4724,58.3523,89.3023,78.7572
46.5214,99.462,19.8479,107.056
7.53565,86.782,24.8358,93.604
62.3771,123.241,112.575,185.859
231.528,69.1962,-14.3409,95.368
50.3027,131.105,121.972,106.894
0.458562,49.4863,-43.6999,82.8977
22.0668,71.1099,-87.6964,61.1393
31.7722,78.6072,75.8686,102.542
21.1902,96.075,-46.0367,91.6036
9.29166,72.1852,64.8958,44.5222
25.7907,74.8304,-43.4079,79.4492
32.4061,100.465,47.3464,111.226
39.7382,156.557,-78.2436,81.6688
42.0934,120.493,98.6336,99.9564
23.8156,53.8873,-15.5372,49.3909
12.6773,51.91,-33.3036,88.1923
30.7021,84.9594,2.83226,81.4595
38.7477,61.414,-124.097,69.9977
41.4672,118.056,50.1502,114.756
14.7436,46.935,-11.2744,10.7315
38.996,122.367,-18.5718,85.0121
27.7852,73.8858,-55.4236,64.7583
38.921,79.551,17.5936,99.435
