"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
45.6914,403.968,-44.8232,35834.1
99.6638,76.5303,13.0403,251.331
835.386,28.5032,-59.9739,188.217
24917.7,549.946,92.755,110142
-8.38667,107.357,17.6943,233.226
25578.7,248.453,97.5119,22954.7
110.877,69.26,39.9352,67816.2
80.1733,113.741,66.2095,283.741
-20.4842,751.865,115.295,68410.7
60.0612,70.0254,25.9578,431.158
115.428,307.279,-70.8147,47894.2
35.094,96.0122,-2.33567,311.628
26.5304,665.863,-35.0548,40723.9
2.32549,97.9569,-75.5463,191.839
10859.8,523.103,-62.4872,92127.2
56.9243,503.05,54.7132,78563.9
419.555,584.616,90.9534,122267
44.4431,77.7262,-72.4156,283.199
106.792,54.0149,-38.7417,150.665
47.5524,122.367,56.4576,339.444
81.7508,575.613,109.977,3016.45
146.931,1755.53,28.3536,5063.47
15.4551,207.37,-164.775,5495.54
119.557,599.49,5.1959,2034.3
89.8955,115.868,128.94,363.731
532.461,72.0592,-73.1581,246.246
155.816,1623.57,29123.6,7461.57
11824.7,741.244,-15.043,51360.9
5.99335,60.521,60.1699,264.97
104.843,133.724,80.2723,337.474
186.966,123.866,95.2449,603.474
-117.959,678.893,50.8935,127068
72.9074,124.802,59.2249,348.212
156.987,684.894,13.8678,24149.7
46.202,97.3297,12.4893,714.701
59.4375,97.5178,22.7637,217.967
84.2674,1063.86,4.85406,93312.1
-17.383,218.928,-2.06111,38117.8
52.4591,2340.69,25.6109,7098.3
-51.1095,929.255,-88.3113,59130.9
54.4972,75.0823,18.3643,523.445
88.0352,606.796,-70.1201,61964.9
11727.2,782.83,-58.7259,12465.9
12.0501,437.993,-46.2795,249.159
16.6343,691.495,29.8485,21236.2
44.9031,643.444,91.5509,402.506
21.9852,129.046,74.661,794.404
28.3106,115.93,-0.769196,456.73
39.9626,299.355,-121.315,29664.4
6.80932,343.186,29.5077,350.762
72.6917,584.158,65.1221,67300.3
30.0888,338.44,75.8545,283.498
