"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
48.4946,905.431,56.5235,48717.2
61.4272,946.658,47.4506,85130
41.4302,1646.19,135.608,4899.75
31.5193,1172.48,-19.6507,18214.8
24.059,86.4678,3.871,211.01
12.9654,104.727,54.1672,238.728
19.1995,404.324,573.757,1669.91
0.472639,140.95,-92.2008,190.848
25.0539,86.7192,-39.7578,203.923
42.987,1135.69,84.839,79305.1
5.97493,713.099,3.42614,20748.7
35.9543,762.067,-126.374,222.131
11.2213,858.503,162.867,14894.1
37.7235,253.888,44.1844,220.319
49.4391,452.188,15.4863,1515.24
37.1205,96.3259,-29.6005,1614.19
25.3531,87.4104,129.091,231.527
48.2518,213.767,112.032,17968.2
9.4768,67.0912,-73.1586,188.239
112.637,631.997,-11.5373,94013.8
27.0588,98.7722,68.4772,352.381
25.7585,900.87,130.315,24744.1
3.19057,538.798,205.287,18846.2
44.1128,623.649,-15.13,33000.9
47.8565,528.668,143.344,311.736
13.3215,916.353,22032.9,9361.63
46.6487,909.632,553.83,11784.8
35.7437,103.286,-24.7735,288.14
-14.4117,843.141,-43.4168,39957.2
38.176,731.162,-23.6836,230.905
3.93478,924.634,124.592,60995.8
29.5351,719.04,-63.8555,1270.12
50.6179,83.5763,82.4567,291.001
0.821403,631.429,3431.78,146.012
21.44,686.694,63.7566,4860.6
26.659,717.48,-27.5092,2587.89
19.8745,67.4101,-10.7215,189.104
91.3548,363.743,21.1894,89987.8
17.3008,897.149,63.5413,6808.41
34.7888,732.842,196.729,217.74
11.7267,710.098,2.66871,68118.7
24.899,599.947,195.805,7185.14
59.2401,648.536,-58.6079,31382.5
16.8645,743.584,72.2256,13805.7
18.9476,189.557,-11.0138,3438.62
4.87951,307.702,-1.27962,212.279
33.0126,946.298,38.3909,305.534
17.5736,653.791,29.9165,408.253
17.9828,29.8425,66.284,186.303
-8.60444,652.492,-25.0056,9075.28
32.9344,421.57,-47.2414,47711.2
54.2176,749.105,252.059,5587.12
89.5913,797.533,8.84137,36295.1
26.1913,1052.52,569.99,9404.09
42.0274,125.489,28.8809,204.673
46.8887,987.344,129.859,17588.5
38.2966,1063.2,-0.490217,254.015
12.9496,540.128,-14.5323,2200.03
65.2302,794.532,-17.8188,67854.5
18.4831,70.6633,-7.92645,215.92
18.5112,141.075,131.845,3097.56
14.7178,1065.78,5.65477,10041.5
28.9118,689.575,28.3577,3348.01
16.9388,470.331,-35.718,51212.7
77.7321,135.282,-20.7194,626.819
11.4852,96.6396,31.7815,184.137
26.2394,177.691,162.115,43986.4
-4.98279,755.406,241.383,60758.9
-8.1656,626.887,-10.641,45430.5
16.4921,1524.49,70.4493,364.114
53.0834,45.7869,18.927,278.783
33.5452,120.805,56.0212,459.382
34.9114,79.4252,90.2573,210.199
-24.2489,1691.2,-12.1184,65841.6
29.6155,1114.81,-38.8974,17829.1
103.57,803.054,50.3226,28229
36.3268,62.6898,-2.02978,314.639
44.2356,1404.83,37.9852,19632.4
77.5984,121.742,12.9382,258.444
31.1252,513.464,195.073,4474.91
35.3969,115.805,36.0237,223.201
49.5912,1059.3,6.20883,51210.8
43.8678,109.298,-1.97644,316.686
17.0586,391.546,78.7068,18479.8
2.01441,82.193,-42.9574,232.488
