"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
48.0623,98.2078,102.569,124.532
23.5442,83.3248,7.50765,103.89
56.9605,83.765,18.3639,103.656
23.8919,78.0409,-22.2813,71.3444
9.66177,82.4445,-75.8116,76.415
32.023,111.927,-12.0832,123.358
13.8985,54.0149,-108.729,55.9496
34.3961,64.2845,-2.71225,48.3504
33.0877,74.5785,24.9238,47.6692
16.4799,55.2906,-33.8488,42.9532
105.907,104.852,-15.5015,76.2975
46.3065,58.7988,-64.124,82.2361
-6.93403,78.6701,-16.1657,48.9158
53.1363,87.2847,-18.0039,151.175
38.4932,89.2951,29.7612,73.9348
18.5075,113.866,-25.4519,73.2462
5.48032,75.7748,-34.3279,72.5089
36.2999,98.0823,162.773,104.616
4.42192,71.4922,-42.1376,37.9984
10.0719,52.5479,16.229,73.4434
-8.85855,51.7187,-70.5688,68.0526
49.0356,135.095,91.6089,138.115
39.6537,121.18,-28.4152,103.234
617.287,128.734,120.429,147.024
6.39481,98.9603,-95.2485,49.9961
15.2973,11.7957,-94.2422,40.4764
29.4783,34.6256,-43.3493,101.811
87.7403,54.8441,36.1992,131.019
25.2844,124.99,-153.764,117.445
12.5406,77.3486,-58.3126,85.1292
190.928,83.4506,97.5778,92.9324
3.68976,50.443,-114.815,58.5064
18.0618,106.105,-40.5393,98.4257
11.9918,80.1173,-40.8289,73.0847
-5.4307,45.3405,-32.3937,59.3987
14.5095,23.4015,-102.755,48.9038
21.1235,66.0705,53.0365,86.8397
52.2345,222.551,293.205,141.806
47.053,71.3012,86.9059,78.4141
23.9873,81.2495,-77.9665,5.97394
28.6621,77.7891,20.7809,89.0334
10.2871,51.5273,-27.1723,67.7805
25.1542,35.0083,-84.5683,71.0594
43.5007,159.846,-36.7075,120.095
29.6962,101.844,58.0264,132.372
36.5587,100.716,-38.8625,136.716
83.8822,146.24,296.585,140.977
543.314,42.0877,-13.5072,42.786
29.2771,42.6617,-26.6812,57.2227
38.9277,96.075,-30.3048,86.5108
60.0207,79.4252,102.911,135.133
3.49495,70.7271,-30.0218,55.8153
30.6643,55.5457,-78.8185,43.061
16.4021,90.6768,45.8172,100.272
39.0944,69.4513,23.3779,67.9931
23.2309,54.3976,-70.837,90.0243
59.3759,136.154,16.7685,151.805
25.7572,86.5935,19.252,89.2579
49.3824,81.3124,-4.79757,75.2394
-3.29276,100.528,-94.0962,73.8131
19.7968,87.8502,-78.0149,51.6972
4.40435,56.949,-49.362,27.7826
12.0077,55.6095,-6.89629,53.0634
24.9593,30.544,-23.846,68.3682
10.0397,61.1589,-56.6655,40.5132
57.5124,154.259,44.109,164.072
27.3038,96.7651,86.7968,118.244
23.6247,60.0107,5.80264,21.9192
35.7432,58.6074,-33.1523,50.8262
6.13599,51.8463,-69.252,54.4161
27.4068,116.993,-6.55925,70.2842
30.5429,117.431,35.7186,86.978
8.70243,75.7119,-5.80809,79.5688
32.0549,91.9326,56.6796,113.737
18.0104,71.2402,15.8506,104.133
4.7213,54.6528,-81.0967,41.2407
25.0956,127.736,40.1837,101.91
24.7852,77.5374,-28.6344,75.5497
28.5508,56.6301,-30.2209,64.891
24.6599,108.86,-34.7046,101.641
50.713,128.485,84.8397,91.7371
28.4379,89.4835,30.5336,83.5194
94.1492,93.8159,-26.5778,58.3565
40.0582,79.0477,-45.7314,94.8045
26.6562,50.5706,-18.5195,31.9754
7.89617,60.9675,-102.909,29.2077
4.95548,74.2637,-65.8339,112.571
37.0119,82.5703,-29.6919,92.4453
39.8114,166.607,157.505,128.311
22.6562,102.032,89.985,105.186
15.7734,80.306,61.6965,91.0292
33.5149,133.786,46.1495,115.828
7.05347,78.796,-37.6896,68.0793
376.063,55.0355,-17.571,100.675
17.5543,119.306,34.9399,112.211
34.8201,66.6446,12.8707,92.5287
14.9652,74.2637,45.2443,53.0427
33.5562,67.729,-51.1702,74.7288
46.0876,102.972,-24.005,130.905
10.58,56.1836,20.0621,83.9169
85.9305,127.798,204.293,182.61
31.9995,48.6571,-68.8378,40.7736
-16.3493,115.93,-142.977,41.3882
31.5271,53.696,-46.1171,44.5737
13.8603,99.3366,11.2829,78.4419
44.7755,96.5141,20.2783,69.7483
43.0189,90.9908,-67.7156,82.3272
42.5081,103.85,64.7165,96.4872
182.651,107.044,18.7619,104.134
25.612,114.805,-53.3024,50.6209
49.5439,87.2219,85.8842,124.251
157.753,93.8159,4.07407,77.0256
18.5106,37.4956,-41.1985,36.3812
37.3049,55.482,-86.4089,41.6339
7.40538,15.6854,-143.702,4.64078
31.5023,88.4785,21.8429,83.8385
174.546,47.8917,23.1249,77.0444
51.8839,85.9022,-14.9967,77.2894
45.2929,91.8699,-112.706,73.1278
29.0403,92.4349,71.419,113.962
38.0397,111.614,136.224,118.236
16.9527,119.743,-35.3226,81.692
34.785,47.7642,73.8234,132.944
26635.1,87.4104,104.73,64.9864
-28.6661,97.0787,-154.561,92.837
-4.93816,57.4593,-99.4552,84.8429
65.5015,114.242,-53.9399,91.0213
19.154,3030.56,65.4567,80.5181
3573.04,94.4435,38.6056,135.561
38.7579,147.857,169.143,196.672
43.1432,81.6898,43.2158,80.6909
23.6,47.8917,63.2714,73.3487
39.582,113.053,30.8213,123.373
21.6416,83.765,-85.511,84.0438
39.015,78.9219,-32.5197,82.9003
15.0163,61.9881,-55.3305,59.5317
32.4903,99.9009,29.4052,156.642
74.6181,114.429,83.2667,80.198
24.1529,92.7488,13.7248,103.207
46.4002,56.7577,26.0875,59.6572
8.35595,65.2413,-4.93041,105.898
32.1363,108.485,164.225,98.599
30.1509,62.1157,33.3146,118.359
37.0046,49.4225,-99.0356,62.8297
14.9324,66.4533,-118.732,68.8526
25297.7,3866.2,-111.536,57.2143
32.8751,88.29,73.3595,89.5484
1.32725,69.8341,-32.3383,95.8916
16.5165,52.803,-25.3161,75.4005
15.3354,64.6672,-64.7902,78.8407
20.4101,96.9533,23.3573,123.507
56.6989,66.5171,-13.7123,132.723
3.14284,71.1737,-19.6291,64.5166
33.3828,94.2552,123.108,87.9112
31.7619,70.4082,-32.1901,54.9961
12.5112,86.0279,-109.073,88.3977
26.2698,59.8194,-27.3489,44.4724
38.2251,97.0787,-30.0188,103.719
20.5342,114.742,-74.9181,103.64
43.9797,79.9914,-67.1793,79.0492
16.7552,50.0603,-36.5304,54.9631
51.3062,94.7573,29.8417,159.742
29.4417,76.0267,-25.8252,75.4481
12.9441,103.536,-16.1359,76.8063
40.5239,133.537,-16.1699,152.611
15.3324,79.9914,-4.17674,146.113
45.5057,108.046,193.562,128.609
8.87004,62.3071,-1.33312,67.0309
18.8552,68.941,-35.2463,58.9525
13.1994,91.4931,16.0352,121.458
29.0498,59.7556,-108.283,52.0466
26.9653,106.856,28.2369,131.512
8.25347,103.536,-20.8131,86.8617
-12.5968,53.1219,-113.7,59.656
8.23852,61.6054,-129.494,33.761
20.3897,68.3031,-113.681,95.3502
36.5475,51.6549,-117.921,52.7535
39.0899,75.3971,-23.0186,92.8389
22.7038,79.2365,28.7618,75.5643
23.3387,104.476,-16.3057,120.642
18.173,108.297,-1.20897,55.6436
35.9631,102.784,-9.89797,93.337
15.3461,15.3666,-10.3582,16.8007
67.1796,62.8174,-101.341,96.7224
22.9444,103.16,94.3141,97.5079
18.6463,97.7687,24.0478,76.076
6463.58,202.137,46.205,114.788
36.5149,112.553,20.7894,129.416
67.947,75.0193,-59.6166,89.5071
13.243,81.8156,-15.7249,92.2716
94.9013,96.4514,36.9342,118.109
22.0001,88.4785,-71.6397,92.8905
11.4522,95.071,-15.6066,102.616
36.7553,90.4256,-69.2772,78.3499
14.1534,77.4744,-91.3908,82.393
45.8685,102.91,93.7498,100.473
30.1536,45.468,57.1954,93.7177
25.9095,129.92,167.011,145.364
43.0411,61.4778,141.349,158.992
50.589,133.287,10.0036,129.859
23.2368,88.8554,55.8848,107.626
13.2887,64.7948,-98.4573,68.9332
137.792,103.85,-55.0519,126.61
15.1856,91.7443,39.4055,58.9782
7.82701,36.6665,2.18797,67.3144
25.4881,78.9219,-79.6468,46.1346
18.0014,74.3896,55.0093,68.624
18.1395,77.2227,19.9921,101.958
34.4125,93.8786,31.2605,101.301
28.8627,68.1118,38.5904,66.7529
25.923,96.075,56.4566,76.9256
41.6592,48.5295,-17.7257,81.2465
21.3664,39.7278,10.2432,47.6822
45.1581,119.868,176.906,124.62
30.3735,72.9411,-47.0633,75.3725
66.3223,97.3924,-57.0079,95.9126
11.9716,105.604,21.0938,50.9926
34.3522,124.615,15.323,89.7423
43.1231,108.547,189.666,168.139
-5.04274,72.4372,-11.1063,102.189
62.9793,80.6834,-7.81494,46.8387
15.3686,57.2042,-58.4835,62.9812
13.218,87.7874,-90.3032,82.8765
16.2683,64.9223,-122.765,78.6296
17.786,58.0972,-24.6588,68.2113
27.5642,37.7507,-26.9418,89.3134
36.0944,165.181,216.998,145.698
24.841,83.3877,13.0038,63.2601
16.1247,92.4349,-50.4361,58.0742
21.8318,101.28,99.1099,142.019
18.5711,63.5828,-41.3923,41.8341
35.4006,78.3555,-31.8096,76.7229
9.45249,84.5822,-29.7112,63.1607
9.23909,144.125,100.374,141.635
24.7352,97.6433,9.70134,62.8466
106.047,86.782,-17.5726,90.4653
24.6422,95.3848,22.365,103.611
23.1013,88.7926,-27.5055,61.8224
34.1629,95.0083,-51.7169,80.3449
20.6324,71.6182,34.4968,98.8155
15.6794,35.5823,-79.1859,77.1337
141.932,109.862,-77.402,98.6459
16.6146,84.0164,-74.7001,58.4159
32.2743,102.847,0.503966,58.9277
25.2946,107.671,-40.0036,104.149
45.0091,81.6269,-33.7669,98.5769
13.2789,82.3816,-45.3909,76.1136
5.72477,124.428,-3.52275,63.601
40.1883,90.3628,110.225,116.866
310.099,99.7755,90.8962,129.057
23.2601,92.6232,-52.3548,80.6938
34.9521,110.675,181.814,83.9506
43.4482,97.706,-26.3329,89.4063
3.79861,125.364,-80.5269,119.425
-16.9368,31.8195,-79.0967,49.4
52.0685,134.285,-57.7345,111.563
-3.52613,61.6054,-207.078,53.9315
5.80803,65.4964,-86.5837,54.3494
18.9383,82.0672,-96.3928,110.574
74.9671,124.615,16.0317,149.337
36.9984,155.252,-25.5968,148.726
32.9956,103.035,65.2388,100.496
29.8663,97.2042,65.5058,95.2159
55.1735,109.236,-15.403,76.9936
24.5271,54.3976,-55.8289,49.455
57.2861,101.844,-26.3351,103.993
38.2607,46.1696,-108.192,57.1598
1.59526,69.1324,77.8145,102.618
24.0408,93.8159,-121.766,91.3115
35.7396,95.322,-61.0607,57.3155
11.3005,115.117,181.824,82.9581
21.1906,37.8783,19.6447,67.2209
61.377,180.474,112.594,134.718
16.3845,54.8441,-29.5141,71.8112
51.7479,53.4409,2.68974,104.575
9.2629,83.3877,-96.4402,35.5485
35.0624,59.8194,39.028,59.5295
34.1164,110.362,-68.5865,73.3441
14.1046,78.2926,-89.3533,63.4733
26.7083,26.0161,-76.6353,62.6947
12.8135,116.368,-59.3912,6.12117
12.8177,84.1422,51.1755,72.5956
18.4604,61.5416,-38.3072,78.4779
43.3721,76.4673,8.0296,103.955
9.68841,50.8257,-11.9869,67.3704
11.5161,80.1802,17.4802,101.597
6.21552,67.4739,-54.5143,45.5792
29.5716,80.9351,-68.5424,97.5295
24.6102,102.847,-75.8945,76.7302
12.5353,37.7507,-55.9846,43.1189
42.9837,132.103,93.2198,104.501
98.5942,115.993,-70.0867,119.642
50.8394,116.055,53.4568,144.65
16.7375,94.3807,55.8632,117.776
43.7332,99.023,-6.84063,100.353
36.8064,90.5512,-4.29643,127.453
41.0037,113.679,-18.0627,81.0466
61.4506,92.121,22.3406,96.4906
34.3899,60.2021,106.935,103.814
9.64712,76.5303,7.73276,84.1278
13.7783,85.588,-79.433,51.049
37.8227,117.056,1.74417,81.4778
48.3393,101.719,45.0326,118.097
23.0296,118.493,-112.569,51.5365
26.4613,75.6489,113.675,102.308
12.0047,103.223,18.8491,59.4838
15.8905,86.5935,16.7656,78.0187
38.3629,83.3248,-28.1309,118.844
38.9214,86.5307,89.9791,75.0365
17.0445,63.519,4.57357,47.1602
32.2191,65.1137,-54.7759,34.6286
40.2577,97.8942,-40.1289,96.9788
31.7179,71.6812,-66.6825,29.4551
-3.50255,82.7589,46.3739,57.0379
45.4479,139.269,-57.1809,98.5058
16.8132,71.9962,80.3262,109.367
22.7483,127.736,-86.901,125.386
42.8191,71.1099,34.9292,43.6662
15.3025,38.516,129.654,100.755
49.5539,144.685,38.0816,165.741
43.2285,101.907,-3.03895,89.4759
40.072,77.8521,30.0413,99.359
26.9802,55.8647,-64.1412,56.8246
19.7291,48.9122,-28.065,65.298
24.0494,89.7976,-24.9636,72.1028
29.7203,80.5576,-45.0191,62.7426
36.7432,90.2372,14.5916,97.9551
33.8658,78.796,-21.2086,52.4961
50.8914,81.3124,-123.468,71.9149
2.3439,47.9555,-147.246,25.5193
214.812,62.3708,24.6125,97.1164
16.2183,108.61,-20.6266,102.447
27.9573,122.18,0.838725,130.829
38.4317,150.779,101.231,196.406
51.188,94.8828,7.50086,99.8248
8.06355,60.9038,-5.89418,71.4552
7.05519,70.5995,-27.9481,80.0575
36.3615,119.618,140.671,134.285
15.7595,23.0826,-68.3405,62.15
26.4604,112.427,11.8394,96.3276
29.3729,41.4499,-58.5318,52.6657
-10.6327,113.241,-151.935,76.2119
30.0992,71.0512,-77.514,51.0728
46.5794,47.3177,41.4285,100.604
35.57,95.1338,24.5625,82.2431
49.3336,39.4089,0.977297,62.3982
18.5431,69.9617,-34.5818,87.5386
15.5893,74.2007,-40.9691,44.5472
47.7896,1156.63,-94.2526,136.57
30.8421,50.6344,-7.77692,65.9106
42.4272,104.226,293.63,148.082
30.3487,138.272,163.422,126.821
11.2686,82.8218,83.7855,116.933
40.3199,77.3486,30.1255,53.5555
23.6486,83.9536,-90.7549,74.0387
63.8491,145.493,122.572,100.416
2.54287,54.4614,-16.8175,58.1693
19.2754,92.7488,3.99564,67.0271
10.3345,40.1105,-15.1476,32.0897
24.4983,102.659,-32.8831,95.2534
107.804,50.3792,-79.204,67.9954
15.7427,54.7165,-78.0552,64.0141
22.2741,79.8656,-19.5217,62.4496
10.5169,118.993,59.7126,127.434
7.57556,69.1962,-19.3747,64.8307
16.0287,75.586,-77.4157,111.34
19.866,59.5642,25.185,62.2593
33487.2,2937.07,125.886,142.17
63.9175,229.237,49.6054,164.901
21.3877,65.1775,32.0665,57.485
14.6727,35.3272,-77.7971,55.1158
55.6886,74.1377,126.4,56.2784
119.482,100.402,53.3101,103.083
8.10633,78.8589,42.8885,84.9559
16.2505,92.4977,-67.3356,80.6066
66.8138,21.5521,-93.9212,71.3201
34.6778,115.993,-4.22842,157.031
27.1454,15.6217,-14.4334,81.0755
1.2832,47.5728,-152.013,46.0279
9.24834,61.0313,-10.2062,61.5052
24.3981,32.7761,-27.4256,82.0488
9.81125,62.9449,-26.0475,78.0612
23.6678,80.3689,47.9117,102.327
10.2536,48.6571,-6.14557,71.5089
21.2354,15.1753,54.1038,68.3252
42.3925,84.5194,30.5556,109.324
35.9489,82.1301,17.5881,64.494
92.7473,56.056,-12.3485,64.7868
28.2959,46.8074,-71.1396,44.5272
718.3,76.1526,-59.7518,61.3745
11.1987,102.283,-3.24332,57.7635
32.8582,101.28,0.582529,97.5065
20.8456,205.832,25.3457,93.3748
8.06227,121.118,-32.3248,120.275
25.267,73.6339,-39.2027,40.2685
34.5121,50.0603,-56.3859,59.8095
24.4432,45.6594,-6.35138,58.7754
66.0207,120.993,85.1218,153.443
