"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
57788.8,44680.9,35085.8,1.45615
61924.8,70750.7,226.92,1.50135
61410.4,48458,46879.4,1.53449
77738.4,120678,907.68,1.58168
74320.8,61143.2,64509.8,1.59775
70144.8,67077.8,49058.1,1.59775
74508,90872.2,121.52,1.59775
73337.6,104613,29794.7,1.60077
89683.2,123170,3417.44,1.60077
66011.2,53977.2,4139.12,1.60177
74600.8,97635.1,302.56,1.60277
81948.8,87292.3,90975.1,1.60378
78476,76299.7,228.16,1.60378
71095.2,76506.8,1495.44,1.60679
84792.8,114803,370.76,1.6078
77486.4,80307.4,54224,1.6078
79860,72242.4,15870.8,1.61282
66184,64148.9,952.32,1.68111
61464,66942.6,107.88,1.72027
67351.2,53384.5,265.36,1.7283
100370,136523,52780.6,1.74638
60361.6,62008.7,451.36,1.75542
98616,127119,6829.92,1.75743
79263.2,65057.8,16614.8,1.75944
67762.4,76775.8,43665.4,1.77651
83214.4,99769.2,1825.28,1.78153
60507.2,50557.3,2055.92,1.78354
75893.6,114605,39367.5,1.78454
80356.8,101048,25643.2,1.78555
81010.4,89700.4,894.04,1.78555
76267.2,105277,11403,1.78655
66156,72702.4,44528.4,1.78755
65732,80846.8,48174,1.78956
84392,116817,2136.52,1.79057
85733.6,99329,28748.2,1.79258
70324.8,60128.8,316.2,1.79358
66357.6,72089.9,3102.48,1.79358
85055.2,102694,4278,1.79559
67663.2,58245.3,44460.2,1.81166
88719.2,112328,160380,1.83676
59010.4,55611.5,288.92,1.83877
65998.4,71063.2,21308.2,1.83877
76486.4,91611.2,13496.2,1.83978
70400,59365,11669.6,1.95125
56850.4,50105.9,5287.36,1.95225
76008,81661.4,274.04,1.95928
68108,77300.4,4188.72,1.97133
60103.2,54893.6,2539.52,1.97434
74282.4,108990,47529.2,1.97635
59429.6,52209,46543.4,2.01753
63291.2,78699.1,370.76,2.02054
69652.8,78923.5,318.68,2.02355
68588,86878.1,1334.24,2.02355
73723.2,76366.6,11838.3,2.02456
69898.4,83807.9,228.16,2.02657
66120,94248.7,832.04,2.02657
63032.8,65721.2,693.16,2.10791
72593.6,57072.2,8577.08,2.17519
61537.6,70077.4,378.2,2.19026
86115.2,89922.3,39770.5,2.19528
71952,83454.5,69525.6,2.19829
77262.4,126872,4926.52,2.2003
76681.6,95414.3,13638.8,2.20231
58777.6,50220,290.16,2.20231
93231.2,149678,12473.2,2.20331
97547.2,130419,6255.8,2.20432
86127.2,88718.3,50575.9,2.20532
80092.8,92017.9,522.04,2.20532
61136.8,56389,660.92,2.24449
77447.2,72000.6,30898.3,2.29068
74020,87283.6,200.88,2.2947
78818.4,71342.2,1928.2,2.29771
67559.2,58876.4,4622.72,2.29872
80715.2,84148.9,724.16,2.29872
72312,98107.6,49089.1,2.30072
76574.4,69953.4,8367.52,2.30173
65896.8,90091,21602,2.30173
83477.6,125127,68453,2.30273
79560.8,87323.3,438.96,2.42224
61162.4,52583.4,3116.12,2.42425
60121.6,43607.1,44122.9,2.42425
65328,59992.4,24380.9,2.42625
69895.2,75031.2,28024,2.4363
70705.6,68012.8,22687,2.4373
73475.2,100075,1817.84,2.43931
72024,65464.6,9100.36,2.43931
76696.8,93887.8,7891.36,2.44232
69786.4,91133.8,91674.4,2.44333
57761.6,51311.2,376.96,2.44433
95670.4,109410,14129.8,2.44534
66719.2,63972.8,845.68,2.50659
78306.4,79998.6,369.52,2.55681
76148,76092.6,24470.2,2.56785
72088.8,88053.6,425.32,2.57087
94289.6,129493,27953.3,2.57187
68976.8,88018.9,48343.9,2.57488
71664.8,92354,25214.2,2.59497
62492.8,77555.8,665.88,2.602
87628.8,126985,38631,2.60601
60996,52949.2,61151.8,2.60702
67856,69921.1,28781.6,2.60802
68403.2,54775.8,117101,2.63212
82352,80995.6,15113.1,2.63715
58244.8,58090.3,260.4,2.63915
65157.6,76334.4,19350.2,2.63915
65519.2,87095.1,49993.1,2.64317
61972.8,73935,225.68,2.64518
83628,82902.7,2271.68,2.64618
59321.6,49345.8,632.4,2.70543
68732.8,90909.4,57302.9,2.73054
78872.8,94886,560.48,2.73355
66236.8,55333.8,71675.7,2.75163
65223.2,54906,9737.72,2.77774
88662.4,75194.8,47594.9,2.79481
71273.6,73132.7,26301.6,2.79883
60701.6,58974.4,297.6,2.80084
77730.4,83855,38571.4,2.80988
75876.8,102305,159.96,2.81289
73372.8,103400,1378.88,2.81389
64550.4,79645.2,876.68,2.81389
78793.6,94920.8,22054.6,2.8159
75681.6,90837.4,306.28,2.88118
63896,58515.6,18810.8,2.89524
68848,102667,26204.9,2.89624
86333.6,134219,15245.8,2.95951
88359.2,105038,57016.4,2.96353
70464.8,79031.4,540.64,2.98964
73174.4,76768.4,36246.4,3.00269
66481.6,63652.9,363.32,3.0037
58849.6,54078.9,20679.5,3.00771
78192,71865.4,15575.6,3.00771
81009.6,87588.6,1191.64,3.00972
77784,90533.6,64797.4,3.00972
79508.8,96795.6,26643.9,3.01072
78228,91040.8,56790.8,3.01273
62415.2,74284.7,3636.92,3.01273
72101.6,72346.6,133.92,3.09408
93409.6,96887.4,40828.2,3.09508
77760,88822.4,58841.7,3.10512
65167.2,69012.2,56178.2,3.10512
70944.8,76711.4,54245,3.20454
85295.2,115727,3620.8,3.20655
70313.6,86145.3,508.4,3.26882
68025.6,76035.6,285.2,3.27082
81660.8,91335.9,28547.3,3.27283
71495.2,95587.9,567.92,3.30597
70702.4,84390.7,292.64,3.30798
70226.4,56229,49216.8,3.33811
62817.6,40975.8,60642.2,3.4064
68956.8,58462.3,1721.12,3.44657
79077.6,109945,38942.2,3.46163
66071.2,57872,83602,3.4787
76567.2,128112,62846.9,3.47971
76517.6,78811.9,30217.6,3.48172
59000.8,52851.3,23060.3,3.48272
80939.2,99980,905.2,3.48372
73125.6,104110,3257.48,3.48473
73296.8,77317.7,46823.6,3.48674
68884.8,101082,158.72,3.48774
88327.2,117448,910.16,3.48774
76417.6,101074,190.96,3.48875
69498.4,70469.2,881.64,3.50883
71369.6,67253.9,59.52,3.53594
95008,103153,64954.9,3.53695
70892,58401.5,159.96,3.6193
64168,59768,1774.44,3.63135
85715.2,88357.4,338.52,3.63938
78832.8,73963.5,190.96,3.6434
67726.4,100790,324.88,3.65344
62292,81986.3,414.16,3.65645
71583.2,67586.2,44831,3.65846
78035.2,77548.4,20969.6,3.66047
73060.8,81325.4,1619.44,3.66248
65951.2,82409.2,20409.2,3.66449
59014.4,60127.6,115.32,3.67051
67258.4,86369.7,21066.4,3.67152
73410.4,71236.8,2225.8,3.67252
85995.2,145709,2151.4,3.70164
72726.4,88448,114.08,3.72273
72002.4,80256.5,866.76,3.74483
78421.6,103745,29236.7,3.74583
73556.8,80464.8,688.2,3.74884
95453.6,104502,60228,3.74985
72722.4,79968.8,431.52,3.79604
72305.6,111330,5571.32,3.80006
64117.6,68053.7,245.52,3.8091
56073.6,57723.2,553.04,3.85128
78604.8,113712,30774.3,3.88843
71384,91273.9,57345,3.88944
75226.4,80574,80741.4,3.89446
84584,125752,94102.4,3.96275
69680,73623.8,348.44,3.96576
76944,109027,3242.6,3.96576
79763.2,100501,16593.7,3.96677
79944,90368.7,365.8,3.96777
82348.8,111725,39512.6,3.96877
67724.8,97310.2,1155.68,3.97078
81936,88208.6,30853.7,3.97279
78008,102989,10310.6,3.9738
62652,57626.5,30590.8,3.9748
64821.6,62569.2,430.28,3.97681
72144.8,63349.1,6250.84,3.98082
66222.4,67756.1,4332.56,3.98384
56461.6,61651.6,533.2,4.01597
71947.2,113450,14865.1,4.07723
84380.8,141150,82641,4.10133
68352,63574.8,520.8,4.12242
85766.4,108194,48892,4.12544
66487.2,93750.2,420.36,4.12644
98912.8,126819,14579.9,4.13146
82202.4,116518,33764,4.16862
71659.2,68636.5,8577.08,4.17163
77783.2,73699.4,16076.6,4.17766
66893.6,64139,364.56,4.17967
93904,129445,1644.24,4.18368
75865.6,99217.4,2837.12,4.18469
69587.2,57688.5,157.48,4.18669
74727.2,113677,34138.4,4.1887
70338.4,94137.1,562.96,4.19071
85764,100163,57683.6,4.19172
72567.2,104203,282.72,4.19272
79854.4,73503.5,12111.1,4.19272
70684.8,73938.7,3813,4.19272
103735,132054,54640.6,4.19372
84515.2,89449.9,63592.2,4.19674
68620.8,62936.2,49137.5,4.19875
92728,132861,52133.3,4.19975
80354.4,110062,1050.28,4.19975
79299.2,120379,82375.7,4.20075
74445.6,91159.8,344.72,4.20377
60115.2,44921.5,264.12,4.35842
69161.6,98329.5,767.56,4.52914
84027.2,103639,6785.28,4.53215
63402.4,67060.4,31178.6,4.54923
60783.2,74328.1,36611,4.55124
74150.4,84369.6,6965.08,4.55425
57252.8,46578.1,1465.68,4.57735
85543.2,104241,34939.5,4.57935
87616,125871,20703,4.57935
68955.2,71473.6,23101.2,4.58036
82483.2,95824.7,525.76,4.58237
83711.2,145823,546.84,4.58438
72423.2,80025.9,44579.2,4.58538
73935.2,70306.8,1336.72,4.60446
63385.6,84777.6,46167.7,4.65166
68543.2,60446.3,183.52,4.65367
81308,95451.5,111362,4.72497
89867.2,95943.8,4795.08,4.72698
68482.4,66217.2,333.56,4.72698
70152.8,76452.2,1350.36,4.72899
82537.6,98922.2,1463.2,4.76213
80455.2,78046.8,519.56,4.76313
78396.8,75119.2,37515,4.76715
94910.4,98447.3,88785.2,4.76815
104490,128542,22876.8,4.77117
74851.2,75543.3,2069.56,4.77418
87324.8,136740,482.36,4.77518
78840,94464.4,112809,4.87159
64435.2,57109.4,21019.2,4.8746
69694.4,89096.5,67852.8,4.88565
75672.8,97145.3,78190.7,4.89268
66260,70314.2,14194.3,4.90272
86728.8,106687,8502.68,4.92883
67664.8,56400.2,20824.6,4.93184
103714,110769,6455.44,4.97101
71809.6,68092.1,32806.7,4.98607
66592,51038.4,290.16,5.04432
80697.6,75230.8,43034.2,5.08851
70429.6,87746.1,177.32,5.09353
73088,86898,203.36,5.10558
73937.6,95338.6,1864.96,5.14575
75745.6,113167,267.84,5.14776
70586.4,76353,32253.6,5.14776
77156.8,95516,65152.1,5.15177
74336,78377.9,499.72,5.1809
80405.6,71261.6,31308.8,5.21303
74510.4,121713,657.2,5.21605
77195.2,84089.4,538.16,5.21805
70416.8,92273.4,2032.36,5.22307
62433.6,72127.1,31632.4,5.24416
67936.8,77337.6,46775.3,5.31044
75447.2,94671.5,601.4,5.31145
81472.8,81566,863.04,5.31245
67347.2,48352.6,3002.04,5.31647
82275.2,81981.4,42581.6,5.31848
72644,96722.5,527,5.31948
78764.8,125820,36235.3,5.3225
78431.2,100656,1619.44,5.3225
79511.2,99899.4,481.12,5.32551
86241.6,137244,1621.92,5.32551
74744,73734.1,38614.8,5.32852
102911,139330,29699.2,5.41689
60152,67929.7,55648.7,5.41689
79390.4,102067,55529.7,5.42091
67656.8,72758.2,33410.6,5.42192
67984.8,94247.4,634.88,5.42292
85325.6,143970,12587.2,5.42794
83965.6,85277.3,50734.6,5.43095
65022.4,77554.6,14459.6,5.43095
82463.2,77942.7,510.88,5.43196
86189.6,112945,726.64,5.57958
69684.8,79779.1,1051.52,5.57958
64202.4,82084.3,23060.3,5.58159
79402.4,92475.5,59479.1,5.66193
67691.2,62817.2,1206.52,5.66193
81919.2,87045.5,1097.4,5.66595
73803.2,105396,71.92,5.66996
76169.6,84165,704.32,5.67298
85466.4,84545.7,32976.6,5.67498
64494.4,65511.7,25230.3,5.67599
68092.8,61986.4,55932.7,5.72319
78123.2,61270.9,3264.92,5.73424
87371.2,137397,52626.8,5.77742
63826.4,57095.8,27077.9,5.79248
56448,59521.2,21135.8,5.8437
61332,54106.2,1919.52,5.84972
66368.8,78931,1585.96,5.85173
68416,72375.1,25937.1,5.86479
64036.8,64579.2,4347.44,5.8668
118527,121237,99634,5.8678
62276.8,53892.9,406.72,5.8688
66456,94624.4,793.6,5.86981
92395.2,80526.8,1488,5.86981
64359.2,62162.4,53759,5.87182
66350.4,87482,584.04,5.87583
91546.4,141463,32371.4,5.87583
61084.8,57694.7,281.48,5.87784
101559,119883,109101,5.87784
78367.2,102392,1195.36,5.90897
86188,101520,163.68,5.92504
75713.6,110703,1178,5.92504
72048,72802.9,57080.9,5.94513
83775.2,95625.1,80719,5.94513
80954.4,65340.6,7805.8,5.94814
106127,142400,37570.8,5.94814
93927.2,149730,31755.2,5.95015
69007.2,61465.6,168.64,5.95115
76108,83562.4,310,5.95517
67873.6,63204,698.12,6.04354
64742.4,58732.6,17428.2,6.04756
62816.8,59663.8,13404.4,6.05258
64514.4,80613.6,3137.2,6.0807
86269.6,85648,73766.4,6.2474
67188,77087.1,10304.4,6.28255
86748,114839,123893,6.28657
60827.2,65070.2,342.24,6.2936
95865.6,110706,296.36,6.3177
61748,73315,15099.5,6.34381
63298.4,69794.6,225.68,6.36892
66679.2,55497.4,233.12,6.37093
109533,134265,771.28,6.37293
86458.4,109806,616.28,6.37595
77699.2,112117,2615.16,6.37695
66007.2,54855.1,13916.5,6.38298
67308,61709.8,493.52,6.38499
66780,83163.1,326.12,6.38699
82205.6,118636,59262.1,6.388
81722.4,93116.6,12467,6.44524
71705.6,84602.7,17536.1,6.47938
65354.4,62331.1,322.4,6.4824
63371.2,63457,63170.6,6.48742
76981.6,110459,118813,6.54767
74809.6,116925,231.88,6.54868
75175.2,106242,2394.44,6.55169
60462.4,71001.2,374.48,6.58583
68188.8,65986.6,355.88,6.59286
79272,116407,2228.28,6.69028
73337.6,64276.6,40637.3,6.6953
69277.6,71827,29886.5,6.70032
64668.8,71639.8,489.8,6.70333
86727.2,111057,19195.2,6.70735
88768.8,101470,3935.76,6.71036
72078.4,91552.9,252.96,6.71639
89839.2,123249,13322.6,6.71639
61676.8,63042.8,236.84,6.72241
90732,128080,129299,6.73145
64431.2,72252.3,7237.88,6.73446
75044.8,88012.7,260.4,6.84694
73736,88400.8,493.52,6.84895
87513.6,101961,797.32,6.85296
67307.2,53662.2,66197.4,6.85598
75148.8,91193.3,6570.76,6.85999
64381.6,64255.6,23069,6.862
58380.8,56088.9,869.24,6.89414
73837.6,93830.8,492.28,6.91322
77002.4,76219.1,67091.4,6.92627
79221.6,83950.5,8707.28,6.93531
58532.8,56418.8,146.32,6.93632
76921.6,106294,8831.28,6.95238
67681.6,57652.6,6193.8,6.9564
77527.2,110856,79775.4,6.95741
73075.2,81454.4,8048.84,6.95741
82369.6,129048,16268.8,6.96443
81129.6,116784,5876.36,7.04176
66989.6,52029.2,6655.08,7.06486
71344,59258.4,1337.96,7.10202
61555.2,61352.7,43556.2,7.15926
68870.4,62265.4,6574.48,7.16227
91520.8,126797,63742.2,7.16428
119116,114998,7081.64,7.16629
63004,66755.4,421.6,7.18236
86029.6,95026.2,18303.6,7.18738
68204,83037.8,107234,7.20144
63126.4,65565,38065.5,7.20344
59204,64662.3,26177.6,7.20646
72335.2,64723,581.56,7.20947
55816,52951.7,528.24,7.21148
61740,42398.1,8875.92,7.25868
68647.2,81037.7,23209.1,7.28479
64727.2,66749.2,37.2,7.28881
67313.6,72140.7,550.56,7.29282
79179.2,110049,73875.5,7.29383
66935.2,74413.6,251.72,7.29684
78891.2,101896,350.92,7.30186
61044,45819.2,51747.7,7.35609
70207.2,82792.3,724.16,7.36212
62758.4,74440.9,1305.72,7.36412
74733.6,85402.5,3226.48,7.36613
59556.8,67520.5,95.48,7.36915
82183.2,99953.9,517.08,7.37316
68728,76619.6,238.08,7.39827
74215.2,67756.1,28063.7,7.41233
88063.2,119292,25371.6,7.41835
73013.6,60922.4,779.96,7.41835
69748.8,77151.6,151.28,7.43241
63372,46335.1,2070.8,7.43342
69434.4,74599.6,168.64,7.4997
69648,64465.1,157.48,7.50974
76689.6,91277.6,22694.5,7.51476
70162.4,92070,14947,7.51978
79811.2,81734.6,23126,7.5248
59507.2,40197.1,7213.08,7.53384
64218.4,60964.6,6514.96,7.53786
66076.8,60874.1,18836.8,7.56799
61973.6,60107.8,24300.3,7.56799
97331.2,115360,11737.8,7.571
110720,90779.2,12343,7.57301
66936,95228.3,998.2,7.58104
62007.2,62904,26553.4,7.58506
65101.6,57257,8624.2,7.59008
59380,46464,13891.7,7.60414
106109,124063,360.84,7.61619
93145.6,100713,16189.4,7.75176
86333.6,108010,682,7.75377
82157.6,130851,52045.3,7.75678
70935.2,77470.2,52975.3,7.78792
81534.4,69644.6,156.24,7.79093
72201.6,68298,38235.4,7.79595
98447.2,132608,19624.2,7.79595
73414.4,82409.2,79.36,7.79796
66066.4,56485.7,235.6,7.81503
71373.6,88568.2,4610.32,7.82005
71598.4,82592.7,598.92,7.88934
85863.2,113918,60094.1,7.94458
73065.6,77637.6,10089.9,7.95261
89328.8,116275,555.52,7.95362
93768.8,136934,461.28,8.06007
65884.8,57674.9,48977.5,8.07814
79111.2,69757.4,23351.7,8.10626
69260,79940.3,38390.4,8.10927
115460,128745,35488.8,8.11128
70817.6,79331.5,3980.4,8.14944
92407.2,137774,298.84,8.17857
69716.8,53360.9,22318.8,8.19263
64678.4,84757.7,714.24,8.19363
73101.6,97203.6,31680.8,8.19564
65507.2,80658.3,1035.4,8.19966
65262.4,71336,32706.2,8.20166
73374.4,91866.6,143.84,8.21974
77425.6,74366.5,8316.68,8.22476
71873.6,85939.4,844.44,8.22677
64093.6,56704,417.88,8.2348
84238.4,124151,73182.3,8.23782
73224,93391.8,128774,8.23882
70026.4,74634.4,4917.84,8.23983
82381.6,85412.4,147.56,8.24183
93708,123402,32347.9,8.24183
73189.6,93446.4,1316.88,8.24284
74581.6,78446.1,16129.9,8.24284
76650.4,81327.9,6466.6,8.24384
73180.8,73838.3,76007,8.282
69852.8,73696.9,18941,8.28401
62532.8,76453.4,3215.32,8.31816
63466.4,82124,447.64,8.34527
76201.6,88645.1,10066.3,8.40151
61017.6,74620.7,4213.52,8.41055
68519.2,75048.5,657.2,8.4698
72976.8,74501.7,48960.2,8.48084
72721.6,82316.2,49919.9,8.48386
91128.8,109105,89267.6,8.48687
81536.8,126164,3253.76,8.48888
71036,79307.9,31412.9,8.49189
76989.6,81086.1,45163.3,8.52704
65835.2,62305,18738.9,8.56922
64970.4,87551.4,24524.7,8.57223
69147.2,49250.3,8894.52,8.57926
85528,87630.8,93499.7,8.58127
71520,76577.4,4786.4,8.58127
70024.8,64746.6,58774.8,8.58729
80997.6,119113,259.16,8.5883
72609.6,93788.6,38224.2,8.59131
87444.8,78948.3,49350.8,8.59231
65022.4,50466.8,781.2,8.59432
76904.8,76093.8,23310.8,8.59734
87968,118612,1506.6,8.59734
73809.6,83533.8,2833.4,8.59935
88140.8,103823,10461.9,8.59935
67852,86140.3,1271,8.60035
85687.2,95039.8,104102,8.60336
76046.4,77337.6,9796,8.67265
64926.4,50408.5,37739.4,8.72387
73221.6,108717,62038.4,8.81626
101794,100550,7862.84,8.81727
81076,81211.3,115635,8.83032
66500,74930.7,56646.9,8.83133
90316.8,100015,4229.64,8.83233
79743.2,114975,520.8,8.85141
66663.2,80118.9,28719.6,8.85241
79401.6,91610,120114,8.85241
68159.2,54718.7,48275.7,8.85241
79979.2,100792,292.64,8.85543
75298.4,64447.8,598.92,8.85643
84900.8,113461,31416.6,8.85744
62448.8,52864.9,104.16,8.87852
84809.6,89151,36944.6,8.87852
64058.4,80523.1,17123.2,8.88053
75612.8,74403.7,16508.1,8.88254
66316,63046.6,199.64,8.88957
72733.6,68275.6,36744.9,8.89158
74933.6,104396,31441.4,8.89359
61072,68926.6,58576.4,8.8966
66205.6,67473.4,389.36,8.89761
82438.4,127255,14939.5,8.89861
94259.2,111839,3209.12,8.89961
61390.4,56406.4,29179.7,8.90062
69581.6,46069.7,65367.8,8.90564
76483.2,78284.9,1256.12,8.90564
63997.6,50172.9,27762.4,8.93878
65080.8,63194.1,21971.6,9.1085
74385.6,92177.9,69628.5,9.11452
80296.8,75188.6,21891,9.11854
101602,145939,100984,9.12155
80206.4,76978,12406.2,9.12557
85709.6,136669,35425.6,9.12657
60866.4,72781.8,1440.88,9.1326
69549.6,72743.4,18275.1,9.1336
91316.8,87769.7,2759,9.13461
63052.8,80783.5,48201.3,9.13662
58340.8,53813.5,435.24,9.14565
75651.2,87876.3,113753,9.18382
77363.2,79753.1,7480.92,9.2039
68696,52933.1,15601.7,9.21796
57147.2,58516.8,25210.4,9.22198
65639.2,92486.6,14537.8,9.23403
87048.8,109859,25320.8,9.25913
71928,65138.4,2858.2,9.28022
81712.8,79531.1,1791.8,9.28022
74596,66248.2,28941.6,9.33546
75444.8,68051.2,29009.8,9.35052
77325.6,86285.4,52891,9.38969
62727.2,57936.5,1479.32,9.3927
75649.6,108542,342.24,9.39973
74532.8,70997.4,2730.48,9.41077
67720,92944.2,3119.84,9.42986
95935.2,131077,1075.08,9.43688
70722.4,60595.1,869.24,9.4399
68327.2,98632.1,140662,9.4409
79290.4,102562,58126.2,9.44291
66860,67715.2,71.92,9.463
80324,72019.2,3423.64,9.49312
68765.6,67994.2,36643.2,9.50116
77116.8,109274,37193.8,9.50517
80396,103328,31629.9,9.50718
80441.6,109062,2317.56,9.55338
76849.6,69445,20225.6,9.55539
61774.4,50231.2,31809.7,9.56844
63358.4,70707.3,389.36,9.6056
70309.6,66793.8,50861.1,9.6056
69432,60979.5,6797.68,9.61564
81422.4,86437.9,8733.32,9.61765
73290.4,105517,1949.28,9.62267
67680.8,64958.6,29280.1,9.62568
75320.8,77223.5,150.04,9.66384
63312,45762.2,3367.84,9.66384
80257.6,79372.4,14489.4,9.66585
79693.6,72873.6,46841,9.66887
56974.4,63804.2,829.56,9.67188
77093.6,122389,11627.5,9.67489
73941.6,76026.9,329.84,9.71908
68540.8,61341.6,24154,9.72008
83492,100213,8765.56,9.72008
63548,77635.2,10820.2,9.7241
70036.8,64826,78097.7,9.76527
70394.4,71011.1,545.6,9.7944
90638.4,97982.3,686.96,9.80142
87194.4,105936,9696.8,9.80142
84603.2,133939,730.36,9.82653
61151.2,75244.4,5885.04,9.86469
85385.6,131787,48718.4,9.86771
64972,77374.8,15847.2,9.8908
70207.2,76411.3,52.08,9.89382
