"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
89170.4,122134,2695.76,1.17421
87619.2,89061.8,31732.8,1.2017
86319.2,75098.1,512.12,1.24244
78178.4,71653.4,188.48,1.34122
79425.6,96837.8,350.92,1.34224
80455.2,65915.9,105.4,1.35242
102670,147002,2482.48,1.35344
107874,104389,848.16,1.35446
79224.8,71755.1,132.68,1.35752
88792,131323,391.84,1.35752
92196.8,78503.2,176.08,1.36057
90536,137300,224.44,1.36159
92214.4,85834,213.28,1.36363
82724,85330.6,153.76,1.36464
84160.8,88152.8,4833.52,1.36668
91299.2,74762.1,301.32,1.36872
61701.6,40803.4,112.84,1.37992
80532,68944,128.96,1.40131
69907.2,40872.9,236.84,1.40436
66269.6,74491.8,445.16,1.40538
70267.2,81580.8,137.64,1.40538
88117.6,66392.1,83.08,1.40742
76807.2,86674.8,230.64,1.40945
112245,102672,220.72,1.41149
83828.8,76978,146.32,1.43186
64879.2,71097.9,27.28,1.48481
78192.8,84790,195.92,1.48787
78609.6,94702.5,2580.44,1.48889
93591.2,91190.8,220.72,1.49092
63940.8,53811,138.88,1.49296
100022,69669.4,722.92,1.495
71652,60538,608.84,1.49602
95054.4,127565,281.48,1.49805
83575.2,66606.6,91.76,1.50009
84464,76876.3,2078.24,1.50009
92196,108044,96.72,1.50213
76439.2,56136,252.96,1.50315
77276,65033,794.84,1.50416
83821.6,55025,65.72,1.50518
91170.4,59222.4,119.04,1.50722
116369,113980,177.32,1.50824
78900.8,48655.1,74.4,1.50926
62927.2,67024.5,106.64,1.51231
84348.8,68467.8,112.84,1.51638
71677.6,74405,85.56,1.51842
115233,121433,457.56,1.52046
76278.4,52577.2,647.28,1.52046
76705.6,69693,49.6,1.52148
86132.8,69027.1,188.48,1.52351
91345.6,124559,1639.28,1.52351
79960,72486.7,11034.8,1.52453
98854.4,148517,54434.8,1.52453
84469.6,77279.3,378.2,1.52555
74432.8,49696.7,43.4,1.52555
77489.6,75616.4,8574.6,1.52555
84824,90696.1,293.88,1.52657
82468.8,87239,127.72,1.52759
73278.4,114665,174.84,1.52759
87118.4,67031.9,83.08,1.52861
95817.6,62724.2,138.88,1.52861
70886.4,46797.6,19326.6,1.52861
58265.6,54093.8,58638.4,1.52861
96327.2,84637.4,138.88,1.52962
86510.4,116446,744,1.52962
95825.6,85194.2,75.64,1.53064
89248.8,98720.1,57.04,1.53064
100340,71019.8,99.2,1.53064
84458.4,63417.3,121.52,1.53268
67639.2,67575,99.2,1.53268
100047,80379.3,457.56,1.53268
70182.4,49056.9,334.8,1.53268
80980.8,63101.1,132.68,1.53268
95222.4,105685,301.32,1.53268
55937.6,55585.5,3.72,1.5337
89293.6,123380,35190,1.5337
73217.6,77465.3,21380.1,1.5337
63212,83411.1,28821.3,1.5337
97269.6,97703.3,26538.5,1.53573
89158.4,85930.8,115.32,1.53573
112365,130619,212.04,1.53675
80083.2,82775,176.08,1.53675
72100,69583.8,142.6,1.54286
91334.4,90393.5,9286.36,1.54694
79162.4,78167.1,101.68,1.56018
75299.2,49286.3,117.8,1.60193
86569.6,60054.4,570.4,1.62739
82561.6,79167.8,267.84,1.63044
77771.2,70781.7,137.64,1.63554
57153.6,54357.9,223.2,1.64063
68483.2,53675.9,31626.2,1.68951
78518.4,58585,198.4,1.69358
70495.2,50577.1,414.16,1.69766
70514.4,82579,177.32,1.69969
73636.8,45708.9,142.6,1.70275
87435.2,110880,5545.28,1.70581
77380,56302.2,20995.7,1.70886
92745.6,88074.7,1605.8,1.70988
58162.4,52955.4,47732.6,1.71192
87361.6,104284,168.64,1.71497
69363.2,83144.5,19636.6,1.71599
66036.8,48398.4,44899.2,1.71701
88615.2,80559.1,722.92,1.72006
102614,96446,597.68,1.72108
62933.6,43789.4,204.6,1.7221
65921.6,43927,166.16,1.7221
98183.2,78470.9,593.96,1.7221
73628.8,49856.7,623.72,1.7221
76538.4,90123.2,21702.5,1.72312
81776.8,46264.4,90.52,1.72617
78000.8,84570.5,3100,1.72719
79761.6,97693.4,364.56,1.72821
76828,110309,13589.2,1.72923
63500,34273.6,-6.2,1.73025
92135.2,105306,565.44,1.73025
90745.6,80267.7,2228.28,1.73228
56500,52139.5,-7.44,1.73228
76138.4,112133,544.36,1.7333
77382.4,85639.4,195.92,1.73432
102692,80236.7,176.08,1.73534
89214.4,77791.4,163.68,1.73636
75838.4,52577.2,353.4,1.73636
75625.6,79889.5,313.72,1.73636
72157.6,61438.3,141.36,1.73636
74109.6,72016.7,373.24,1.73839
84696,71220.6,194.68,1.73839
114166,128707,620,1.73941
79127.2,78320.9,169.88,1.73941
82524,63375.2,63.24,1.74043
69739.2,59382.4,181.04,1.74043
76475.2,71137.6,461.28,1.74145
83328,71538.1,819.64,1.74145
74563.2,93527,331.08,1.74247
76272.8,51029.7,140.12,1.74349
90282.4,60771.2,2749.08,1.74349
91720.8,97061,643.56,1.74349
96292,112665,275.28,1.74349
107319,101262,2591.6,1.7445
91397.6,64915.2,354.64,1.74552
75948.8,81032.8,29876.6,1.74552
108209,98275,115.32,1.74654
70547.2,51133.9,445.16,1.74654
98252.8,89402.8,452.6,1.74654
83104.8,66666.1,16226.6,1.74654
85419.2,92285.8,169.88,1.74654
99626.4,81899.5,261.64,1.74756
82884,86031.2,204.6,1.74756
71253.6,76090.1,213.28,1.78626
80724.8,63209,412.92,1.78931
70437.6,56474.6,301.32,1.79237
76670.4,61712.3,287.68,1.79848
79605.6,52918.2,104.16,1.80052
100932,102736,1212.72,1.80866
80592,63566.1,427.8,1.81681
87920,114138,55170.1,1.81986
110798,105517,386.88,1.82598
77567.2,67462.2,254.2,1.84329
87411.2,93044.6,109.12,1.84431
87630.4,78721.4,293.88,1.84736
89352,119278,86.8,1.85042
79329.6,85314.5,183.52,1.87078
98277.6,140731,1040.36,1.87588
59667.2,40990.7,13.64,1.88402
84441.6,78932.2,414.16,1.89523
80659.2,74769.5,1207.76,1.90134
79724.8,51534.4,137.64,1.90134
91541.6,70503.9,89.28,1.90847
